customer_id,group,age_group,device,channel,pre_kyc_rate,kyc_completed,churned_30d,revenue_30d_eur
5207,treatment,35-44,android,google_play,0.6708,1,0,23.45
5208,treatment,25-34,android,app_store,0.619,0,0,4.75
5209,treatment,35-44,android,website,0.5396,1,0,21.98
5210,treatment,25-34,ios,app_store,0.6888,0,1,7.49
5211,treatment,35-44,android,app_store,0.558,1,0,22.51
5212,treatment,35-44,ios,app_store,0.6013,1,0,22.37
5213,treatment,45+,android,google_play,0.5739,1,0,15.43
5214,treatment,25-34,android,app_store,0.6426,1,0,8.98
5215,treatment,35-44,android,referral,0.6947,0,0,0.65
5216,treatment,35-44,android,google_play,0.5816,1,0,31.17
5217,treatment,45+,android,referral,0.5317,1,0,16.58
5218,treatment,18-24,web,app_store,0.4567,0,0,9.26
5219,treatment,35-44,android,app_store,0.658,1,0,21.25
5220,treatment,25-34,ios,website,0.5187,0,0,3.39
5221,treatment,45+,web,google_play,0.3563,0,0,0.25
5222,treatment,35-44,android,app_store,0.5507,1,0,13.78
5223,treatment,35-44,ios,app_store,0.5575,0,1,3.03
5224,treatment,25-34,ios,referral,0.4194,1,0,17.19
5225,treatment,35-44,android,app_store,0.5401,1,0,21.28
5226,treatment,35-44,android,google_play,0.6586,1,1,13.93
5227,treatment,25-34,ios,referral,0.6691,0,1,1.19
5228,treatment,35-44,android,website,0.5789,1,0,23.23
5229,treatment,25-34,android,website,0.6401,1,0,29.39
5230,treatment,25-34,android,google_play,0.5297,0,0,3.81
5231,treatment,35-44,android,website,0.4544,1,0,20.66
5232,treatment,18-24,web,google_play,0.5755,1,0,17.12
5233,treatment,35-44,web,app_store,0.6246,0,1,3.27
5234,treatment,25-34,web,google_play,0.4847,1,0,16.73
5235,treatment,35-44,android,referral,0.6019,1,0,15.9
5236,treatment,18-24,web,google_play,0.5791,1,0,21.33
5237,treatment,35-44,ios,google_play,0.658,1,0,21.7
5238,treatment,35-44,ios,google_play,0.6946,0,0,2.62
5239,treatment,35-44,ios,website,0.5322,1,0,14.55
5240,treatment,25-34,ios,website,0.4525,0,0,1.78
5241,treatment,35-44,android,google_play,0.5229,1,0,21.91
5242,treatment,25-34,ios,app_store,0.6751,0,0,0.61
5243,treatment,25-34,ios,app_store,0.6889,1,0,11.9
5244,treatment,18-24,android,google_play,0.5126,0,1,4.52
5245,treatment,25-34,android,website,0.647,0,0,3.26
5246,treatment,35-44,ios,google_play,0.623,1,0,17.17
5247,treatment,25-34,ios,google_play,0.575,0,1,6.5
5248,treatment,35-44,ios,google_play,0.5231,1,0,17.69
5249,treatment,35-44,ios,google_play,0.6299,1,0,14.07
5250,treatment,25-34,ios,website,0.6508,1,0,19.02
5251,treatment,18-24,android,website,0.5775,1,0,14.09
5252,treatment,25-34,ios,website,0.6515,0,1,6.69
5253,treatment,25-34,android,app_store,0.606,1,0,18.13
5254,treatment,18-24,ios,website,0.6437,0,0,0.0
5255,treatment,35-44,android,app_store,0.5085,0,0,4.06
5256,treatment,45+,web,app_store,0.6008,1,0,13.23
5257,treatment,18-24,android,website,0.4985,0,0,7.2
5258,treatment,25-34,ios,app_store,0.6228,0,0,3.14
5259,treatment,35-44,android,app_store,0.4722,1,0,21.78
5260,treatment,45+,android,app_store,0.5233,1,0,14.29
5261,treatment,45+,ios,website,0.5883,0,1,2.8
5262,treatment,45+,android,app_store,0.3257,1,0,20.49
5263,treatment,25-34,android,website,0.5896,1,0,17.06
5264,treatment,45+,ios,google_play,0.3632,0,1,0.29
5265,treatment,25-34,android,google_play,0.4626,1,0,22.31
5266,treatment,18-24,android,google_play,0.5185,0,0,4.52
5267,treatment,35-44,android,website,0.6726,0,0,0.0
5268,treatment,35-44,android,website,0.5358,1,1,15.82
5269,treatment,35-44,android,app_store,0.6236,1,0,13.08
5270,treatment,35-44,android,website,0.4732,1,0,15.09
5271,treatment,35-44,ios,google_play,0.6205,0,0,1.87
5272,treatment,25-34,ios,referral,0.6316,1,0,16.58
5273,treatment,25-34,android,google_play,0.7063,1,0,9.49
5274,treatment,35-44,ios,app_store,0.5662,0,1,2.0
5275,treatment,25-34,android,website,0.4733,1,0,23.78
5276,treatment,18-24,android,app_store,0.6021,1,0,28.34
5277,treatment,25-34,ios,website,0.5463,0,0,0.0
5278,treatment,35-44,ios,google_play,0.6451,1,0,24.47
5279,treatment,45+,android,app_store,0.5308,1,0,31.42
5280,treatment,35-44,android,app_store,0.5351,1,0,16.82
5281,treatment,35-44,ios,app_store,0.4618,1,0,21.06
5282,treatment,35-44,android,app_store,0.672,0,1,7.15
5283,treatment,25-34,ios,google_play,0.6253,1,0,15.39
5284,treatment,35-44,ios,website,0.4838,1,0,23.7
5285,treatment,35-44,android,app_store,0.6482,1,0,16.85
5286,treatment,45+,ios,app_store,0.6967,0,1,6.95
5287,treatment,18-24,web,website,0.5814,1,0,27.1
5288,treatment,45+,web,app_store,0.6725,0,0,8.03
5289,treatment,35-44,android,website,0.4478,1,0,16.12
5290,treatment,18-24,web,app_store,0.546,0,1,5.65
5291,treatment,25-34,android,website,0.5544,1,0,15.19
5292,treatment,18-24,android,website,0.4667,1,0,11.16
5293,treatment,35-44,android,app_store,0.5598,1,0,16.67
5294,treatment,25-34,android,google_play,0.3392,1,0,22.91
5295,treatment,35-44,android,google_play,0.7314,1,0,16.37
5296,treatment,35-44,android,app_store,0.4567,1,0,26.73
5297,treatment,35-44,ios,google_play,0.7083,1,0,18.47
5298,treatment,25-34,ios,website,0.5669,0,0,0.0
5299,treatment,45+,ios,website,0.4936,1,0,16.36
5300,treatment,45+,ios,app_store,0.5196,0,0,1.2
5301,treatment,35-44,android,website,0.5619,1,0,25.91
5302,treatment,25-34,ios,app_store,0.6573,0,0,5.32
5303,treatment,45+,ios,app_store,0.6121,0,1,3.28
5304,treatment,35-44,android,app_store,0.5759,1,0,22.47
5305,treatment,45+,web,google_play,0.4196,1,0,13.36
5306,treatment,18-24,ios,app_store,0.4568,1,0,11.19
5307,treatment,35-44,ios,app_store,0.7091,0,0,0.0
5308,treatment,25-34,ios,google_play,0.5943,1,0,7.03
5309,treatment,25-34,ios,referral,0.554,1,0,11.63
5310,treatment,35-44,ios,website,0.5267,1,0,21.39
5311,treatment,25-34,ios,referral,0.6285,1,0,22.38
5312,treatment,25-34,android,app_store,0.4633,1,0,12.79
5313,treatment,25-34,android,referral,0.5935,1,0,5.95
5314,treatment,25-34,android,app_store,0.6662,1,0,15.57
5315,treatment,35-44,web,app_store,0.5865,1,0,21.0
5316,treatment,18-24,android,app_store,0.3746,0,1,6.5
5317,treatment,25-34,android,google_play,0.6454,0,0,4.38
5318,treatment,35-44,android,app_store,0.6748,0,0,0.0
5319,treatment,45+,ios,website,0.589,1,0,22.37
5320,treatment,25-34,web,website,0.5407,1,0,20.37
5321,treatment,25-34,ios,app_store,0.7925,1,0,22.44
5322,treatment,45+,android,website,0.5149,0,0,0.29
5323,treatment,45+,ios,app_store,0.7752,1,0,21.08
5324,treatment,35-44,web,app_store,0.7041,0,0,6.63
5325,treatment,25-34,ios,app_store,0.7019,1,0,9.89
5326,treatment,25-34,ios,app_store,0.5562,1,0,14.31
5327,treatment,35-44,ios,app_store,0.5502,1,0,8.87
5328,treatment,35-44,ios,app_store,0.6352,1,0,13.13
5329,treatment,45+,web,google_play,0.5006,0,1,3.13
5330,treatment,18-24,ios,referral,0.543,0,1,0.0
5331,treatment,25-34,ios,referral,0.6256,0,1,7.5
5332,treatment,45+,android,referral,0.5102,1,0,24.76
5333,treatment,45+,android,app_store,0.4448,0,1,3.03
5334,treatment,35-44,android,app_store,0.6386,0,1,1.14
5335,treatment,18-24,ios,google_play,0.5059,1,0,17.74
5336,treatment,35-44,web,website,0.5525,1,0,26.75
5337,treatment,25-34,android,app_store,0.4688,0,0,5.75
5338,treatment,25-34,android,website,0.534,1,0,7.2
5339,treatment,25-34,ios,referral,0.6521,1,0,4.48
5340,treatment,25-34,android,google_play,0.4991,0,0,0.24
5341,treatment,25-34,android,referral,0.6016,0,0,3.34
5342,treatment,18-24,ios,app_store,0.5482,1,1,7.79
5343,treatment,25-34,android,google_play,0.5391,0,1,2.76
5344,treatment,18-24,ios,app_store,0.5199,1,0,7.94
5345,treatment,25-34,ios,google_play,0.6518,0,0,3.53
5346,treatment,45+,ios,app_store,0.5383,1,0,19.31
5347,treatment,35-44,android,google_play,0.6726,0,0,9.64
5348,treatment,18-24,android,app_store,0.4331,0,0,3.02
5349,treatment,35-44,android,google_play,0.581,1,0,15.87
5350,treatment,18-24,ios,website,0.4668,1,0,26.0
5351,treatment,25-34,android,google_play,0.5808,1,0,21.92
5352,treatment,25-34,ios,google_play,0.6375,1,0,18.26
5353,treatment,45+,ios,referral,0.4714,1,0,16.17
5354,treatment,18-24,ios,referral,0.6334,1,0,28.21
5355,treatment,45+,ios,referral,0.739,0,1,0.86
5356,treatment,35-44,android,app_store,0.5996,1,0,9.14
5357,treatment,25-34,android,google_play,0.5066,1,0,16.85
5358,treatment,45+,android,website,0.4326,0,1,2.36
5359,treatment,25-34,ios,referral,0.6101,1,0,25.23
5360,treatment,35-44,ios,app_store,0.5726,1,0,18.93
5361,treatment,35-44,android,referral,0.6738,1,0,23.49
5362,treatment,25-34,ios,google_play,0.4701,1,1,2.64
5363,treatment,18-24,android,website,0.4978,1,0,15.99
5364,treatment,45+,ios,google_play,0.6492,1,0,26.85
5365,treatment,25-34,android,app_store,0.6641,1,0,11.53
5366,treatment,45+,android,app_store,0.578,1,0,16.32
5367,treatment,25-34,ios,app_store,0.5532,0,0,6.52
5368,treatment,25-34,ios,website,0.6826,1,0,14.97
5369,treatment,25-34,ios,google_play,0.6453,1,0,22.69
5370,treatment,25-34,ios,google_play,0.7299,1,0,14.38
5371,treatment,45+,android,website,0.5425,0,0,3.37
5372,treatment,25-34,android,google_play,0.6012,0,1,5.92
5373,treatment,35-44,ios,app_store,0.6064,1,0,11.45
5374,treatment,25-34,android,app_store,0.7551,1,0,13.12
5375,treatment,18-24,ios,google_play,0.4236,0,0,6.79
5376,treatment,25-34,ios,google_play,0.6021,1,0,13.27
5377,treatment,35-44,android,referral,0.5036,1,0,18.76
5378,treatment,35-44,android,referral,0.6254,0,0,7.01
5379,treatment,25-34,ios,google_play,0.6445,1,0,18.55
5380,treatment,45+,android,app_store,0.4446,1,0,19.64
5381,treatment,25-34,ios,website,0.5206,1,0,27.3
5382,treatment,35-44,android,app_store,0.4804,0,1,11.78
5383,treatment,18-24,android,google_play,0.5622,1,0,18.82
5384,treatment,35-44,ios,referral,0.6187,1,1,15.46
5385,treatment,25-34,android,referral,0.6298,1,0,23.0
5386,treatment,25-34,ios,referral,0.5941,1,0,13.34
5387,treatment,35-44,android,app_store,0.6058,1,0,25.88
5388,treatment,35-44,android,google_play,0.6552,1,0,14.72
5389,treatment,25-34,ios,website,0.6043,0,0,1.98
5390,treatment,35-44,ios,app_store,0.6429,0,1,0.0
5391,treatment,25-34,android,website,0.5177,0,1,0.44
5392,treatment,18-24,ios,google_play,0.6042,0,0,7.75
5393,treatment,35-44,android,referral,0.5678,1,0,20.05
5394,treatment,45+,ios,google_play,0.5304,1,0,17.68
5395,treatment,18-24,ios,app_store,0.5837,1,0,30.3
5396,treatment,35-44,web,referral,0.749,1,0,18.71
5397,treatment,35-44,ios,website,0.537,1,0,17.89
5398,treatment,35-44,ios,google_play,0.5652,1,0,11.32
5399,treatment,25-34,web,referral,0.6288,1,1,13.15
5400,treatment,25-34,ios,website,0.6626,1,1,12.39
5401,treatment,18-24,ios,google_play,0.6309,1,0,13.89
5402,treatment,25-34,android,google_play,0.5777,0,0,1.82
5403,treatment,35-44,ios,website,0.6841,1,1,16.29
5404,treatment,25-34,ios,google_play,0.4712,1,0,22.2
5405,treatment,25-34,web,website,0.6169,0,0,3.41
5406,treatment,35-44,ios,referral,0.6309,1,0,28.73
5407,treatment,25-34,android,app_store,0.6164,1,0,21.78
5408,treatment,35-44,android,website,0.6266,0,0,0.96
5409,treatment,35-44,android,website,0.5615,0,0,5.13
5410,treatment,35-44,ios,app_store,0.6316,1,0,18.91
5411,treatment,25-34,ios,website,0.5347,1,0,26.38
5412,treatment,25-34,android,website,0.6613,0,0,6.46
5413,treatment,25-34,android,google_play,0.6036,1,0,18.41
5414,treatment,35-44,android,app_store,0.6038,1,0,28.49
5415,treatment,35-44,ios,app_store,0.7468,1,0,21.34
5416,treatment,35-44,android,app_store,0.5458,1,0,21.61
5417,treatment,25-34,android,google_play,0.556,1,0,27.02
5418,treatment,35-44,ios,website,0.661,0,0,6.58
5419,treatment,25-34,android,google_play,0.7179,1,0,19.3
5420,treatment,25-34,ios,google_play,0.6196,1,0,17.53
5421,treatment,18-24,ios,google_play,0.5969,0,0,0.0
5422,treatment,35-44,android,website,0.4189,0,0,0.0
5423,treatment,35-44,ios,referral,0.7586,1,0,17.3
5424,treatment,35-44,ios,website,0.4993,1,0,14.67
5425,treatment,35-44,android,website,0.5028,1,0,18.11
5426,treatment,45+,android,app_store,0.5111,1,0,24.1
5427,treatment,35-44,android,referral,0.5641,1,0,13.36
5428,treatment,35-44,android,referral,0.4608,1,0,8.54
5429,treatment,18-24,android,referral,0.4471,1,0,10.21
5430,treatment,35-44,web,website,0.5639,1,0,12.09
5431,treatment,35-44,android,google_play,0.7157,0,0,0.0
5432,treatment,25-34,web,google_play,0.6993,0,0,3.66
5433,treatment,18-24,ios,google_play,0.5966,1,0,27.23
5434,treatment,25-34,ios,google_play,0.6285,1,0,21.69
5435,treatment,18-24,ios,google_play,0.6298,0,0,5.98
5436,treatment,35-44,ios,referral,0.7621,1,0,19.31
5437,treatment,25-34,web,google_play,0.5954,1,0,10.57
5438,treatment,45+,android,google_play,0.5181,1,0,31.44
5439,treatment,25-34,android,website,0.5423,1,0,16.09
5440,treatment,35-44,android,app_store,0.6668,0,0,6.29
5441,treatment,35-44,android,app_store,0.4765,1,0,4.57
5442,treatment,35-44,android,website,0.5473,1,0,17.47
5443,treatment,25-34,ios,google_play,0.648,0,1,2.88
5444,treatment,25-34,android,app_store,0.4145,1,0,16.4
5445,treatment,18-24,ios,google_play,0.6394,1,0,9.59
5446,treatment,35-44,ios,app_store,0.7121,1,0,19.19
5447,treatment,25-34,android,app_store,0.4103,0,0,7.89
5448,treatment,25-34,android,google_play,0.5429,0,0,11.06
5449,treatment,45+,ios,referral,0.5356,1,0,27.89
5450,treatment,35-44,android,app_store,0.5149,0,0,8.05
5451,treatment,25-34,android,google_play,0.5159,1,0,28.25
5452,treatment,25-34,android,google_play,0.5342,1,0,28.96
5453,treatment,35-44,android,website,0.5948,1,0,12.46
5454,treatment,45+,ios,google_play,0.6458,1,0,19.51
5455,treatment,35-44,android,website,0.5901,0,0,0.0
5456,treatment,25-34,android,referral,0.5229,1,0,21.23
5457,treatment,45+,ios,app_store,0.5993,1,0,16.52
5458,treatment,18-24,ios,website,0.5643,0,0,2.94
5459,treatment,25-34,android,app_store,0.3314,1,0,16.36
5460,treatment,18-24,android,website,0.5752,0,0,0.0
5461,treatment,25-34,android,website,0.5367,1,0,6.55
5462,treatment,25-34,ios,google_play,0.6297,1,0,23.14
5463,treatment,25-34,android,google_play,0.4366,1,0,13.96
5464,treatment,18-24,ios,google_play,0.6951,1,0,24.14
5465,treatment,18-24,android,app_store,0.543,1,0,17.03
5466,treatment,45+,ios,google_play,0.608,1,0,8.48
5467,treatment,35-44,android,website,0.4401,0,1,0.0
5468,treatment,35-44,android,google_play,0.6369,0,1,1.08
5469,treatment,35-44,web,google_play,0.6485,1,0,12.43
5470,treatment,35-44,ios,google_play,0.6236,0,1,3.18
5471,treatment,18-24,ios,website,0.4125,0,0,4.41
5472,treatment,45+,android,google_play,0.5011,0,0,4.72
5473,treatment,25-34,ios,google_play,0.5396,1,0,19.37
5474,treatment,25-34,ios,referral,0.5801,1,0,23.3
5475,treatment,45+,android,app_store,0.5888,1,0,24.02
5476,treatment,25-34,android,app_store,0.5729,0,0,0.15
5477,treatment,25-34,ios,referral,0.6295,0,1,0.0
5478,treatment,45+,ios,website,0.402,0,1,1.06
5479,treatment,25-34,ios,google_play,0.6123,0,0,3.8
5480,treatment,25-34,android,app_store,0.554,1,0,14.85
5481,treatment,45+,web,google_play,0.4375,1,0,21.8
5482,treatment,45+,web,website,0.5528,1,0,10.01
5483,treatment,45+,ios,google_play,0.629,1,0,27.48
5484,treatment,25-34,android,website,0.464,0,0,6.32
5485,treatment,35-44,android,app_store,0.6177,1,0,15.69
5486,treatment,35-44,ios,google_play,0.4878,0,0,0.75
5487,treatment,35-44,ios,app_store,0.6515,1,0,17.09
5488,treatment,18-24,ios,google_play,0.6285,0,0,7.63
5489,treatment,35-44,android,referral,0.5262,1,0,15.61
5490,treatment,25-34,web,app_store,0.5772,1,0,14.51
5491,treatment,45+,android,website,0.4662,0,0,3.48
5492,treatment,35-44,web,google_play,0.8371,1,0,10.47
5493,treatment,35-44,ios,google_play,0.8425,1,0,24.45
5494,treatment,25-34,ios,app_store,0.6318,1,0,21.73
5495,treatment,25-34,android,google_play,0.5229,0,0,6.76
5496,treatment,25-34,android,referral,0.6156,1,0,26.31
5497,treatment,35-44,web,app_store,0.6861,1,0,13.26
5498,treatment,35-44,ios,app_store,0.4921,0,1,3.56
5499,treatment,18-24,ios,app_store,0.3887,0,1,3.16
5500,treatment,25-34,ios,google_play,0.5243,1,0,27.51
5501,treatment,25-34,android,app_store,0.627,1,1,15.51
5502,treatment,25-34,ios,referral,0.7017,1,1,7.26
5503,treatment,25-34,android,website,0.5614,1,0,15.24
5504,treatment,18-24,android,website,0.5649,1,0,23.32
5505,treatment,25-34,android,app_store,0.5515,1,0,21.2
5506,treatment,35-44,ios,google_play,0.6143,0,0,3.16
5507,treatment,25-34,android,website,0.5568,0,0,2.13
5508,treatment,18-24,web,google_play,0.6729,0,0,4.73
5509,treatment,35-44,ios,website,0.6189,1,0,21.4
5510,treatment,25-34,web,website,0.5283,0,1,4.28
5511,treatment,18-24,ios,referral,0.6182,1,0,15.91
5512,treatment,18-24,android,google_play,0.6398,0,0,3.39
5513,treatment,25-34,web,website,0.5072,1,0,14.72
5514,treatment,35-44,android,app_store,0.5502,1,0,24.2
5515,treatment,18-24,web,google_play,0.4981,0,0,3.03
5516,treatment,45+,android,website,0.5212,1,0,12.39
5517,treatment,25-34,ios,google_play,0.5537,1,0,31.56
5518,treatment,35-44,ios,app_store,0.6773,0,1,0.88
5519,treatment,45+,ios,google_play,0.4283,1,0,12.64
5520,treatment,25-34,ios,app_store,0.5852,0,0,0.0
5521,treatment,35-44,android,google_play,0.5913,1,0,13.88
5522,treatment,25-34,android,app_store,0.709,1,0,22.48
5523,treatment,18-24,android,google_play,0.6036,1,0,8.51
5524,treatment,35-44,web,google_play,0.5775,1,0,18.97
5525,treatment,18-24,ios,app_store,0.5145,1,0,14.5
5526,treatment,45+,android,website,0.4021,0,0,0.58
5527,treatment,35-44,android,google_play,0.5062,0,0,0.0
5528,treatment,35-44,ios,google_play,0.7653,1,0,17.73
5529,treatment,35-44,web,referral,0.5655,1,0,7.72
5530,treatment,35-44,web,referral,0.7637,1,0,16.32
5531,treatment,18-24,android,google_play,0.5339,0,0,4.73
5532,treatment,35-44,ios,google_play,0.6294,1,0,4.45
5533,treatment,18-24,android,google_play,0.5338,1,0,22.16
5534,treatment,18-24,ios,google_play,0.6628,0,0,0.0
5535,treatment,25-34,ios,app_store,0.5376,1,0,28.9
5536,treatment,25-34,android,app_store,0.6067,0,0,2.8
5537,treatment,18-24,ios,referral,0.5829,0,0,0.39
5538,treatment,35-44,android,app_store,0.6183,1,0,19.23
5539,treatment,35-44,ios,google_play,0.6196,1,0,12.59
5540,treatment,45+,android,app_store,0.4671,1,1,3.42
5541,treatment,35-44,android,app_store,0.628,1,0,24.83
5542,treatment,35-44,android,app_store,0.4756,1,0,15.92
5543,treatment,45+,android,google_play,0.6175,1,0,18.45
5544,treatment,35-44,ios,google_play,0.6446,0,0,2.9
5545,treatment,18-24,ios,referral,0.542,0,0,0.51
5546,treatment,18-24,web,website,0.5155,0,0,0.0
5547,treatment,25-34,android,website,0.4704,1,0,22.38
5548,treatment,25-34,ios,google_play,0.6223,1,0,21.07
5549,treatment,45+,web,app_store,0.5128,1,0,17.74
5550,treatment,25-34,ios,website,0.6667,1,0,24.13
5551,treatment,45+,ios,google_play,0.5683,0,0,3.23
5552,treatment,25-34,web,website,0.4464,1,0,24.71
5553,treatment,45+,ios,app_store,0.5825,1,0,26.86
5554,treatment,18-24,android,google_play,0.5837,1,0,24.5
5555,treatment,25-34,android,google_play,0.447,0,0,4.98
5556,treatment,45+,android,app_store,0.4009,1,0,11.94
5557,treatment,25-34,ios,website,0.7268,0,1,5.1
5558,treatment,35-44,ios,website,0.5595,1,1,15.16
5559,treatment,25-34,android,referral,0.5713,0,1,6.09
5560,treatment,35-44,android,website,0.5432,1,0,27.69
5561,treatment,35-44,android,website,0.4947,0,0,3.18
5562,treatment,35-44,ios,website,0.4442,0,0,0.0
5563,treatment,25-34,android,website,0.4362,1,0,22.21
5564,treatment,35-44,android,website,0.4949,1,0,17.95
5565,treatment,25-34,ios,app_store,0.5658,0,1,9.03
5566,treatment,35-44,android,referral,0.5544,1,0,18.32
5567,treatment,35-44,ios,google_play,0.5166,0,0,3.25
5568,treatment,18-24,android,app_store,0.4717,1,0,18.58
5569,treatment,35-44,ios,google_play,0.7252,1,0,19.85
5570,treatment,25-34,ios,website,0.5122,1,1,6.11
5571,treatment,18-24,android,website,0.4614,1,0,13.13
5572,treatment,35-44,android,app_store,0.7015,1,0,24.64
5573,treatment,35-44,web,google_play,0.551,0,1,1.15
5574,treatment,35-44,ios,website,0.8306,1,0,17.83
5575,treatment,45+,android,website,0.5274,1,0,16.63
5576,treatment,25-34,ios,app_store,0.6122,1,0,13.88
5577,treatment,45+,ios,website,0.4762,0,0,2.92
5578,treatment,35-44,ios,website,0.6934,1,0,11.87
5579,treatment,25-34,ios,app_store,0.5505,0,0,0.0
5580,treatment,35-44,android,google_play,0.5614,0,1,4.24
5581,treatment,18-24,ios,google_play,0.6946,1,0,27.67
5582,treatment,45+,android,website,0.426,1,0,22.48
5583,treatment,25-34,ios,referral,0.5987,1,0,22.61
5584,treatment,18-24,android,referral,0.493,0,0,7.3
5585,treatment,35-44,web,website,0.4014,1,0,19.23
5586,treatment,18-24,ios,google_play,0.6472,0,0,3.59
5587,treatment,18-24,ios,app_store,0.5526,0,1,0.41
5588,treatment,18-24,android,google_play,0.6116,0,0,6.34
5589,treatment,45+,android,google_play,0.4925,0,1,4.5
5590,treatment,18-24,ios,website,0.4822,0,1,1.02
5591,treatment,25-34,android,referral,0.5429,1,1,16.11
5592,treatment,25-34,web,app_store,0.6307,1,0,11.24
5593,treatment,45+,ios,google_play,0.4817,1,0,21.15
5594,treatment,45+,web,google_play,0.5468,0,0,9.06
5595,treatment,45+,android,google_play,0.509,0,0,0.0
5596,treatment,25-34,android,app_store,0.4826,1,0,24.27
5597,treatment,25-34,android,google_play,0.5401,1,0,25.25
5598,treatment,35-44,web,app_store,0.5968,1,0,11.02
5599,treatment,18-24,android,google_play,0.5012,1,0,5.6
5600,treatment,18-24,ios,referral,0.7376,1,0,18.38
5601,treatment,45+,ios,google_play,0.5648,1,0,16.96
5602,treatment,18-24,web,app_store,0.5103,1,0,16.68
5603,treatment,25-34,web,website,0.507,0,1,7.56
5604,treatment,18-24,ios,app_store,0.5377,1,0,15.89
5605,treatment,18-24,android,app_store,0.4674,1,0,32.52
5606,treatment,45+,ios,referral,0.5002,0,0,0.0
5607,treatment,18-24,ios,website,0.5639,0,1,0.38
5608,treatment,25-34,ios,google_play,0.7392,1,0,12.76
5609,treatment,25-34,android,website,0.4899,0,0,2.83
5610,treatment,25-34,ios,google_play,0.6504,1,0,26.52
5611,treatment,35-44,android,referral,0.5629,1,0,11.3
5612,treatment,35-44,ios,google_play,0.6443,0,0,0.25
5613,treatment,35-44,android,website,0.4413,1,0,14.19
5614,treatment,25-34,ios,app_store,0.5377,1,0,17.46
5615,treatment,18-24,android,app_store,0.4449,1,0,18.97
5616,treatment,25-34,android,app_store,0.5544,1,0,15.66
5617,treatment,45+,web,google_play,0.4224,1,0,10.27
5618,treatment,35-44,ios,google_play,0.4568,0,1,3.15
5619,treatment,18-24,android,google_play,0.4164,1,0,26.6
5620,treatment,35-44,ios,app_store,0.612,1,0,23.49
5621,treatment,35-44,ios,google_play,0.5726,1,0,15.26
5622,treatment,35-44,ios,app_store,0.5797,0,1,3.76
5623,treatment,35-44,android,referral,0.6372,1,0,21.0
5624,treatment,45+,ios,website,0.4303,1,0,23.31
5625,treatment,18-24,android,google_play,0.5196,1,0,27.21
5626,treatment,25-34,ios,referral,0.8069,1,0,19.61
5627,treatment,45+,ios,website,0.4655,1,0,10.96
5628,treatment,35-44,ios,google_play,0.6196,1,0,8.82
5629,treatment,35-44,android,google_play,0.6264,1,0,21.62
5630,treatment,25-34,android,app_store,0.5006,0,0,0.0
5631,treatment,25-34,web,app_store,0.5287,0,0,6.44
5632,treatment,45+,web,google_play,0.5084,0,0,1.35
5633,treatment,25-34,web,app_store,0.5915,1,0,10.71
5634,treatment,35-44,ios,website,0.5116,1,0,21.08
5635,treatment,25-34,android,app_store,0.6107,0,0,0.0
5636,treatment,45+,ios,google_play,0.6697,0,1,5.2
5637,treatment,25-34,android,google_play,0.423,1,0,19.1
5638,treatment,45+,android,app_store,0.5273,1,0,6.59
5639,treatment,25-34,android,app_store,0.5587,0,0,8.6
5640,treatment,45+,android,google_play,0.4822,0,0,8.16
5641,treatment,25-34,android,app_store,0.5921,1,0,23.71
5642,treatment,45+,android,app_store,0.6063,0,0,7.0
5643,treatment,35-44,ios,app_store,0.6466,1,0,13.63
5644,treatment,18-24,web,google_play,0.6127,0,0,7.67
5645,treatment,25-34,android,website,0.5229,1,0,22.55
5646,treatment,35-44,android,website,0.5752,0,0,0.0
5647,treatment,35-44,android,google_play,0.5525,1,0,12.21
5648,treatment,25-34,ios,website,0.569,0,0,0.77
5649,treatment,18-24,android,referral,0.5242,0,1,8.82
5650,treatment,35-44,ios,google_play,0.6445,1,0,12.21
5651,treatment,35-44,android,referral,0.4836,1,0,14.48
5652,treatment,35-44,ios,website,0.4968,0,0,0.0
5653,treatment,25-34,ios,app_store,0.701,1,0,15.13
5654,treatment,25-34,android,google_play,0.6875,1,0,24.21
5655,treatment,25-34,web,referral,0.4675,0,0,0.0
5656,treatment,18-24,ios,app_store,0.5106,0,1,5.2
5657,treatment,45+,android,app_store,0.4362,0,0,0.34
5658,treatment,25-34,ios,app_store,0.6263,1,0,29.3
5659,treatment,25-34,android,app_store,0.5593,0,0,3.91
5660,treatment,25-34,web,app_store,0.6304,1,0,17.5
5661,treatment,25-34,android,google_play,0.4679,0,1,1.41
5662,treatment,35-44,web,website,0.584,1,0,19.29
5663,treatment,35-44,ios,app_store,0.5993,1,0,9.17
5664,treatment,35-44,ios,website,0.527,1,0,18.58
5665,treatment,18-24,android,referral,0.5813,1,0,14.48
5666,treatment,45+,android,google_play,0.4862,1,0,14.22
5667,treatment,45+,web,referral,0.5279,0,1,10.92
5668,treatment,45+,ios,google_play,0.6529,1,0,26.42
5669,treatment,18-24,web,app_store,0.5317,0,0,8.76
5670,treatment,25-34,ios,app_store,0.7616,1,0,23.1
5671,treatment,45+,ios,google_play,0.3596,1,0,20.45
5672,treatment,35-44,web,referral,0.6252,1,0,26.81
5673,treatment,18-24,ios,app_store,0.4671,1,0,19.97
5674,treatment,45+,android,google_play,0.4318,0,1,5.73
5675,treatment,35-44,ios,website,0.5336,1,0,26.32
5676,treatment,35-44,android,referral,0.6898,0,0,6.44
5677,treatment,25-34,ios,referral,0.6035,1,0,20.66
