user_id,jtbd_segment,dormancy_bucket,group,balance_eur,prior_logins,reactivated_60d,retained_m3,arpu_eur
17007,digital_newcomers,60-90d,light_touch,323.73,10.0,0,0,3.4
17008,digital_newcomers,60-90d,light_touch,960.78,1.0,0,0,3.4
17009,digital_newcomers,60-90d,light_touch,156.44,1.9,0,0,3.4
17010,digital_newcomers,60-90d,light_touch,234.88,7.9,0,0,3.4
17011,digital_newcomers,60-90d,light_touch,281.14,8.8,0,0,3.4
17012,digital_newcomers,60-90d,light_touch,188.68,6.3,1,0,3.4
17013,digital_newcomers,60-90d,light_touch,344.58,2.3,0,0,3.4
17014,digital_newcomers,60-90d,light_touch,38.92,6.2,0,0,3.4
17015,digital_newcomers,60-90d,light_touch,385.51,5.4,0,0,3.4
17016,digital_newcomers,60-90d,light_touch,255.12,4.5,0,0,3.4
17017,digital_newcomers,60-90d,light_touch,155.57,5.7,0,0,3.4
17018,digital_newcomers,60-90d,light_touch,350.85,1.6,0,0,3.4
17019,digital_newcomers,60-90d,light_touch,1108.61,4.9,0,0,3.4
17020,digital_newcomers,60-90d,light_touch,239.75,7.9,1,0,3.4
17021,digital_newcomers,60-90d,light_touch,162.37,5.2,1,1,3.4
17022,digital_newcomers,60-90d,light_touch,117.49,4.7,0,0,3.4
17023,digital_newcomers,60-90d,light_touch,800.82,5.6,0,0,3.4
17024,digital_newcomers,60-90d,light_touch,197.28,1.8,0,0,3.4
17025,digital_newcomers,60-90d,light_touch,565.53,7.2,0,0,3.4
17026,digital_newcomers,60-90d,light_touch,180.59,5.3,0,0,3.4
17027,digital_newcomers,60-90d,light_touch,486.5,5.1,0,0,3.4
17028,digital_newcomers,60-90d,light_touch,159.8,5.9,0,0,3.4
17029,digital_newcomers,60-90d,light_touch,712.46,8.1,1,1,3.4
17030,digital_newcomers,60-90d,light_touch,428.76,4.3,0,0,3.4
17031,digital_newcomers,60-90d,light_touch,288.86,6.6,0,0,3.4
17032,digital_newcomers,60-90d,light_touch,554.62,4.7,0,0,3.4
17033,digital_newcomers,60-90d,light_touch,207.32,10.8,0,0,3.4
17034,digital_newcomers,60-90d,light_touch,1346.53,10.1,0,0,3.4
17035,digital_newcomers,60-90d,light_touch,159.63,3.2,0,0,3.4
17036,digital_newcomers,60-90d,light_touch,249.5,5.9,0,0,3.4
17037,digital_newcomers,60-90d,light_touch,326.62,5.0,0,0,3.4
17038,digital_newcomers,60-90d,light_touch,278.97,5.8,0,0,3.4
17039,digital_newcomers,60-90d,light_touch,130.3,7.3,0,0,3.4
17040,digital_newcomers,60-90d,light_touch,51.73,7.7,0,0,3.4
17041,digital_newcomers,60-90d,light_touch,104.65,4.3,0,0,3.4
17042,digital_newcomers,60-90d,light_touch,41.81,7.1,0,0,3.4
17043,digital_newcomers,60-90d,light_touch,498.92,8.9,0,0,3.4
17044,digital_newcomers,60-90d,light_touch,559.58,6.7,0,0,3.4
17045,digital_newcomers,60-90d,light_touch,355.47,7.1,0,0,3.4
17046,digital_newcomers,60-90d,light_touch,637.62,4.3,0,0,3.4
17047,digital_newcomers,60-90d,light_touch,318.61,6.6,0,0,3.4
17048,digital_newcomers,60-90d,light_touch,996.0,4.4,0,0,3.4
17049,digital_newcomers,60-90d,light_touch,78.27,5.0,0,0,3.4
17050,digital_newcomers,60-90d,light_touch,158.41,3.4,0,0,3.4
17051,digital_newcomers,60-90d,light_touch,375.39,1.7,0,0,3.4
17052,digital_newcomers,60-90d,light_touch,798.59,9.8,0,0,3.4
17053,digital_newcomers,60-90d,light_touch,173.78,5.1,0,0,3.4
17054,digital_newcomers,60-90d,light_touch,271.42,5.0,0,0,3.4
17055,digital_newcomers,60-90d,light_touch,200.95,9.6,0,0,3.4
17056,digital_newcomers,60-90d,light_touch,252.22,7.3,0,0,3.4
17057,digital_newcomers,60-90d,light_touch,217.97,7.4,0,0,3.4
17058,digital_newcomers,60-90d,light_touch,918.36,6.2,0,0,3.4
17059,digital_newcomers,60-90d,light_touch,142.29,11.9,0,0,3.4
17060,digital_newcomers,60-90d,light_touch,94.45,6.1,0,0,3.4
17061,digital_newcomers,60-90d,light_touch,471.11,7.8,0,0,3.4
17062,digital_newcomers,60-90d,light_touch,814.84,3.2,0,0,3.4
17063,digital_newcomers,60-90d,light_touch,860.89,2.7,0,0,3.4
17064,digital_newcomers,60-90d,light_touch,857.99,1.0,1,1,3.4
17065,digital_newcomers,60-90d,light_touch,197.15,6.1,0,0,3.4
17066,digital_newcomers,60-90d,light_touch,314.25,4.0,0,0,3.4
17067,digital_newcomers,60-90d,light_touch,300.07,3.1,1,0,3.4
17068,digital_newcomers,60-90d,light_touch,290.35,7.2,0,0,3.4
17069,digital_newcomers,60-90d,light_touch,379.88,6.3,0,0,3.4
17070,digital_newcomers,60-90d,light_touch,220.89,7.8,1,0,3.4
17071,digital_newcomers,60-90d,light_touch,262.25,7.7,0,0,3.4
17072,digital_newcomers,60-90d,light_touch,407.68,6.8,0,0,3.4
17073,digital_newcomers,60-90d,light_touch,1569.79,2.9,0,0,3.4
17074,digital_newcomers,60-90d,light_touch,613.79,6.0,0,0,3.4
17075,digital_newcomers,60-90d,light_touch,168.06,3.8,0,0,3.4
17076,digital_newcomers,60-90d,light_touch,460.1,4.8,0,0,3.4
17077,digital_newcomers,60-90d,light_touch,133.22,5.6,0,0,3.4
17078,digital_newcomers,60-90d,light_touch,191.26,6.9,0,0,3.4
17079,digital_newcomers,60-90d,light_touch,123.0,4.3,0,0,3.4
17080,digital_newcomers,60-90d,light_touch,1394.03,6.1,0,0,3.4
17081,digital_newcomers,60-90d,light_touch,115.36,4.5,0,0,3.4
17082,digital_newcomers,60-90d,light_touch,36.93,7.9,0,0,3.4
17083,digital_newcomers,60-90d,light_touch,103.31,7.0,0,0,3.4
17084,digital_newcomers,60-90d,light_touch,190.49,6.7,0,0,3.4
17085,digital_newcomers,60-90d,light_touch,296.49,3.5,0,0,3.4
17086,digital_newcomers,60-90d,light_touch,283.53,1.0,0,0,3.4
17087,digital_newcomers,60-90d,light_touch,73.48,6.3,0,0,3.4
17088,digital_newcomers,60-90d,light_touch,201.33,3.4,0,0,3.4
17089,digital_newcomers,60-90d,light_touch,751.08,3.2,0,0,3.4
17090,digital_newcomers,60-90d,light_touch,52.36,9.0,0,0,3.4
17091,digital_newcomers,60-90d,light_touch,332.92,1.5,0,0,3.4
17092,digital_newcomers,60-90d,light_touch,559.39,11.4,0,0,3.4
17093,digital_newcomers,60-90d,light_touch,277.89,1.0,0,0,3.4
17094,digital_newcomers,60-90d,light_touch,520.8,7.0,0,0,3.4
17095,digital_newcomers,60-90d,light_touch,130.92,5.5,0,0,3.4
17096,digital_newcomers,60-90d,light_touch,589.55,8.8,0,0,3.4
17097,digital_newcomers,60-90d,light_touch,302.55,7.4,0,0,3.4
17098,digital_newcomers,60-90d,light_touch,727.31,4.9,0,0,3.4
17099,digital_newcomers,60-90d,light_touch,151.86,8.4,0,0,3.4
17100,digital_newcomers,60-90d,light_touch,1278.26,5.7,0,0,3.4
17101,digital_newcomers,60-90d,light_touch,147.76,5.2,0,0,3.4
17102,digital_newcomers,60-90d,light_touch,324.12,4.1,0,0,3.4
17103,digital_newcomers,60-90d,light_touch,262.81,7.0,0,0,3.4
17104,digital_newcomers,60-90d,light_touch,211.97,2.7,0,0,3.4
17105,digital_newcomers,60-90d,light_touch,480.24,8.4,0,0,3.4
17106,digital_newcomers,60-90d,light_touch,151.01,5.2,0,0,3.4
17107,digital_newcomers,60-90d,light_touch,241.05,3.9,0,0,3.4
17108,digital_newcomers,60-90d,light_touch,156.89,5.3,0,0,3.4
17109,digital_newcomers,60-90d,light_touch,176.31,5.4,0,0,3.4
17110,digital_newcomers,60-90d,light_touch,856.91,5.6,0,0,3.4
17111,digital_newcomers,60-90d,light_touch,141.51,10.5,0,0,3.4
17112,digital_newcomers,60-90d,light_touch,518.88,7.8,1,1,3.4
17113,digital_newcomers,60-90d,light_touch,489.72,8.3,1,1,3.4
17114,digital_newcomers,60-90d,light_touch,188.71,4.4,0,0,3.4
17115,digital_newcomers,60-90d,light_touch,311.84,7.0,0,0,3.4
17116,digital_newcomers,60-90d,light_touch,79.07,8.2,0,0,3.4
17117,digital_newcomers,60-90d,light_touch,170.72,3.9,0,0,3.4
17118,digital_newcomers,60-90d,light_touch,231.95,2.5,0,0,3.4
17119,digital_newcomers,60-90d,light_touch,208.09,8.0,0,0,3.4
17120,digital_newcomers,60-90d,light_touch,544.85,5.5,0,0,3.4
17121,digital_newcomers,60-90d,light_touch,223.89,8.0,0,0,3.4
17122,digital_newcomers,60-90d,light_touch,169.31,5.3,0,0,3.4
17123,digital_newcomers,60-90d,light_touch,197.91,4.5,0,0,3.4
17124,digital_newcomers,60-90d,light_touch,129.99,7.8,0,0,3.4
17125,digital_newcomers,60-90d,light_touch,194.97,10.2,0,0,3.4
17126,digital_newcomers,60-90d,light_touch,140.06,7.7,0,0,3.4
17127,digital_newcomers,60-90d,light_touch,403.09,6.6,0,0,3.4
17128,digital_newcomers,60-90d,light_touch,162.79,3.8,0,0,3.4
17129,digital_newcomers,60-90d,light_touch,204.76,6.8,1,1,3.4
17130,digital_newcomers,60-90d,light_touch,317.7,7.3,0,0,3.4
17131,digital_newcomers,60-90d,light_touch,210.37,3.3,0,0,3.4
17132,digital_newcomers,60-90d,light_touch,191.55,6.0,0,0,3.4
17133,digital_newcomers,60-90d,light_touch,401.65,6.8,0,0,3.4
17134,digital_newcomers,60-90d,light_touch,117.56,4.3,1,0,3.4
17135,digital_newcomers,60-90d,light_touch,211.96,8.3,1,1,3.4
17136,digital_newcomers,60-90d,light_touch,267.68,3.7,0,0,3.4
17137,digital_newcomers,60-90d,light_touch,189.65,2.1,0,0,3.4
17138,digital_newcomers,60-90d,light_touch,68.59,5.8,0,0,3.4
17139,digital_newcomers,60-90d,light_touch,372.02,8.4,0,0,3.4
17140,digital_newcomers,60-90d,light_touch,178.23,7.9,0,0,3.4
17141,digital_newcomers,60-90d,light_touch,257.64,7.4,0,0,3.4
17142,digital_newcomers,60-90d,light_touch,192.38,6.3,0,0,3.4
17143,digital_newcomers,60-90d,light_touch,92.98,5.6,0,0,3.4
17144,digital_newcomers,60-90d,light_touch,532.23,5.3,0,0,3.4
17145,digital_newcomers,60-90d,light_touch,353.38,7.2,0,0,3.4
17146,digital_newcomers,60-90d,light_touch,604.96,2.5,0,0,3.4
17147,digital_newcomers,60-90d,light_touch,158.39,1.4,0,0,3.4
17148,digital_newcomers,60-90d,light_touch,73.94,5.3,0,0,3.4
17149,digital_newcomers,60-90d,light_touch,68.74,9.0,0,0,3.4
17150,digital_newcomers,60-90d,light_touch,1125.11,9.5,0,0,3.4
17151,digital_newcomers,60-90d,light_touch,45.78,5.1,0,0,3.4
17152,digital_newcomers,60-90d,light_touch,344.66,5.6,0,0,3.4
17153,digital_newcomers,60-90d,light_touch,497.58,6.9,1,0,3.4
17154,digital_newcomers,60-90d,light_touch,581.68,7.1,0,0,3.4
17155,digital_newcomers,60-90d,light_touch,111.51,4.5,1,1,3.4
17156,digital_newcomers,60-90d,light_touch,1264.06,7.0,0,0,3.4
17157,digital_newcomers,60-90d,light_touch,73.04,4.9,1,0,3.4
17158,digital_newcomers,60-90d,light_touch,389.08,4.9,0,0,3.4
17159,digital_newcomers,60-90d,light_touch,480.14,9.0,0,0,3.4
17160,digital_newcomers,60-90d,light_touch,213.88,3.8,0,0,3.4
17161,digital_newcomers,60-90d,light_touch,576.38,4.1,0,0,3.4
17162,digital_newcomers,60-90d,light_touch,523.06,6.8,0,0,3.4
17163,digital_newcomers,60-90d,light_touch,678.97,4.9,0,0,3.4
17164,digital_newcomers,60-90d,light_touch,174.3,5.7,0,0,3.4
17165,digital_newcomers,60-90d,light_touch,99.53,6.6,0,0,3.4
17166,digital_newcomers,60-90d,light_touch,1081.56,6.2,0,0,3.4
17167,digital_newcomers,60-90d,light_touch,55.65,8.1,0,0,3.4
17168,digital_newcomers,60-90d,light_touch,312.26,5.9,0,0,3.4
17169,digital_newcomers,60-90d,light_touch,74.67,4.1,0,0,3.4
17170,digital_newcomers,60-90d,light_touch,152.13,9.0,0,0,3.4
17171,digital_newcomers,60-90d,light_touch,142.83,7.6,0,0,3.4
17172,digital_newcomers,60-90d,light_touch,1243.68,8.5,0,0,3.4
17173,digital_newcomers,60-90d,light_touch,465.98,7.7,0,0,3.4
17174,digital_newcomers,60-90d,light_touch,208.77,8.7,0,0,3.4
17175,digital_newcomers,60-90d,light_touch,308.69,3.4,0,0,3.4
17176,digital_newcomers,60-90d,light_touch,490.63,6.0,0,0,3.4
17177,digital_newcomers,60-90d,light_touch,469.47,1.0,0,0,3.4
17178,digital_newcomers,60-90d,light_touch,64.81,9.0,0,0,3.4
17179,digital_newcomers,60-90d,light_touch,260.64,6.8,0,0,3.4
17180,digital_newcomers,60-90d,light_touch,426.78,8.0,0,0,3.4
17181,digital_newcomers,60-90d,light_touch,484.2,4.4,0,0,3.4
17182,digital_newcomers,60-90d,light_touch,71.56,10.2,0,0,3.4
17183,digital_newcomers,60-90d,light_touch,756.47,7.3,0,0,3.4
17184,digital_newcomers,60-90d,light_touch,328.19,3.3,0,0,3.4
17185,digital_newcomers,60-90d,light_touch,183.21,8.5,0,0,3.4
17186,digital_newcomers,60-90d,light_touch,77.86,11.0,0,0,3.4
17187,digital_newcomers,60-90d,light_touch,354.06,1.0,0,0,3.4
17188,digital_newcomers,60-90d,light_touch,396.73,6.4,0,0,3.4
17189,digital_newcomers,60-90d,light_touch,206.68,8.2,0,0,3.4
17190,digital_newcomers,60-90d,light_touch,202.48,9.6,0,0,3.4
17191,digital_newcomers,60-90d,light_touch,224.71,3.2,0,0,3.4
17192,digital_newcomers,60-90d,light_touch,251.24,3.6,0,0,3.4
17193,digital_newcomers,60-90d,light_touch,257.91,4.5,0,0,3.4
17194,digital_newcomers,60-90d,light_touch,145.7,1.0,0,0,3.4
17195,digital_newcomers,60-90d,light_touch,636.43,1.6,0,0,3.4
17196,digital_newcomers,60-90d,light_touch,337.37,3.2,0,0,3.4
17197,digital_newcomers,60-90d,light_touch,139.15,8.3,0,0,3.4
17198,digital_newcomers,60-90d,light_touch,1337.21,8.9,0,0,3.4
17199,digital_newcomers,60-90d,light_touch,907.54,7.8,0,0,3.4
17200,digital_newcomers,60-90d,light_touch,420.14,8.3,0,0,3.4
17201,digital_newcomers,60-90d,light_touch,477.22,4.9,0,0,3.4
17202,digital_newcomers,60-90d,light_touch,219.39,3.5,0,0,3.4
17203,digital_newcomers,60-90d,light_touch,180.74,6.4,0,0,3.4
17204,digital_newcomers,60-90d,light_touch,792.67,4.9,0,0,3.4
17205,digital_newcomers,60-90d,light_touch,912.91,6.0,0,0,3.4
17206,digital_newcomers,60-90d,light_touch,326.96,5.1,0,0,3.4
17207,digital_newcomers,60-90d,light_touch,1917.81,3.5,0,0,3.4
17208,digital_newcomers,60-90d,light_touch,652.25,5.1,0,0,3.4
17209,digital_newcomers,60-90d,light_touch,407.72,1.6,0,0,3.4
17210,digital_newcomers,60-90d,light_touch,156.16,10.7,0,0,3.4
17211,digital_newcomers,60-90d,light_touch,856.26,10.4,0,0,3.4
17212,digital_newcomers,60-90d,light_touch,210.14,5.2,0,0,3.4
17213,digital_newcomers,60-90d,light_touch,282.46,7.3,0,0,3.4
17214,digital_newcomers,60-90d,light_touch,356.98,7.3,0,0,3.4
17215,digital_newcomers,60-90d,light_touch,1010.28,5.5,0,0,3.4
17216,digital_newcomers,60-90d,light_touch,89.17,7.7,0,0,3.4
17217,digital_newcomers,60-90d,light_touch,302.69,8.7,0,0,3.4
17218,digital_newcomers,60-90d,light_touch,357.1,2.2,0,0,3.4
17219,digital_newcomers,60-90d,light_touch,129.76,5.8,0,0,3.4
17220,digital_newcomers,60-90d,light_touch,982.66,2.8,0,0,3.4
17221,digital_newcomers,60-90d,light_touch,749.42,6.8,0,0,3.4
17222,digital_newcomers,60-90d,light_touch,175.57,4.7,0,0,3.4
17223,digital_newcomers,60-90d,light_touch,433.18,5.8,0,0,3.4
17224,digital_newcomers,60-90d,light_touch,143.41,6.0,0,0,3.4
17225,digital_newcomers,60-90d,light_touch,417.67,9.0,0,0,3.4
17226,digital_newcomers,60-90d,light_touch,2512.12,7.0,0,0,3.4
17227,digital_newcomers,60-90d,light_touch,283.45,5.3,0,0,3.4
17228,digital_newcomers,60-90d,light_touch,279.53,5.7,0,0,3.4
17229,digital_newcomers,60-90d,light_touch,111.77,8.8,0,0,3.4
17230,digital_newcomers,60-90d,light_touch,1015.36,5.0,0,0,3.4
17231,digital_newcomers,60-90d,light_touch,97.58,8.6,0,0,3.4
17232,digital_newcomers,60-90d,light_touch,238.73,6.8,0,0,3.4
17233,digital_newcomers,60-90d,light_touch,455.57,8.5,0,0,3.4
17234,digital_newcomers,60-90d,light_touch,228.28,5.9,0,0,3.4
17235,digital_newcomers,60-90d,light_touch,255.36,5.9,0,0,3.4
17236,digital_newcomers,60-90d,light_touch,26.07,8.7,0,0,3.4
17237,digital_newcomers,60-90d,light_touch,121.47,11.3,0,0,3.4
17238,digital_newcomers,60-90d,light_touch,207.51,8.5,0,0,3.4
17239,digital_newcomers,60-90d,light_touch,323.38,4.5,0,0,3.4
17240,digital_newcomers,60-90d,light_touch,519.17,4.5,0,0,3.4
17241,digital_newcomers,60-90d,light_touch,338.32,1.3,0,0,3.4
17242,digital_newcomers,60-90d,light_touch,404.55,8.1,0,0,3.4
17243,digital_newcomers,60-90d,light_touch,528.57,4.4,0,0,3.4
17244,digital_newcomers,60-90d,light_touch,105.9,8.9,0,0,3.4
17245,digital_newcomers,60-90d,light_touch,294.56,7.1,0,0,3.4
17246,digital_newcomers,60-90d,light_touch,472.45,10.1,0,0,3.4
17247,digital_newcomers,60-90d,light_touch,61.64,6.3,1,0,3.4
17248,digital_newcomers,60-90d,light_touch,157.71,3.4,1,0,3.4
17249,digital_newcomers,60-90d,light_touch,148.56,5.3,0,0,3.4
17250,digital_newcomers,60-90d,light_touch,280.37,5.2,0,0,3.4
17251,digital_newcomers,60-90d,light_touch,207.69,6.1,0,0,3.4
17252,digital_newcomers,60-90d,light_touch,199.6,3.2,0,0,3.4
17253,digital_newcomers,60-90d,light_touch,236.67,1.0,0,0,3.4
17254,digital_newcomers,60-90d,light_touch,561.18,5.9,0,0,3.4
17255,digital_newcomers,60-90d,light_touch,244.16,7.2,0,0,3.4
17256,digital_newcomers,60-90d,light_touch,167.51,9.8,0,0,3.4
17257,digital_newcomers,60-90d,light_touch,312.9,4.6,0,0,3.4
17258,digital_newcomers,60-90d,light_touch,357.66,7.4,0,0,3.4
17259,digital_newcomers,60-90d,light_touch,962.67,3.1,0,0,3.4
17260,digital_newcomers,60-90d,light_touch,417.64,6.0,0,0,3.4
17261,digital_newcomers,60-90d,light_touch,209.59,11.0,0,0,3.4
17262,digital_newcomers,60-90d,light_touch,899.77,1.0,0,0,3.4
17263,digital_newcomers,60-90d,light_touch,249.3,1.0,0,0,3.4
17264,digital_newcomers,60-90d,light_touch,90.9,4.7,1,1,3.4
17265,digital_newcomers,60-90d,light_touch,325.4,6.4,0,0,3.4
17266,digital_newcomers,60-90d,light_touch,301.09,6.3,0,0,3.4
17267,digital_newcomers,60-90d,light_touch,239.61,2.0,0,0,3.4
17268,digital_newcomers,60-90d,light_touch,687.16,9.9,0,0,3.4
17269,digital_newcomers,60-90d,light_touch,197.34,6.7,0,0,3.4
17270,digital_newcomers,60-90d,light_touch,204.55,3.0,0,0,3.4
17271,digital_newcomers,60-90d,light_touch,108.37,2.1,0,0,3.4
17272,digital_newcomers,60-90d,light_touch,339.35,7.1,0,0,3.4
17273,digital_newcomers,60-90d,light_touch,215.0,5.6,0,0,3.4
17274,digital_newcomers,60-90d,light_touch,272.99,7.4,1,1,3.4
17275,digital_newcomers,60-90d,light_touch,90.29,8.2,0,0,3.4
17276,digital_newcomers,60-90d,light_touch,111.26,1.4,0,0,3.4
17277,digital_newcomers,60-90d,light_touch,305.07,7.4,1,0,3.4
17278,digital_newcomers,60-90d,light_touch,240.19,5.8,0,0,3.4
17279,digital_newcomers,60-90d,light_touch,59.6,11.6,0,0,3.4
17280,digital_newcomers,60-90d,light_touch,172.42,4.0,0,0,3.4
17281,digital_newcomers,60-90d,light_touch,274.73,3.8,0,0,3.4
17282,digital_newcomers,60-90d,light_touch,313.89,5.0,0,0,3.4
17283,digital_newcomers,60-90d,light_touch,1338.46,4.9,1,0,3.4
17284,digital_newcomers,60-90d,light_touch,216.42,1.1,0,0,3.4
17285,digital_newcomers,60-90d,light_touch,84.16,4.0,0,0,3.4
17286,digital_newcomers,60-90d,light_touch,736.53,3.9,0,0,3.4
17287,digital_newcomers,60-90d,light_touch,309.46,4.3,0,0,3.4
17288,digital_newcomers,60-90d,light_touch,68.55,4.7,0,0,3.4
17289,digital_newcomers,60-90d,light_touch,469.91,4.9,0,0,3.4
17290,digital_newcomers,60-90d,light_touch,206.46,2.3,0,0,3.4
17291,digital_newcomers,60-90d,light_touch,176.26,4.9,0,0,3.4
17292,digital_newcomers,60-90d,light_touch,375.94,3.4,0,0,3.4
17293,digital_newcomers,60-90d,light_touch,601.96,11.5,0,0,3.4
17294,digital_newcomers,60-90d,light_touch,795.07,8.4,0,0,3.4
17295,digital_newcomers,60-90d,light_touch,92.42,8.2,0,0,3.4
17296,digital_newcomers,60-90d,light_touch,1022.37,7.9,0,0,3.4
17297,digital_newcomers,60-90d,light_touch,154.06,6.6,0,0,3.4
17298,digital_newcomers,60-90d,light_touch,381.31,9.0,0,0,3.4
17299,digital_newcomers,60-90d,light_touch,184.21,1.5,1,1,3.4
17300,digital_newcomers,60-90d,light_touch,339.36,1.0,1,1,3.4
17301,digital_newcomers,60-90d,light_touch,778.38,1.0,0,0,3.4
17302,digital_newcomers,60-90d,light_touch,215.37,1.0,0,0,3.4
17303,digital_newcomers,60-90d,light_touch,720.67,9.1,0,0,3.4
17304,digital_newcomers,60-90d,light_touch,142.99,6.2,0,0,3.4
17305,digital_newcomers,60-90d,light_touch,158.55,3.9,0,0,3.4
17306,digital_newcomers,60-90d,light_touch,286.1,8.3,0,0,3.4
17307,digital_newcomers,60-90d,light_touch,485.45,3.1,0,0,3.4
17308,digital_newcomers,60-90d,light_touch,333.48,8.0,0,0,3.4
17309,digital_newcomers,60-90d,light_touch,233.59,4.8,1,1,3.4
17310,digital_newcomers,60-90d,light_touch,306.49,4.2,0,0,3.4
17311,digital_newcomers,60-90d,light_touch,298.64,5.8,0,0,3.4
17312,digital_newcomers,60-90d,light_touch,220.23,2.8,0,0,3.4
17313,digital_newcomers,60-90d,light_touch,76.61,6.3,0,0,3.4
17314,digital_newcomers,60-90d,light_touch,43.67,7.5,0,0,3.4
17315,digital_newcomers,60-90d,light_touch,346.32,6.4,1,0,3.4
17316,digital_newcomers,60-90d,light_touch,220.34,4.4,0,0,3.4
17317,digital_newcomers,60-90d,light_touch,166.27,5.4,1,0,3.4
17318,digital_newcomers,60-90d,light_touch,58.38,3.3,0,0,3.4
17319,digital_newcomers,60-90d,light_touch,261.41,6.7,0,0,3.4
17320,digital_newcomers,60-90d,light_touch,1023.11,1.0,0,0,3.4
17321,digital_newcomers,60-90d,light_touch,250.65,5.9,0,0,3.4
17322,digital_newcomers,60-90d,light_touch,473.38,5.5,0,0,3.4
17323,digital_newcomers,60-90d,light_touch,1820.31,6.0,0,0,3.4
17324,digital_newcomers,60-90d,light_touch,671.71,5.0,0,0,3.4
17325,digital_newcomers,60-90d,light_touch,191.47,10.6,0,0,3.4
17326,digital_newcomers,60-90d,light_touch,142.54,11.5,0,0,3.4
17327,digital_newcomers,60-90d,light_touch,150.34,2.5,1,1,3.4
17328,digital_newcomers,60-90d,light_touch,333.5,6.8,0,0,3.4
17329,digital_newcomers,60-90d,light_touch,394.91,4.4,0,0,3.4
17330,digital_newcomers,60-90d,light_touch,381.63,7.3,0,0,3.4
17331,digital_newcomers,60-90d,light_touch,328.62,7.7,0,0,3.4
17332,digital_newcomers,60-90d,light_touch,529.22,7.9,0,0,3.4
17333,digital_newcomers,60-90d,light_touch,210.46,6.8,0,0,3.4
17334,digital_newcomers,60-90d,light_touch,700.22,6.5,1,1,3.4
17335,digital_newcomers,60-90d,light_touch,202.09,7.8,0,0,3.4
17336,digital_newcomers,60-90d,light_touch,412.02,4.1,0,0,3.4
17337,digital_newcomers,60-90d,light_touch,340.91,3.1,0,0,3.4
17338,digital_newcomers,60-90d,light_touch,891.09,5.5,0,0,3.4
17339,digital_newcomers,60-90d,light_touch,299.68,6.2,0,0,3.4
17340,digital_newcomers,60-90d,light_touch,234.49,2.1,0,0,3.4
17341,digital_newcomers,60-90d,light_touch,103.55,6.9,0,0,3.4
17342,digital_newcomers,60-90d,light_touch,338.84,3.8,0,0,3.4
17343,digital_newcomers,60-90d,light_touch,206.25,4.5,0,0,3.4
17344,digital_newcomers,60-90d,light_touch,119.28,7.2,0,0,3.4
17345,digital_newcomers,60-90d,light_touch,332.36,4.5,0,0,3.4
17346,digital_newcomers,60-90d,light_touch,80.03,6.2,0,0,3.4
17347,digital_newcomers,60-90d,light_touch,200.23,9.6,1,1,3.4
17348,digital_newcomers,60-90d,light_touch,823.19,3.1,0,0,3.4
17349,digital_newcomers,60-90d,light_touch,421.14,5.9,0,0,3.4
17350,digital_newcomers,60-90d,light_touch,269.13,5.2,0,0,3.4
17351,digital_newcomers,60-90d,light_touch,63.34,13.0,1,0,3.4
17352,digital_newcomers,60-90d,light_touch,1895.91,5.2,0,0,3.4
17353,digital_newcomers,60-90d,light_touch,67.95,5.4,0,0,3.4
17354,digital_newcomers,60-90d,light_touch,186.08,8.8,0,0,3.4
17355,digital_newcomers,60-90d,light_touch,531.35,3.1,0,0,3.4
17356,digital_newcomers,60-90d,light_touch,334.9,10.8,0,0,3.4
17357,digital_newcomers,60-90d,light_touch,223.18,8.8,0,0,3.4
17358,digital_newcomers,60-90d,light_touch,370.54,7.2,0,0,3.4
17359,digital_newcomers,60-90d,light_touch,146.32,5.9,0,0,3.4
17360,digital_newcomers,60-90d,light_touch,73.8,7.8,0,0,3.4
17361,digital_newcomers,60-90d,light_touch,135.07,3.9,0,0,3.4
17362,digital_newcomers,60-90d,light_touch,993.93,8.6,0,0,3.4
17363,digital_newcomers,60-90d,light_touch,191.79,7.0,1,0,3.4
17364,digital_newcomers,60-90d,light_touch,286.15,3.8,0,0,3.4
17365,digital_newcomers,60-90d,light_touch,171.39,5.2,1,0,3.4
17366,digital_newcomers,60-90d,light_touch,46.85,3.7,0,0,3.4
17367,digital_newcomers,60-90d,light_touch,242.97,7.4,1,1,3.4
17368,digital_newcomers,60-90d,light_touch,343.55,3.8,0,0,3.4
17369,digital_newcomers,60-90d,light_touch,1172.3,4.7,0,0,3.4
17370,digital_newcomers,60-90d,light_touch,175.52,5.2,1,0,3.4
17371,digital_newcomers,60-90d,light_touch,115.49,6.0,0,0,3.4
17372,digital_newcomers,60-90d,light_touch,327.51,6.6,1,0,3.4
17373,digital_newcomers,60-90d,light_touch,441.7,7.1,0,0,3.4
17374,digital_newcomers,60-90d,light_touch,1189.97,7.2,0,0,3.4
17375,digital_newcomers,60-90d,light_touch,836.33,7.3,0,0,3.4
17376,digital_newcomers,60-90d,light_touch,55.48,5.2,1,1,3.4
17377,digital_newcomers,60-90d,light_touch,279.42,5.1,0,0,3.4
17378,digital_newcomers,60-90d,light_touch,132.55,9.5,0,0,3.4
17379,digital_newcomers,60-90d,light_touch,138.47,4.1,0,0,3.4
17380,digital_newcomers,60-90d,light_touch,50.78,7.5,0,0,3.4
17381,digital_newcomers,60-90d,light_touch,910.14,7.6,0,0,3.4
17382,digital_newcomers,60-90d,light_touch,180.48,6.8,0,0,3.4
