customer_id,segment,frequency,avg_tx_value,total_spend,lifetime_months
6364,Dormant,0,0.0,0.0,1.3
6365,Growth,4,66.6,266.38,2.7
6366,Casual,0,0.0,0.0,1.0
6367,Growth,0,0.0,0.0,3.1
6368,Casual,2,45.42,90.85,1.0
6369,Dormant,0,0.0,0.0,1.0
6370,Dormant,0,0.0,0.0,1.0
6371,Power,25,101.09,2527.22,7.6
6372,Dormant,0,0.0,0.0,1.4
6373,Dormant,0,0.0,0.0,2.3
6374,Growth,1,45.91,45.91,1.9
6375,Growth,4,57.06,228.25,1.7
6376,Growth,4,66.69,266.77,2.5
6377,Dormant,0,0.0,0.0,1.8
6378,Growth,6,57.23,343.36,2.3
6379,Casual,1,64.03,64.03,3.5
6380,Dormant,1,34.76,34.76,2.2
6381,Dormant,0,0.0,0.0,1.3
6382,Casual,0,0.0,0.0,1.0
6383,Dormant,0,0.0,0.0,1.3
6384,Growth,12,101.19,1214.33,7.0
6385,Dormant,1,16.43,16.43,3.3
6386,Growth,2,49.28,98.57,1.0
6387,Growth,9,57.76,519.83,6.5
6388,Dormant,0,0.0,0.0,1.0
6389,Growth,10,49.63,496.3,3.9
6390,Growth,1,74.77,74.77,2.6
6391,Casual,0,0.0,0.0,1.0
6392,Growth,0,0.0,0.0,1.0
6393,Growth,1,44.62,44.62,1.0
6394,Casual,1,47.56,47.56,3.7
6395,Dormant,0,0.0,0.0,2.0
6396,Dormant,0,0.0,0.0,1.0
6397,Growth,14,39.92,558.87,7.1
6398,Casual,0,0.0,0.0,1.0
6399,Dormant,1,6.01,6.01,1.8
6400,Growth,3,50.63,151.89,4.3
6401,Growth,1,177.35,177.35,1.0
6402,Power,5,118.66,593.32,1.0
6403,Casual,1,32.27,32.27,1.0
6404,Growth,2,69.23,138.47,3.9
6405,Dormant,0,0.0,0.0,1.0
6406,Dormant,0,0.0,0.0,1.0
6407,Growth,4,97.74,390.97,3.6
6408,Casual,1,16.1,16.1,3.6
6409,Growth,2,47.55,95.11,1.2
6410,Power,9,122.11,1098.98,2.8
6411,Dormant,0,0.0,0.0,1.0
6412,Casual,3,36.41,109.22,2.2
6413,Dormant,0,0.0,0.0,1.0
6414,Casual,1,53.73,53.73,1.0
6415,Growth,3,93.08,279.23,1.3
6416,Casual,1,76.75,76.75,1.0
6417,Growth,1,85.01,85.01,1.0
6418,Dormant,0,0.0,0.0,1.0
6419,Dormant,0,0.0,0.0,1.0
6420,Growth,8,49.23,393.87,3.0
6421,Casual,0,0.0,0.0,1.0
6422,Casual,0,0.0,0.0,1.0
6423,Dormant,0,0.0,0.0,1.0
6424,Power,12,100.3,1203.54,3.7
6425,Power,13,115.08,1496.07,4.9
6426,Power,15,130.41,1956.16,5.1
6427,Casual,0,0.0,0.0,1.0
6428,Casual,1,16.75,16.75,1.0
6429,Growth,39,50.57,1972.06,24.7
6430,Casual,0,0.0,0.0,1.7
6431,Casual,1,40.78,40.78,1.0
6432,Power,10,89.17,891.75,3.0
6433,Dormant,0,0.0,0.0,1.0
6434,Casual,0,0.0,0.0,1.0
6435,Casual,0,0.0,0.0,1.0
6436,Casual,5,28.48,142.38,5.1
6437,Growth,5,62.88,314.41,2.7
6438,Dormant,1,8.19,8.19,1.0
6439,Casual,0,0.0,0.0,1.1
6440,Casual,1,31.12,31.12,1.0
6441,Dormant,0,0.0,0.0,1.0
6442,Dormant,0,0.0,0.0,1.0
6443,Dormant,0,0.0,0.0,1.0
6444,Growth,9,45.35,408.14,4.3
6445,Growth,2,135.87,271.73,1.0
6446,Dormant,0,0.0,0.0,1.0
6447,Casual,0,0.0,0.0,1.2
6448,Dormant,0,0.0,0.0,1.1
6449,Dormant,0,0.0,0.0,1.0
6450,Growth,3,88.28,264.84,1.9
6451,Growth,2,47.49,94.98,2.7
6452,Casual,2,15.24,30.48,2.6
6453,Growth,6,70.61,423.66,3.8
6454,Casual,0,0.0,0.0,1.0
6455,Dormant,0,0.0,0.0,1.0
6456,Casual,0,0.0,0.0,1.3
6457,Dormant,0,0.0,0.0,1.0
6458,Casual,0,0.0,0.0,3.0
6459,Dormant,0,0.0,0.0,1.6
6460,Growth,2,28.05,56.09,4.2
6461,Dormant,0,0.0,0.0,1.0
6462,Dormant,0,0.0,0.0,1.8
6463,Growth,7,64.84,453.85,2.4
6464,Casual,1,11.03,11.03,1.0
6465,Dormant,1,11.78,11.78,2.0
6466,Growth,6,53.95,323.71,3.1
6467,Dormant,0,0.0,0.0,1.0
6468,Dormant,0,0.0,0.0,1.0
6469,Dormant,1,19.86,19.86,3.0
6470,Casual,4,34.08,136.31,2.4
6471,Casual,2,27.64,55.27,2.7
6472,Dormant,0,0.0,0.0,1.0
6473,Casual,2,32.16,64.32,2.3
6474,Power,20,103.09,2061.75,4.6
6475,Power,6,90.01,540.06,2.7
6476,Dormant,0,0.0,0.0,1.0
6477,Casual,0,0.0,0.0,1.0
6478,Growth,11,44.41,488.53,3.1
6479,Growth,1,24.15,24.15,1.0
6480,Dormant,0,0.0,0.0,1.6
6481,Casual,2,42.31,84.61,1.4
6482,Dormant,1,16.45,16.45,2.3
6483,Dormant,1,12.01,12.01,3.7
6484,Dormant,1,16.18,16.18,1.3
6485,Dormant,0,0.0,0.0,2.3
6486,Growth,17,52.47,891.93,9.9
6487,Casual,3,29.81,89.42,3.2
6488,Power,3,76.94,230.82,1.0
6489,Dormant,0,0.0,0.0,1.0
6490,Growth,3,63.92,191.76,1.4
6491,Casual,1,6.09,6.09,3.0
6492,Dormant,1,9.38,9.38,1.2
6493,Growth,3,88.41,265.22,1.0
6494,Dormant,1,27.44,27.44,1.0
6495,Power,35,103.84,3634.5,12.2
6496,Casual,0,0.0,0.0,1.8
6497,Casual,1,33.37,33.37,2.3
6498,Casual,1,22.3,22.3,2.7
6499,Casual,0,0.0,0.0,1.0
6500,Dormant,0,0.0,0.0,2.3
6501,Growth,15,75.63,1134.5,12.5
6502,Casual,1,34.72,34.72,2.6
6503,Dormant,1,13.82,13.82,2.1
6504,Dormant,1,12.21,12.21,2.0
6505,Power,37,114.15,4223.7,12.9
6506,Dormant,0,0.0,0.0,3.5
6507,Power,9,81.28,731.52,2.4
6508,Casual,2,18.29,36.59,2.4
6509,Casual,2,21.08,42.16,4.2
6510,Dormant,1,16.06,16.06,1.8
6511,Growth,8,85.72,685.77,7.5
6512,Growth,0,0.0,0.0,1.0
6513,Dormant,0,0.0,0.0,2.8
6514,Growth,2,82.73,165.47,1.3
6515,Casual,1,23.67,23.67,1.4
6516,Dormant,1,17.35,17.35,6.4
6517,Casual,1,107.28,107.28,1.1
6518,Growth,4,28.69,114.75,2.2
6519,Growth,5,57.18,285.9,3.7
6520,Dormant,0,0.0,0.0,1.0
6521,Casual,1,145.54,145.54,1.0
6522,Power,2,85.51,171.02,1.0
6523,Growth,1,48.97,48.97,2.2
6524,Growth,7,42.49,297.4,2.7
6525,Dormant,0,0.0,0.0,1.6
6526,Growth,10,68.21,682.14,5.6
6527,Power,24,111.09,2666.05,8.6
6528,Casual,1,32.68,32.68,1.4
6529,Power,7,121.7,851.89,1.9
6530,Growth,2,25.62,51.23,1.0
6531,Dormant,0,0.0,0.0,1.0
6532,Dormant,0,0.0,0.0,1.1
6533,Power,19,85.59,1626.16,5.6
6534,Casual,1,31.5,31.5,1.0
6535,Growth,3,44.47,133.42,1.5
6536,Growth,2,44.56,89.11,1.0
6537,Casual,0,0.0,0.0,1.0
6538,Casual,3,22.73,68.18,3.6
6539,Dormant,1,13.38,13.38,1.5
6540,Dormant,1,12.15,12.15,1.3
6541,Growth,1,47.2,47.2,1.0
6542,Dormant,1,14.77,14.77,1.0
6543,Casual,2,22.31,44.63,2.0
6544,Growth,2,58.04,116.09,1.1
6545,Dormant,1,7.65,7.65,2.1
6546,Power,5,78.19,390.97,1.8
6547,Casual,1,81.1,81.1,1.9
6548,Dormant,0,0.0,0.0,1.0
6549,Growth,9,36.17,325.5,6.7
6550,Dormant,0,0.0,0.0,1.0
6551,Growth,14,62.2,870.78,4.8
6552,Dormant,0,0.0,0.0,1.7
6553,Power,28,106.07,2969.84,9.5
6554,Growth,3,45.82,137.45,2.1
6555,Casual,1,31.78,31.78,2.0
6556,Dormant,0,0.0,0.0,1.0
6557,Growth,2,31.5,63.0,2.5
6558,Dormant,2,24.65,49.31,2.7
6559,Growth,3,35.38,106.14,2.0
6560,Casual,1,12.54,12.54,1.0
6561,Growth,5,58.87,294.33,3.0
6562,Power,23,127.65,2935.84,6.9
6563,Dormant,0,0.0,0.0,1.0
6564,Casual,0,0.0,0.0,1.6
6565,Dormant,0,0.0,0.0,1.0
6566,Casual,0,0.0,0.0,1.1
6567,Casual,1,33.97,33.97,1.0
6568,Casual,1,24.11,24.11,1.0
6569,Dormant,0,0.0,0.0,1.0
6570,Dormant,0,0.0,0.0,1.0
6571,Casual,0,0.0,0.0,1.0
6572,Casual,5,31.72,158.61,4.7
6573,Casual,0,0.0,0.0,1.0
6574,Casual,0,0.0,0.0,2.0
6575,Casual,0,0.0,0.0,1.0
6576,Casual,1,46.77,46.77,4.1
6577,Dormant,0,0.0,0.0,1.0
6578,Dormant,0,0.0,0.0,1.0
6579,Dormant,1,3.85,3.85,1.0
6580,Dormant,0,0.0,0.0,1.4
6581,Casual,2,30.19,60.38,1.0
6582,Dormant,0,0.0,0.0,1.0
6583,Growth,7,39.17,274.16,2.9
6584,Casual,1,41.35,41.35,1.0
6585,Growth,2,22.2,44.4,2.0
6586,Power,6,178.46,1070.75,1.8
6587,Dormant,1,8.95,8.95,1.8
6588,Dormant,0,0.0,0.0,2.0
6589,Casual,3,33.97,101.9,5.4
6590,Growth,4,58.8,235.2,2.8
6591,Dormant,0,0.0,0.0,2.2
6592,Casual,4,31.33,125.3,4.4
6593,Dormant,1,15.97,15.97,1.0
6594,Dormant,0,0.0,0.0,1.0
6595,Growth,2,42.59,85.17,1.2
6596,Growth,9,44.01,396.11,3.7
6597,Growth,2,122.83,245.67,1.3
6598,Power,32,93.53,2992.81,13.9
6599,Casual,0,0.0,0.0,1.0
6600,Power,21,94.79,1990.52,6.6
6601,Power,20,148.3,2965.99,6.7
6602,Growth,5,60.32,301.61,3.6
6603,Growth,4,48.43,193.71,1.9
6604,Dormant,0,0.0,0.0,1.0
6605,Power,20,110.06,2201.11,8.6
6606,Dormant,0,0.0,0.0,1.5
6607,Growth,1,27.65,27.65,2.2
6608,Power,1,116.73,116.73,1.0
6609,Power,24,114.37,2744.91,7.8
6610,Dormant,0,0.0,0.0,1.3
6611,Growth,0,0.0,0.0,1.7
6612,Casual,3,31.37,94.12,1.8
6613,Power,14,86.67,1213.39,3.6
6614,Dormant,0,0.0,0.0,1.0
6615,Growth,2,59.67,119.34,1.3
6616,Casual,1,43.86,43.86,1.2
6617,Dormant,0,0.0,0.0,1.0
6618,Growth,0,0.0,0.0,1.0
6619,Growth,11,49.45,544.0,6.3
6620,Dormant,1,10.0,10.0,1.0
6621,Growth,4,63.62,254.49,1.0
6622,Power,36,107.98,3887.18,11.2
6623,Casual,0,0.0,0.0,1.2
6624,Power,24,109.65,2631.69,8.5
6625,Dormant,1,10.77,10.77,2.8
6626,Casual,1,69.25,69.25,4.7
6627,Casual,0,0.0,0.0,1.0
6628,Growth,2,29.71,59.43,1.9
6629,Dormant,1,11.36,11.36,1.0
6630,Casual,1,26.0,26.0,2.1
6631,Power,15,103.45,1551.69,4.3
6632,Dormant,0,0.0,0.0,1.0
6633,Casual,0,0.0,0.0,1.3
6634,Dormant,1,18.68,18.68,4.1
6635,Growth,2,36.53,73.06,1.3
6636,Growth,5,26.51,132.56,4.9
6637,Dormant,0,0.0,0.0,2.6
6638,Dormant,0,0.0,0.0,1.0
6639,Casual,2,26.6,53.21,1.0
6640,Power,6,114.28,685.67,2.3
6641,Dormant,0,0.0,0.0,1.0
6642,Growth,5,53.78,268.91,1.9
6643,Growth,0,0.0,0.0,1.0
6644,Casual,0,0.0,0.0,3.1
6645,Power,11,98.92,1088.07,4.6
6646,Power,6,86.99,521.97,2.2
6647,Power,24,121.0,2903.93,7.8
6648,Dormant,0,0.0,0.0,1.0
6649,Growth,3,66.78,200.35,3.7
6650,Casual,6,37.9,227.42,3.4
6651,Dormant,1,30.79,30.79,3.6
6652,Casual,3,20.31,60.93,4.7
6653,Casual,0,0.0,0.0,2.6
6654,Casual,3,30.69,92.07,1.0
6655,Casual,0,0.0,0.0,1.0
6656,Casual,1,13.56,13.56,1.8
6657,Dormant,1,18.24,18.24,1.3
6658,Dormant,0,0.0,0.0,1.0
6659,Casual,1,63.5,63.5,1.0
6660,Growth,0,0.0,0.0,2.2
6661,Dormant,0,0.0,0.0,2.1
6662,Growth,6,62.6,375.58,3.1
6663,Dormant,0,0.0,0.0,1.8
6664,Growth,6,71.58,429.5,3.8
6665,Dormant,0,0.0,0.0,1.1
6666,Dormant,0,0.0,0.0,1.0
6667,Casual,0,0.0,0.0,1.5
6668,Growth,2,40.18,80.37,1.0
6669,Dormant,0,0.0,0.0,2.3
6670,Casual,2,57.63,115.26,1.0
6671,Growth,2,70.22,140.44,1.0
6672,Casual,0,0.0,0.0,1.0
6673,Casual,1,30.14,30.14,3.0
6674,Dormant,0,0.0,0.0,1.0
6675,Growth,8,54.39,435.13,6.2
6676,Casual,3,26.02,78.06,4.8
6677,Dormant,1,12.78,12.78,1.0
6678,Power,3,223.97,671.91,1.0
6679,Casual,1,14.98,14.98,1.0
6680,Casual,1,56.96,56.96,1.0
6681,Dormant,0,0.0,0.0,1.3
6682,Casual,0,0.0,0.0,1.0
6683,Dormant,0,0.0,0.0,1.4
6684,Growth,1,22.9,22.9,1.8
6685,Growth,2,72.78,145.55,1.7
6686,Dormant,0,0.0,0.0,1.3
6687,Dormant,0,0.0,0.0,1.0
6688,Casual,2,39.73,79.46,1.0
6689,Casual,0,0.0,0.0,2.5
6690,Casual,2,50.13,100.26,5.6
6691,Power,7,108.41,758.87,3.0
6692,Dormant,0,0.0,0.0,2.6
6693,Dormant,0,0.0,0.0,1.0
6694,Casual,0,0.0,0.0,1.5
6695,Growth,3,78.66,235.99,1.0
6696,Growth,0,0.0,0.0,1.0
6697,Growth,2,73.1,146.2,1.5
6698,Dormant,0,0.0,0.0,1.5
6699,Casual,2,45.16,90.32,3.6
6700,Growth,7,55.27,386.91,4.2
6701,Casual,5,61.2,306.01,14.2
6702,Dormant,1,13.99,13.99,1.5
6703,Growth,4,50.19,200.77,4.4
6704,Casual,3,18.96,56.88,2.6
6705,Casual,1,59.38,59.38,2.4
6706,Growth,4,156.02,624.09,3.7
6707,Casual,2,22.61,45.23,2.3
6708,Casual,1,41.53,41.53,1.0
6709,Growth,5,43.11,215.53,3.9
6710,Growth,4,75.24,300.96,1.0
6711,Dormant,0,0.0,0.0,1.0
6712,Growth,1,15.07,15.07,2.0
6713,Casual,1,51.78,51.78,1.1
6714,Casual,0,0.0,0.0,2.0
6715,Dormant,0,0.0,0.0,1.0
6716,Dormant,0,0.0,0.0,2.5
6717,Dormant,2,11.27,22.55,1.7
6718,Casual,4,33.16,132.64,5.7
6719,Casual,6,40.47,242.85,4.0
6720,Casual,1,51.37,51.37,4.1
6721,Casual,1,31.45,31.45,1.8
6722,Casual,0,0.0,0.0,1.0
6723,Growth,3,82.73,248.2,3.5
6724,Casual,0,0.0,0.0,1.0
6725,Casual,0,0.0,0.0,1.4
6726,Power,37,103.5,3829.56,10.6
6727,Growth,0,0.0,0.0,1.0
6728,Dormant,0,0.0,0.0,1.0
6729,Casual,1,12.89,12.89,1.0
6730,Dormant,0,0.0,0.0,1.2
6731,Casual,0,0.0,0.0,2.6
6732,Dormant,0,0.0,0.0,1.1
6733,Dormant,0,0.0,0.0,1.0
6734,Power,4,82.07,328.26,1.6
6735,Dormant,0,0.0,0.0,1.0
6736,Power,7,121.81,852.67,1.6
6737,Casual,0,0.0,0.0,1.0
6738,Dormant,0,0.0,0.0,1.0
6739,Growth,0,0.0,0.0,1.6
6740,Casual,2,17.77,35.54,4.6
6741,Casual,1,22.62,22.62,1.0
6742,Power,19,114.94,2183.83,6.3
6743,Power,0,0.0,0.0,1.0
6744,Power,18,84.88,1527.77,7.2
6745,Power,22,121.99,2683.72,7.9
6746,Casual,0,0.0,0.0,1.0
6747,Casual,4,20.86,83.45,5.2
6748,Casual,0,0.0,0.0,1.0
6749,Dormant,0,0.0,0.0,4.2
6750,Power,22,82.45,1813.86,7.9
6751,Growth,1,42.6,42.6,1.0
6752,Dormant,1,17.5,17.5,5.3
6753,Dormant,0,0.0,0.0,1.3
6754,Casual,0,0.0,0.0,1.0
6755,Power,14,88.03,1232.36,4.3
6756,Dormant,0,0.0,0.0,2.2
6757,Dormant,0,0.0,0.0,1.0
6758,Casual,0,0.0,0.0,3.9
6759,Growth,10,58.64,586.35,11.3
6760,Power,3,93.11,279.33,1.4
6761,Casual,0,0.0,0.0,1.0
6762,Dormant,2,11.63,23.25,1.4
6763,Casual,0,0.0,0.0,1.4
6764,Growth,2,45.86,91.71,1.0
6765,Casual,0,0.0,0.0,1.7
6766,Dormant,1,7.03,7.03,1.0
6767,Casual,1,34.53,34.53,3.4
6768,Dormant,0,0.0,0.0,1.0
6769,Casual,1,28.05,28.05,2.2
6770,Growth,5,80.0,400.0,4.1
6771,Casual,7,33.27,232.89,8.8
6772,Casual,1,19.97,19.97,1.0
6773,Dormant,0,0.0,0.0,2.3
6774,Casual,1,39.63,39.63,4.1
6775,Casual,1,42.2,42.2,3.6
6776,Casual,0,0.0,0.0,1.0
6777,Casual,4,22.96,91.83,2.7
6778,Growth,3,50.47,151.41,3.3
6779,Dormant,0,0.0,0.0,1.3
6780,Casual,1,33.51,33.51,1.0
6781,Casual,0,0.0,0.0,1.0
6782,Casual,2,43.16,86.32,7.4
6783,Power,67,114.4,7664.7,20.7
6784,Casual,2,22.65,45.3,8.1
6785,Casual,1,23.84,23.84,1.0
6786,Casual,1,40.59,40.59,1.0
6787,Dormant,0,0.0,0.0,1.0
6788,Dormant,1,33.11,33.11,1.0
6789,Dormant,0,0.0,0.0,1.3
6790,Casual,1,19.99,19.99,1.1
6791,Growth,2,111.57,223.14,1.6
6792,Dormant,0,0.0,0.0,1.0
6793,Casual,0,0.0,0.0,1.0
6794,Casual,1,24.86,24.86,2.2
6795,Casual,0,0.0,0.0,1.0
6796,Dormant,0,0.0,0.0,1.0
6797,Growth,15,43.03,645.49,7.7
6798,Casual,1,41.61,41.61,1.0
6799,Growth,9,66.13,595.17,4.5
6800,Casual,2,29.5,58.99,1.0
6801,Casual,1,26.54,26.54,1.0
6802,Casual,3,18.79,56.37,1.7
6803,Casual,2,22.81,45.63,3.0
6804,Dormant,0,0.0,0.0,1.6
6805,Dormant,1,26.71,26.71,4.9
6806,Casual,0,0.0,0.0,2.9
6807,Dormant,0,0.0,0.0,1.0
6808,Casual,0,0.0,0.0,1.0
6809,Dormant,0,0.0,0.0,1.0
6810,Growth,4,53.15,212.59,1.0
6811,Growth,13,49.07,637.87,7.4
6812,Growth,0,0.0,0.0,1.0
6813,Power,9,112.53,1012.77,2.4
6814,Casual,0,0.0,0.0,1.0
6815,Growth,1,132.58,132.58,1.6
6816,Casual,1,59.25,59.25,1.0
6817,Growth,5,46.32,231.6,2.3
6818,Growth,0,0.0,0.0,1.0
6819,Dormant,1,14.09,14.09,2.3
6820,Casual,4,33.0,131.99,5.1
6821,Dormant,0,0.0,0.0,2.0
6822,Casual,0,0.0,0.0,1.0
6823,Power,48,104.18,5000.75,14.8
6824,Casual,4,54.98,219.93,4.1
6825,Casual,2,19.41,38.81,1.0
6826,Power,11,107.83,1186.15,4.3
6827,Dormant,0,0.0,0.0,1.0
6828,Casual,2,19.67,39.35,1.1
6829,Dormant,0,0.0,0.0,1.2
6830,Casual,7,48.68,340.73,3.9
6831,Casual,0,0.0,0.0,1.0
6832,Growth,15,53.12,796.84,10.0
6833,Dormant,1,9.26,9.26,3.6
6834,Casual,0,0.0,0.0,1.0
6835,Growth,0,0.0,0.0,1.0
6836,Power,8,99.63,797.04,3.2
6837,Casual,0,0.0,0.0,1.0
6838,Dormant,0,0.0,0.0,2.3
6839,Dormant,0,0.0,0.0,1.0
6840,Dormant,0,0.0,0.0,3.0
6841,Dormant,0,0.0,0.0,1.4
6842,Dormant,0,0.0,0.0,1.0
6843,Growth,3,60.02,180.07,1.9
6844,Casual,0,0.0,0.0,1.0
6845,Power,21,91.18,1914.85,7.8
6846,Growth,10,39.96,399.57,5.1
6847,Casual,0,0.0,0.0,1.1
6848,Growth,1,51.41,51.41,1.0
6849,Dormant,1,7.98,7.98,2.9
6850,Dormant,0,0.0,0.0,1.0
6851,Casual,1,26.27,26.27,1.0
6852,Dormant,1,4.44,4.44,4.0
6853,Casual,0,0.0,0.0,1.0
6854,Growth,1,25.4,25.4,1.0
6855,Growth,11,55.39,609.26,7.0
6856,Growth,3,44.26,132.78,1.0
6857,Growth,7,36.39,254.72,5.6
6858,Growth,5,41.17,205.86,3.4
6859,Power,4,57.5,229.99,2.2
6860,Growth,1,35.41,35.41,1.4
6861,Dormant,0,0.0,0.0,1.0
6862,Power,6,126.24,757.46,3.1
6863,Growth,6,48.84,293.03,3.5
6864,Casual,1,17.52,17.52,1.0
6865,Growth,10,50.53,505.27,5.0
6866,Casual,3,27.24,81.72,4.3
6867,Power,11,118.73,1306.0,3.2
6868,Casual,0,0.0,0.0,1.0
6869,Casual,0,0.0,0.0,1.0
6870,Dormant,0,0.0,0.0,2.3
6871,Casual,0,0.0,0.0,1.0
6872,Casual,0,0.0,0.0,1.1
6873,Growth,2,56.2,112.41,1.0
6874,Growth,3,80.44,241.32,1.2
6875,Casual,0,0.0,0.0,1.0
6876,Power,4,151.18,604.72,1.0
6877,Growth,0,0.0,0.0,1.0
6878,Casual,1,15.27,15.27,4.9
6879,Power,15,88.15,1322.32,7.5
6880,Power,9,89.63,806.65,3.4
6881,Casual,1,18.66,18.66,1.0
6882,Casual,3,44.33,132.99,7.0
6883,Dormant,0,0.0,0.0,1.0
6884,Dormant,1,11.09,11.09,1.5
6885,Dormant,0,0.0,0.0,1.0
6886,Casual,4,25.21,100.84,4.3
6887,Growth,4,34.55,138.18,2.8
6888,Casual,1,103.32,103.32,1.4
6889,Casual,0,0.0,0.0,1.1
6890,Casual,0,0.0,0.0,1.0
6891,Growth,1,107.09,107.09,1.0
6892,Power,4,103.75,415.01,1.0
6893,Growth,2,48.89,97.78,1.0
6894,Growth,0,0.0,0.0,1.0
6895,Growth,1,92.77,92.77,1.0
6896,Dormant,0,0.0,0.0,1.0
6897,Power,6,124.85,749.09,2.1
6898,Casual,0,0.0,0.0,1.0
6899,Dormant,1,8.8,8.8,2.2
6900,Casual,0,0.0,0.0,1.0
6901,Casual,1,50.78,50.78,3.8
6902,Dormant,0,0.0,0.0,1.0
6903,Growth,5,63.99,319.97,2.5
6904,Casual,0,0.0,0.0,1.0
6905,Dormant,0,0.0,0.0,1.0
6906,Dormant,0,0.0,0.0,1.0
6907,Dormant,0,0.0,0.0,2.2
6908,Dormant,0,0.0,0.0,1.1
6909,Casual,1,42.86,42.86,1.0
6910,Dormant,1,47.57,47.57,1.2
6911,Casual,1,75.67,75.67,1.0
6912,Casual,0,0.0,0.0,1.0
6913,Dormant,0,0.0,0.0,1.0
6914,Dormant,0,0.0,0.0,2.2
6915,Dormant,0,0.0,0.0,1.3
6916,Growth,3,40.3,120.9,3.0
6917,Casual,4,18.24,72.96,7.5
6918,Growth,19,66.95,1272.02,9.5
6919,Casual,0,0.0,0.0,1.0
6920,Dormant,0,0.0,0.0,1.0
6921,Dormant,0,0.0,0.0,3.9
6922,Casual,2,29.94,59.88,1.0
6923,Casual,1,9.5,9.5,4.0
6924,Growth,3,68.07,204.22,5.6
6925,Growth,0,0.0,0.0,1.8
6926,Growth,1,120.89,120.89,1.0
6927,Dormant,1,24.42,24.42,1.0
6928,Growth,5,55.32,276.6,2.7
6929,Dormant,0,0.0,0.0,1.1
6930,Growth,1,62.66,62.66,2.1
6931,Dormant,0,0.0,0.0,1.0
6932,Casual,3,22.68,68.05,1.9
6933,Dormant,0,0.0,0.0,1.0
6934,Casual,0,0.0,0.0,1.0
6935,Dormant,0,0.0,0.0,1.0
6936,Dormant,0,0.0,0.0,1.0
6937,Casual,0,0.0,0.0,1.0
6938,Power,38,78.44,2980.55,12.5
6939,Growth,4,45.78,183.11,4.0
6940,Dormant,0,0.0,0.0,1.0
6941,Casual,1,59.11,59.11,1.0
6942,Casual,1,112.19,112.19,1.8
6943,Casual,1,27.7,27.7,2.0
6944,Casual,2,69.33,138.67,3.6
6945,Dormant,3,17.83,53.49,4.3
6946,Dormant,0,0.0,0.0,1.0
6947,Dormant,0,0.0,0.0,1.0
6948,Dormant,0,0.0,0.0,2.5
6949,Dormant,0,0.0,0.0,1.0
6950,Casual,0,0.0,0.0,1.0
6951,Dormant,0,0.0,0.0,1.0
6952,Power,6,84.7,508.22,1.5
6953,Casual,1,9.29,9.29,2.7
6954,Dormant,0,0.0,0.0,1.7
6955,Casual,1,28.1,28.1,1.4
6956,Growth,1,28.78,28.78,1.5
6957,Casual,0,0.0,0.0,1.0
6958,Casual,3,17.32,51.95,6.3
6959,Dormant,0,0.0,0.0,5.7
6960,Growth,2,51.08,102.15,2.6
6961,Growth,2,86.88,173.75,1.0
6962,Casual,0,0.0,0.0,1.0
6963,Casual,1,36.53,36.53,3.6
6964,Power,2,92.77,185.54,1.0
6965,Casual,3,54.9,164.71,11.5
6966,Casual,0,0.0,0.0,2.3
6967,Growth,1,63.57,63.57,1.0
6968,Casual,2,50.32,100.65,1.6
6969,Casual,1,58.95,58.95,1.8
6970,Dormant,0,0.0,0.0,1.0
6971,Casual,0,0.0,0.0,1.5
6972,Growth,9,51.49,463.41,5.4
6973,Dormant,1,18.62,18.62,1.0
6974,Casual,4,26.08,104.3,5.5
6975,Power,2,135.76,271.53,1.0
6976,Dormant,0,0.0,0.0,1.4
6977,Growth,6,62.47,374.79,7.3
6978,Dormant,0,0.0,0.0,1.5
6979,Dormant,0,0.0,0.0,1.2
6980,Dormant,1,7.88,7.88,2.0
6981,Dormant,0,0.0,0.0,1.0
6982,Growth,12,56.78,681.36,8.8
6983,Dormant,0,0.0,0.0,1.0
6984,Growth,3,57.2,171.6,1.0
6985,Casual,0,0.0,0.0,1.0
6986,Casual,2,20.06,40.11,1.8
6987,Power,3,54.69,164.07,1.0
6988,Power,11,89.96,989.61,2.7
6989,Power,4,96.84,387.34,1.0
6990,Growth,1,47.33,47.33,2.0
6991,Growth,2,17.62,35.24,1.0
6992,Dormant,0,0.0,0.0,1.4
6993,Casual,4,90.32,361.27,3.5
6994,Dormant,1,15.66,15.66,1.0
6995,Dormant,1,11.59,11.59,1.5
6996,Dormant,0,0.0,0.0,1.0
6997,Casual,0,0.0,0.0,1.0
6998,Dormant,0,0.0,0.0,1.0
6999,Dormant,0,0.0,0.0,1.0
7000,Dormant,0,0.0,0.0,1.0
7001,Dormant,0,0.0,0.0,2.0
7002,Casual,0,0.0,0.0,1.0
7003,Casual,0,0.0,0.0,1.0
7004,Dormant,0,0.0,0.0,1.0
7005,Casual,1,16.83,16.83,1.0
7006,Dormant,0,0.0,0.0,1.0
7007,Power,11,100.66,1107.24,2.1
7008,Power,10,98.88,988.82,3.5
7009,Casual,2,37.56,75.12,1.7
7010,Power,26,106.27,2763.05,10.0
7011,Dormant,0,0.0,0.0,1.0
7012,Power,12,164.93,1979.15,4.1
7013,Dormant,0,0.0,0.0,1.0
7014,Growth,0,0.0,0.0,1.0
7015,Dormant,0,0.0,0.0,2.2
7016,Casual,0,0.0,0.0,1.3
7017,Power,7,120.18,841.25,1.7
7018,Power,26,96.15,2499.85,3.9
7019,Casual,3,27.04,81.12,3.4
