ticket_id,user_id,created_at,resolved_at,category,priority,channel,csat_score,status
568,631,2025-02-09 17:54:41.226043726,2025-02-09 20:01:55.366634718,fraud,urgent,phone,,resolved
6265,7009,2025-02-09 18:12:51.426480317,2025-02-10 10:19:55.326024985,kyc,medium,in_app_chat,3.0,resolved
1094,1205,2025-02-09 19:24:03.844789646,2025-02-10 00:22:26.840009114,account,high,email,5.0,resolved
4388,4879,2025-02-10 00:40:49.072715578,2025-02-10 04:28:32.800499257,account,high,in_app_chat,4.0,resolved
490,543,2025-02-10 03:13:25.832859985,2025-02-10 05:23:09.637581271,app,high,email,3.0,resolved
4765,5302,2025-02-10 05:50:01.545414486,2025-02-10 09:58:20.773234855,card,high,in_app_chat,4.0,resolved
6176,6900,2025-02-10 08:10:56.863065417,2025-02-10 14:32:38.361379797,billing,high,phone,4.0,resolved
186,206,2025-02-10 11:12:55.397359186,,card,low,in_app_chat,,open
4927,5495,2025-02-10 12:26:29.188792596,2025-02-13 15:56:19.326842176,account,low,email,,resolved
6902,7686,2025-02-10 12:46:15.254439674,2025-02-10 22:36:03.411861032,card,high,in_app_chat,3.0,resolved
5482,6102,2025-02-10 14:47:04.163160799,2025-02-13 03:33:02.845943131,kyc,low,email,4.0,resolved
4878,5443,2025-02-10 17:58:56.406889597,2025-02-11 03:29:54.238844354,account,medium,email,,resolved
6567,7361,2025-02-10 19:22:23.311690959,2025-02-11 12:40:03.785397187,card,medium,in_app_chat,4.0,resolved
6121,6832,2025-02-10 20:08:29.768708667,2025-02-12 17:00:34.382396005,account,low,in_app_chat,,resolved
3461,3875,2025-02-10 20:09:48.928248604,2025-02-11 14:11:26.978032772,app,medium,in_app_chat,5.0,resolved
6281,7021,2025-02-10 21:43:42.271033100,2025-02-11 04:34:28.669247661,billing,high,in_app_chat,4.0,resolved
3105,3472,2025-02-10 22:26:06.983866973,,account,low,in_app_chat,,open
2124,2344,2025-02-11 00:02:38.834562215,2025-02-11 02:09:06.177159591,fraud,urgent,phone,4.0,resolved
3113,3476,2025-02-11 05:14:52.092219600,2025-02-11 07:50:02.156882990,fraud,high,in_app_chat,4.0,resolved
864,947,2025-02-11 05:58:14.492775112,2025-02-13 01:06:59.205183714,app,low,in_app_chat,2.0,resolved
894,974,2025-02-11 07:38:32.083451096,2025-02-11 17:52:29.052234509,app,high,email,4.0,resolved
4788,5327,2025-02-11 08:33:21.516599911,2025-02-12 08:03:38.819029552,account,low,phone,4.0,resolved
1229,1350,2025-02-11 08:49:49.273267661,2025-02-11 15:22:58.178160765,card,high,in_app_chat,,resolved
6844,7625,2025-02-11 08:51:15.894813012,,card,low,email,,closed_unresolved
755,832,2025-02-11 09:37:14.070308692,,app,medium,email,,closed_unresolved
2872,3222,2025-02-11 09:39:22.239316071,2025-02-11 14:27:21.908494186,card,urgent,email,3.0,resolved
6685,7470,2025-02-11 11:53:26.787087945,2025-02-11 23:16:50.375238178,billing,medium,email,4.0,resolved
1724,1880,2025-02-11 12:22:52.524624460,2025-02-12 13:00:35.946391171,app,medium,in_app_chat,,resolved
4317,4812,2025-02-11 13:02:43.624363289,,app,medium,in_app_chat,,open
2832,3170,2025-02-11 16:00:11.993942664,2025-02-13 09:18:54.252832032,app,low,email,4.0,resolved
725,797,2025-02-11 16:18:23.471922444,2025-02-13 13:36:32.687407442,app,medium,phone,4.0,resolved
6001,6693,2025-02-11 16:51:10.087300877,2025-02-14 20:21:55.704659444,app,low,phone,5.0,resolved
4774,5310,2025-02-11 17:40:29.371302482,2025-02-12 08:48:26.160402051,kyc,medium,in_app_chat,4.0,resolved
2784,3119,2025-02-11 17:58:06.952563900,2025-02-14 10:51:07.524309292,billing,low,in_app_chat,,resolved
5910,6593,2025-02-11 18:15:00.349526753,2025-02-12 04:36:09.476235189,account,medium,in_app_chat,4.0,resolved
2447,2740,2025-02-11 18:27:55.024760557,2025-02-12 05:39:09.176521022,kyc,medium,in_app_chat,4.0,resolved
3043,3411,2025-02-11 22:47:58.315965452,2025-02-12 20:27:14.198426102,account,medium,in_app_chat,3.0,resolved
2110,2326,2025-02-11 23:34:15.411906612,,kyc,high,in_app_chat,,closed_unresolved
6862,7642,2025-02-12 00:17:26.750048164,2025-02-12 01:53:51.238377793,fraud,urgent,in_app_chat,,resolved
4865,5434,2025-02-12 00:24:08.851979975,2025-02-13 22:01:08.649773037,account,medium,phone,4.0,resolved
6241,6978,2025-02-12 01:11:44.726440554,2025-02-14 00:39:07.379115884,card,medium,in_app_chat,5.0,resolved
4991,5563,2025-02-12 01:22:40.683133116,2025-02-12 02:14:26.263741004,app,urgent,phone,5.0,resolved
6028,6726,2025-02-12 02:58:00.217780659,2025-02-12 06:59:05.075541895,fraud,high,email,4.0,resolved
5012,5580,2025-02-12 04:02:14.799024686,2025-02-12 08:59:01.692540952,kyc,medium,in_app_chat,5.0,resolved
3846,4289,2025-02-12 05:07:26.078441612,2025-02-12 11:53:17.599920250,kyc,high,in_app_chat,,resolved
612,689,2025-02-12 05:51:57.486001017,2025-02-16 19:10:56.870237513,app,low,in_app_chat,,resolved
704,780,2025-02-12 08:17:35.140815188,2025-02-14 01:46:48.624106456,kyc,medium,in_app_chat,4.0,resolved
1560,1715,2025-02-12 15:18:06.313255551,2025-02-12 22:46:53.473593257,account,high,in_app_chat,3.0,resolved
1609,1778,2025-02-12 17:46:40.018033084,,billing,medium,phone,,closed_unresolved
1763,1944,2025-02-12 17:55:17.347830507,,app,medium,in_app_chat,,closed_unresolved
4747,5287,2025-02-12 21:23:30.499074960,2025-02-13 04:02:14.880674497,account,high,in_app_chat,5.0,resolved
4292,4781,2025-02-12 23:21:11.791252972,,card,medium,email,,open
4749,5287,2025-02-12 23:56:18.080877981,,account,high,in_app_chat,,closed_unresolved
4132,4614,2025-02-13 06:42:33.633707339,2025-02-15 08:06:00.579540913,card,medium,phone,,resolved
6907,7688,2025-02-13 08:57:06.497927138,2025-02-13 12:54:24.645359540,fraud,high,in_app_chat,,resolved
6489,7281,2025-02-13 09:29:07.611730730,2025-02-13 22:52:53.923639172,kyc,medium,email,3.0,resolved
1888,2078,2025-02-13 10:54:08.347526879,2025-02-13 22:16:00.163675701,kyc,medium,phone,,resolved
4190,4667,2025-02-13 14:21:10.184086353,,card,medium,in_app_chat,,open
6787,7570,2025-02-13 14:27:24.716178567,2025-02-13 21:49:32.663841231,app,medium,phone,,resolved
3854,4302,2025-02-13 19:07:31.443249938,2025-02-14 21:07:26.407335837,billing,medium,in_app_chat,4.0,resolved
377,422,2025-02-13 19:30:43.510582762,2025-02-13 22:16:24.646874662,app,urgent,in_app_chat,5.0,resolved
1448,1586,2025-02-13 21:02:05.458597085,2025-02-13 23:05:17.431346253,fraud,urgent,in_app_chat,4.0,resolved
4240,4728,2025-02-13 21:53:30.260788811,2025-02-14 19:59:44.448550346,kyc,medium,phone,4.0,resolved
722,792,2025-02-13 22:38:12.923664345,2025-02-14 05:13:42.840560326,fraud,urgent,in_app_chat,,resolved
4079,4540,2025-02-14 00:59:46.429541148,2025-02-14 07:03:16.356939820,fraud,high,email,4.0,resolved
1149,1273,2025-02-14 02:26:32.436832761,2025-02-14 05:55:06.666267708,fraud,high,phone,,resolved
1545,1702,2025-02-14 02:31:59.944058016,2025-02-15 13:26:52.815336674,card,medium,in_app_chat,4.0,resolved
2988,3357,2025-02-14 04:19:12.861052403,,app,medium,in_app_chat,,closed_unresolved
2877,3228,2025-02-14 05:39:52.291857712,2025-02-14 11:05:34.119658648,billing,urgent,phone,4.0,resolved
4598,5089,2025-02-14 06:13:10.369043808,2025-02-14 07:52:27.453044515,app,high,in_app_chat,4.0,resolved
4692,5210,2025-02-14 08:40:16.229816440,,kyc,high,phone,,open
6603,7387,2025-02-14 08:46:41.554317057,2025-02-14 17:16:07.876861009,account,high,in_app_chat,3.0,resolved
6059,6760,2025-02-14 10:31:38.973111392,,account,high,in_app_chat,,closed_unresolved
503,560,2025-02-14 11:06:37.607480729,2025-02-14 23:51:13.122104499,billing,medium,phone,5.0,resolved
4662,5172,2025-02-14 13:24:57.736690986,2025-02-17 13:11:03.020526784,billing,low,email,,resolved
1797,1974,2025-02-14 14:55:05.543611178,2025-02-15 10:15:13.055987504,kyc,high,email,,resolved
5092,5651,2025-02-14 15:54:46.715593631,2025-02-21 09:19:11.877638298,billing,low,email,,resolved
936,1022,2025-02-14 17:18:13.490460434,2025-02-16 14:11:20.417370401,account,medium,in_app_chat,,resolved
5447,6065,2025-02-14 17:28:42.345018278,2025-02-16 02:52:34.195429718,card,low,in_app_chat,,resolved
4273,4760,2025-02-14 17:57:27.948340995,2025-02-17 21:27:24.322993888,billing,low,email,,resolved
4539,5041,2025-02-14 18:20:33.573762188,2025-02-15 03:21:34.723619753,account,medium,in_app_chat,4.0,resolved
2597,2931,2025-02-14 18:47:37.019093593,2025-02-14 22:34:10.184453759,kyc,high,in_app_chat,,resolved
6474,7264,2025-02-14 23:16:05.577166591,,billing,high,in_app_chat,,closed_unresolved
2914,3279,2025-02-15 02:05:01.399659846,,app,low,email,,closed_unresolved
2562,2882,2025-02-15 10:23:23.164243964,2025-02-16 15:44:11.777675652,card,medium,in_app_chat,4.0,resolved
85,91,2025-02-15 12:30:26.632939282,2025-02-16 16:12:11.149452307,billing,medium,in_app_chat,,resolved
5072,5633,2025-02-15 17:24:23.595031019,,card,medium,in_app_chat,,closed_unresolved
2471,2778,2025-02-15 18:31:08.765492658,,account,high,phone,,closed_unresolved
7052,7841,2025-02-16 00:42:55.506905167,2025-02-16 02:40:51.062189065,kyc,high,phone,,resolved
3772,4217,2025-02-16 01:08:50.333550066,2025-02-16 13:22:16.522330354,billing,medium,email,4.0,resolved
1462,1598,2025-02-16 05:03:42.644794631,2025-02-16 16:47:58.285818677,card,medium,email,4.0,resolved
6606,7393,2025-02-16 05:18:06.197737538,2025-02-16 11:16:26.453584630,card,high,in_app_chat,5.0,resolved
2261,2505,2025-02-16 07:38:45.484302448,2025-02-16 08:55:42.369831808,fraud,urgent,email,5.0,resolved
6429,7202,2025-02-16 09:23:47.253764065,2025-02-16 13:15:59.426046910,kyc,high,in_app_chat,,resolved
2299,2556,2025-02-16 09:47:05.049234162,2025-02-17 04:34:51.009844830,card,medium,in_app_chat,3.0,resolved
2346,2605,2025-02-16 09:49:26.025338208,,billing,medium,in_app_chat,,closed_unresolved
5041,5602,2025-02-16 10:33:48.410383291,2025-02-18 16:44:56.644562191,billing,low,in_app_chat,3.0,resolved
2861,3198,2025-02-16 12:05:59.838746922,2025-02-16 14:52:16.479532798,fraud,urgent,in_app_chat,,resolved
7093,7895,2025-02-16 14:57:16.332629791,2025-02-16 23:47:33.117376321,account,medium,phone,4.0,resolved
5924,6611,2025-02-16 16:44:09.239252694,2025-02-18 04:10:59.000266567,account,low,in_app_chat,4.0,resolved
323,344,2025-02-16 18:08:47.463111504,2025-02-17 05:05:38.959055308,account,high,in_app_chat,,resolved
4911,5475,2025-02-16 19:28:11.098708360,2025-02-17 20:59:05.987491422,card,medium,in_app_chat,,resolved
4906,5472,2025-02-16 19:28:42.252533330,2025-02-17 18:32:26.014281930,fraud,high,email,4.0,resolved
1181,1306,2025-02-16 21:53:51.956956201,2025-02-17 09:51:59.360193496,app,medium,in_app_chat,4.0,resolved
3995,4454,2025-02-16 22:01:16.708879531,2025-02-17 05:29:39.454008107,fraud,high,in_app_chat,,resolved
2136,2355,2025-02-16 23:55:32.953957273,2025-02-17 17:41:14.586759585,billing,medium,email,,resolved
3602,4030,2025-02-17 02:43:02.137138487,2025-02-17 23:27:02.259613337,billing,medium,email,,resolved
7179,7983,2025-02-17 02:49:55.293699072,,app,low,in_app_chat,,open
5761,6413,2025-02-17 03:23:35.210157164,2025-02-17 06:50:42.767162655,app,high,in_app_chat,,resolved
4907,5473,2025-02-17 03:41:59.959719018,2025-02-17 08:04:55.957271406,billing,high,email,4.0,resolved
1876,2058,2025-02-17 06:56:47.406693261,2025-02-18 00:45:37.529292719,card,medium,in_app_chat,5.0,resolved
4019,4478,2025-02-17 07:44:56.667218861,,account,medium,phone,,open
2419,2700,2025-02-17 07:52:00.257864923,2025-02-18 07:58:23.112134889,account,low,in_app_chat,,resolved
4196,4677,2025-02-17 10:49:14.011677825,2025-02-18 05:30:38.735141449,billing,medium,in_app_chat,,resolved
6450,7233,2025-02-17 13:14:05.571127305,,app,medium,email,,open
6683,7466,2025-02-17 13:42:27.996745760,,kyc,high,email,,closed_unresolved
3974,4434,2025-02-17 13:57:21.694664376,,account,medium,in_app_chat,,closed_unresolved
91,94,2025-02-17 14:10:02.568646660,,card,high,phone,,closed_unresolved
1483,1621,2025-02-17 20:18:02.793503926,2025-02-18 03:41:30.571004028,card,medium,in_app_chat,5.0,resolved
1501,1644,2025-02-17 20:30:02.242571567,2025-02-18 04:59:53.919936914,fraud,high,email,,resolved
5161,5726,2025-02-17 22:04:41.356508476,2025-02-19 21:20:58.063134392,billing,low,email,4.0,resolved
2935,3311,2025-02-17 22:11:21.932456066,2025-02-18 22:45:05.359807578,kyc,medium,email,4.0,resolved
5945,6634,2025-02-18 01:39:39.838884289,,billing,medium,phone,,open
7175,7977,2025-02-18 09:04:23.136784731,,billing,low,email,,open
3921,4379,2025-02-18 13:40:49.265637890,2025-02-20 07:49:25.220908450,billing,medium,in_app_chat,,resolved
2426,2708,2025-02-18 19:22:35.674693579,,card,medium,in_app_chat,,closed_unresolved
5497,6127,2025-02-18 19:35:32.126504159,2025-02-18 22:02:26.671218541,fraud,high,in_app_chat,4.0,resolved
7030,7817,2025-02-18 21:53:11.013502680,2025-02-19 17:50:02.603536592,billing,medium,email,,resolved
6478,7267,2025-02-18 22:25:42.458315185,2025-02-19 05:55:10.264531627,app,medium,email,,resolved
518,571,2025-02-18 23:27:33.977535528,2025-02-19 09:58:09.371135104,billing,medium,in_app_chat,4.0,resolved
218,238,2025-02-18 23:31:38.045138891,2025-02-19 14:30:41.259967167,kyc,high,phone,,resolved
6314,7065,2025-02-19 01:47:39.773676891,2025-02-19 21:34:41.393466624,app,low,in_app_chat,,resolved
4372,4866,2025-02-19 01:55:33.082285514,2025-02-20 04:50:13.862358717,billing,low,email,,resolved
1872,2055,2025-02-19 02:17:34.049526699,2025-02-21 14:02:28.207751903,billing,medium,phone,4.0,resolved
4801,5349,2025-02-19 03:36:16.545758846,2025-02-23 00:03:48.444859284,account,low,in_app_chat,4.0,resolved
1207,1327,2025-02-19 03:48:08.611723100,2025-02-19 22:23:55.570562838,card,medium,in_app_chat,4.0,resolved
2705,3038,2025-02-19 04:04:29.982924667,2025-02-19 08:46:48.275688845,fraud,urgent,email,4.0,resolved
6255,6995,2025-02-19 05:44:10.848565760,2025-02-21 03:15:57.537443815,account,medium,in_app_chat,4.0,resolved
5538,6176,2025-02-19 06:07:29.199900590,2025-02-19 22:54:36.688434965,app,medium,in_app_chat,5.0,resolved
3393,3804,2025-02-19 07:37:02.311001417,2025-02-19 12:09:32.780734735,fraud,high,in_app_chat,,resolved
6228,6963,2025-02-19 08:11:54.395137040,2025-02-20 03:30:29.353014346,app,medium,phone,4.0,resolved
3623,4051,2025-02-19 12:12:43.599662585,2025-02-20 01:12:55.378058615,kyc,high,in_app_chat,,resolved
209,230,2025-02-19 12:28:53.231130759,2025-02-20 01:25:25.984164804,fraud,high,in_app_chat,5.0,resolved
360,399,2025-02-19 12:34:28.199683542,2025-02-19 13:45:48.507284559,fraud,urgent,in_app_chat,,resolved
4875,5442,2025-02-19 14:18:35.736238252,2025-02-20 20:11:24.850074864,kyc,medium,phone,,resolved
2285,2537,2025-02-19 17:23:05.279860501,2025-02-20 16:47:50.993000085,kyc,medium,email,,resolved
1101,1209,2025-02-19 18:12:29.684353052,2025-02-20 06:23:22.549652399,billing,medium,in_app_chat,4.0,resolved
7111,7918,2025-02-19 22:05:51.939241105,2025-02-21 11:47:55.144380195,account,medium,in_app_chat,,resolved
5257,5822,2025-02-19 23:04:35.435659402,2025-02-20 08:54:15.343892137,account,high,email,5.0,resolved
3764,4214,2025-02-20 00:02:26.598918975,2025-02-21 08:35:38.228963861,fraud,medium,email,,resolved
2229,2463,2025-02-20 01:04:22.118593212,2025-02-21 01:02:13.632115850,card,medium,in_app_chat,,resolved
6951,7732,2025-02-20 05:41:43.296934375,2025-02-21 03:10:35.371386565,card,low,email,3.0,resolved
5739,6394,2025-02-20 09:33:07.069939747,2025-02-20 13:39:04.521916864,card,high,in_app_chat,3.0,resolved
4953,5529,2025-02-20 09:44:05.309075633,2025-02-20 15:10:48.684578591,app,urgent,phone,5.0,resolved
6592,7381,2025-02-20 10:13:43.433970816,2025-02-21 09:52:34.112904106,billing,low,in_app_chat,,resolved
4252,4742,2025-02-20 11:02:08.340939392,2025-02-21 02:19:09.433639686,billing,medium,in_app_chat,,resolved
1902,2104,2025-02-20 20:21:12.180750238,2025-02-20 22:31:43.935029305,account,high,in_app_chat,5.0,resolved
5768,6431,2025-02-20 22:43:02.174542400,,account,medium,phone,,closed_unresolved
3482,3900,2025-02-20 23:43:04.617176969,2025-02-21 06:05:49.750255229,kyc,high,phone,5.0,resolved
814,891,2025-02-21 00:58:52.839537988,2025-02-21 13:13:59.150518204,billing,medium,email,3.0,resolved
6283,7023,2025-02-21 02:45:26.731586283,2025-02-23 01:39:03.959721133,billing,medium,in_app_chat,4.0,resolved
4757,5295,2025-02-21 06:16:00.227467724,2025-02-22 14:21:30.459117278,account,medium,email,,resolved
4723,5249,2025-02-21 12:28:10.265719391,2025-02-21 21:19:48.513969312,kyc,medium,in_app_chat,3.0,resolved
2048,2258,2025-02-21 19:00:45.393173066,2025-02-22 09:53:50.368829530,billing,medium,email,4.0,resolved
1430,1565,2025-02-21 20:43:00.469682423,,account,high,in_app_chat,,closed_unresolved
5110,5671,2025-02-22 08:12:35.242407584,2025-02-23 10:31:26.579501289,account,medium,in_app_chat,,resolved
647,724,2025-02-22 09:16:11.876266974,2025-02-23 22:53:13.680259818,card,low,in_app_chat,3.0,resolved
1628,1794,2025-02-22 10:01:01.510464005,2025-02-22 14:44:26.621361695,kyc,high,in_app_chat,3.0,resolved
238,261,2025-02-22 14:29:00.834539084,2025-02-23 10:44:48.237286382,billing,medium,in_app_chat,3.0,resolved
2626,2962,2025-02-22 16:18:46.842393409,2025-02-26 17:00:09.939930811,account,low,in_app_chat,,resolved
4510,5011,2025-02-22 16:44:58.849050621,2025-02-22 18:56:26.135334910,fraud,high,phone,4.0,resolved
4465,4960,2025-02-22 16:57:54.278686863,2025-02-24 02:15:45.901145860,card,medium,phone,,resolved
1661,1825,2025-02-22 17:55:51.471486739,2025-02-22 22:31:03.679768322,kyc,high,email,4.0,resolved
6919,7703,2025-02-22 17:59:18.611693632,2025-02-24 19:54:47.016573916,billing,low,email,3.0,resolved
1024,1128,2025-02-22 19:19:21.658281568,2025-02-24 11:05:38.585917817,card,medium,in_app_chat,4.0,resolved
4544,5044,2025-02-22 19:33:50.804574707,2025-02-23 17:59:55.942685379,app,high,in_app_chat,4.0,resolved
2983,3353,2025-02-22 21:16:35.942767898,,card,high,in_app_chat,,closed_unresolved
6886,7668,2025-02-22 22:10:47.494991475,2025-02-23 13:09:25.711846942,card,medium,email,5.0,resolved
989,1080,2025-02-23 03:37:12.331879210,2025-02-24 16:06:22.172331356,card,medium,in_app_chat,,resolved
6286,7032,2025-02-23 04:52:12.616758350,2025-02-23 10:12:12.493510329,app,medium,email,,resolved
5931,6619,2025-02-23 04:55:04.550806505,2025-02-24 01:36:08.143437181,billing,medium,email,4.0,resolved
2103,2313,2025-02-23 14:42:42.561450276,2025-02-23 18:50:46.140164511,fraud,high,phone,3.0,resolved
5844,6511,2025-02-23 17:24:45.531870612,2025-02-24 11:16:51.032589717,billing,medium,email,4.0,resolved
6602,7386,2025-02-23 20:23:46.506763720,2025-02-25 14:05:48.844710571,billing,medium,email,,resolved
1926,2133,2025-02-23 21:38:35.426560439,2025-02-23 22:57:47.700229785,card,urgent,in_app_chat,4.0,resolved
4939,5511,2025-02-24 13:36:55.617614585,2025-02-25 05:45:58.778456269,app,medium,email,,resolved
2706,3038,2025-02-24 15:52:49.707047363,2025-02-27 11:50:46.466844299,billing,low,in_app_chat,,resolved
2215,2443,2025-02-24 16:08:48.899921458,2025-03-02 22:17:14.856843708,card,low,email,3.0,resolved
5573,6213,2025-02-24 18:22:18.851559919,2025-02-25 01:11:31.455249175,kyc,medium,in_app_chat,,resolved
3747,4199,2025-02-24 18:29:35.081955430,2025-02-25 08:08:17.567866416,app,medium,in_app_chat,3.0,resolved
3604,4032,2025-02-24 21:41:54.806888872,2025-02-25 02:38:15.798093817,card,high,phone,4.0,resolved
4701,5220,2025-02-24 21:54:00.686589687,2025-02-25 09:01:52.700442843,app,high,in_app_chat,4.0,resolved
2256,2501,2025-02-25 03:47:42.705650503,,billing,medium,in_app_chat,,open
3052,3416,2025-02-25 08:30:48.563756144,2025-02-26 00:48:15.100268800,billing,medium,phone,5.0,resolved
203,224,2025-02-25 10:36:35.877288280,2025-02-26 22:27:25.524692046,card,medium,email,4.0,resolved
902,980,2025-02-25 12:16:51.849512163,2025-02-26 12:19:31.900415257,app,medium,email,4.0,resolved
381,427,2025-02-25 12:59:00.860280080,,billing,low,in_app_chat,,closed_unresolved
4269,4754,2025-02-25 13:38:59.874933796,2025-02-25 17:06:51.165150698,fraud,urgent,email,5.0,resolved
534,590,2025-02-25 15:30:18.334315679,2025-03-02 01:45:11.763791429,kyc,low,in_app_chat,3.0,resolved
1563,1722,2025-02-25 15:52:24.835688181,2025-02-26 00:19:46.172557935,card,high,in_app_chat,3.0,resolved
4206,4685,2025-02-25 17:24:23.430590694,2025-02-26 09:17:41.583318921,kyc,medium,email,4.0,resolved
2430,2715,2025-02-25 17:36:52.647722138,2025-02-26 18:04:29.906276144,account,low,phone,3.0,resolved
6661,7448,2025-02-25 17:44:50.061232743,2025-02-27 02:57:40.546832196,billing,medium,phone,5.0,resolved
3031,3402,2025-02-25 18:35:42.004727802,2025-02-26 17:48:58.535853362,kyc,medium,email,4.0,resolved
5052,5619,2025-02-25 19:10:31.491565248,2025-02-27 11:50:50.179603174,billing,low,phone,,resolved
3165,3542,2025-02-25 19:40:09.961253618,,app,medium,in_app_chat,,closed_unresolved
5429,6048,2025-02-25 19:40:13.849728490,2025-02-27 01:03:19.535614687,card,medium,in_app_chat,,resolved
5662,6306,2025-02-25 21:05:35.575224380,,kyc,medium,phone,,open
792,877,2025-02-25 22:31:44.150759757,2025-02-26 00:09:41.644073398,fraud,urgent,in_app_chat,,resolved
4965,5539,2025-02-26 00:38:42.281584330,2025-02-28 11:37:07.945833419,kyc,medium,in_app_chat,,resolved
1382,1514,2025-02-26 01:49:30.060387373,,app,urgent,email,,open
1671,1833,2025-02-26 02:56:35.338866216,2025-02-28 03:04:47.149661589,billing,low,in_app_chat,3.0,resolved
979,1067,2025-02-26 07:46:24.115521302,2025-02-27 05:48:03.866029106,card,medium,in_app_chat,3.0,resolved
5135,5704,2025-02-26 11:53:22.393889364,2025-03-01 09:12:53.756207332,billing,low,in_app_chat,4.0,resolved
5333,5918,2025-02-26 13:51:45.788666883,2025-02-26 20:46:30.930058747,kyc,medium,phone,4.0,resolved
1005,1101,2025-02-26 15:24:50.464003374,2025-02-26 20:21:21.855105057,kyc,high,phone,,resolved
2441,2729,2025-02-26 15:26:55.563310233,2025-02-27 22:13:34.386951597,account,medium,in_app_chat,4.0,resolved
6549,7342,2025-02-27 01:28:37.439051505,2025-02-27 19:22:38.792118856,card,medium,in_app_chat,4.0,resolved
3316,3712,2025-02-27 01:51:00.150850431,2025-02-27 06:47:06.900128338,fraud,high,in_app_chat,3.0,resolved
3697,4134,2025-02-27 02:39:38.824880276,2025-02-27 11:03:46.081382895,kyc,high,in_app_chat,5.0,resolved
6138,6852,2025-02-27 05:07:43.787230746,2025-02-27 16:54:58.725220774,billing,medium,email,,resolved
4003,4460,2025-02-27 05:46:40.894208581,2025-02-27 09:05:46.409293360,fraud,high,in_app_chat,5.0,resolved
6577,7369,2025-02-27 06:56:32.450513406,2025-02-27 12:50:34.539892080,card,medium,in_app_chat,,resolved
3058,3424,2025-02-27 08:08:30.480327614,2025-02-28 05:47:06.718463904,kyc,low,in_app_chat,5.0,resolved
6663,7449,2025-02-28 01:50:20.043982786,2025-02-28 09:11:08.016514906,card,medium,in_app_chat,3.0,resolved
5376,5984,2025-02-28 02:08:25.109576969,,kyc,high,in_app_chat,,open
1687,1848,2025-02-28 02:42:48.446747118,,account,low,in_app_chat,,open
6090,6798,2025-02-28 03:56:51.784019047,2025-03-01 08:17:38.632689458,account,low,in_app_chat,4.0,resolved
6917,7700,2025-02-28 04:46:24.959416108,,app,low,in_app_chat,,closed_unresolved
2100,2308,2025-02-28 05:51:27.696026545,2025-03-03 13:24:20.931232031,card,low,in_app_chat,3.0,resolved
3586,4018,2025-02-28 07:47:48.539964004,,kyc,high,in_app_chat,,open
2409,2694,2025-02-28 17:09:46.546443544,2025-03-01 08:10:16.725146991,billing,high,in_app_chat,4.0,resolved
6618,7402,2025-02-28 17:22:10.631374328,2025-03-01 17:14:14.533155345,card,medium,in_app_chat,,resolved
6032,6731,2025-02-28 21:51:38.174174988,2025-03-02 13:27:19.633339068,account,medium,in_app_chat,5.0,resolved
2573,2893,2025-02-28 23:54:14.426123135,2025-03-02 10:11:36.223634325,billing,medium,in_app_chat,4.0,resolved
1072,1184,2025-03-01 00:43:27.572618841,2025-03-01 11:11:19.500130315,fraud,medium,email,3.0,resolved
6136,6850,2025-03-01 03:04:09.719829284,,account,medium,in_app_chat,,open
2964,3333,2025-03-01 03:38:25.234180517,2025-03-02 12:58:21.409310828,app,medium,email,5.0,resolved
3246,3642,2025-03-01 05:01:53.941332233,2025-03-01 22:19:41.146297495,card,medium,in_app_chat,5.0,resolved
1337,1455,2025-03-01 05:57:40.182639704,2025-03-01 11:52:33.466189624,account,high,email,4.0,resolved
933,1020,2025-03-01 06:44:29.697627909,2025-03-01 12:15:12.073502873,app,high,in_app_chat,5.0,resolved
5857,6525,2025-03-01 07:05:11.985003761,,card,medium,in_app_chat,,closed_unresolved
3202,3587,2025-03-01 07:46:33.826613134,2025-03-01 08:28:55.749156199,account,urgent,phone,5.0,resolved
4057,4513,2025-03-01 08:28:47.006633164,2025-03-02 16:38:26.349259660,billing,low,email,5.0,resolved
1899,2101,2025-03-01 08:36:36.309517009,,account,low,phone,,closed_unresolved
1124,1243,2025-03-01 10:44:28.079987064,2025-03-03 23:17:10.322878606,kyc,low,in_app_chat,4.0,resolved
3689,4127,2025-03-01 14:15:45.874422187,2025-03-02 14:09:12.049700029,app,medium,in_app_chat,3.0,resolved
6304,7054,2025-03-01 15:15:51.530255968,2025-03-05 16:39:53.375270782,account,low,phone,3.0,resolved
5968,6652,2025-03-01 15:19:27.561171737,2025-03-02 00:15:20.228765618,app,medium,in_app_chat,4.0,resolved
3293,3688,2025-03-01 18:04:01.473750212,2025-03-01 20:09:12.354673167,fraud,high,in_app_chat,5.0,resolved
4272,4759,2025-03-01 18:30:12.855049009,2025-03-01 21:03:16.146012193,fraud,urgent,in_app_chat,4.0,resolved
5840,6508,2025-03-02 02:21:35.317640332,2025-03-02 09:00:39.344502991,fraud,high,email,,resolved
182,204,2025-03-02 08:06:48.345098607,2025-03-02 15:22:18.729586205,kyc,high,in_app_chat,5.0,resolved
2973,3341,2025-03-02 09:24:18.665772842,2025-03-03 16:07:54.045743018,kyc,medium,email,4.0,resolved
5683,6335,2025-03-02 09:39:43.103117162,2025-03-03 04:05:44.916974594,kyc,high,phone,,resolved
119,127,2025-03-02 09:47:55.092213055,,billing,medium,email,,closed_unresolved
1546,1702,2025-03-02 10:29:52.386798396,2025-03-02 11:56:28.758505350,fraud,urgent,phone,5.0,resolved
