response_id,user_id,survey_date,nps_score,driver,segment,comment_length
4740,5761,2025-02-16 07:38:45.484302448,10,trust,promoter,2
4732,5754,2025-02-16 18:18:01.071322407,10,product,promoter,57
4207,5112,2025-02-16 20:01:21.646403212,10,product,promoter,77
5252,6431,2025-02-16 21:39:04.813001015,10,trust,promoter,34
2469,3031,2025-02-16 21:53:51.956956201,8,trust,passive,9
4537,5544,2025-02-16 22:45:22.036326543,8,product,passive,39
4479,5474,2025-02-16 23:55:32.953957273,7,support,passive,19
6066,7424,2025-02-17 00:10:01.514721777,4,fees,detractor,67
2049,2485,2025-02-17 02:00:39.760713152,6,support,detractor,49
6361,7756,2025-02-17 05:00:13.028185797,2,fees,detractor,138
6098,7461,2025-02-17 06:44:52.460676306,10,product,promoter,31
2388,2937,2025-02-17 08:44:48.254348135,10,product,promoter,127
1982,2390,2025-02-17 10:23:35.016675072,10,onboarding,promoter,111
4444,5441,2025-02-17 11:24:50.488348576,10,app_quality,promoter,84
5071,6201,2025-02-17 12:20:24.507142834,3,fees,detractor,152
2536,3097,2025-02-17 13:19:41.056970998,10,product,promoter,124
188,225,2025-02-17 14:10:02.568646660,7,app_quality,passive,7
5356,6553,2025-02-17 17:50:39.999505444,10,trust,promoter,104
4388,5360,2025-02-17 19:03:46.785589865,9,app_quality,promoter,88
3149,3853,2025-02-17 20:30:02.242571567,6,trust,detractor,154
3191,3910,2025-02-17 21:27:20.544805293,8,trust,passive,32
6161,7525,2025-02-17 22:11:21.932456066,10,product,promoter,103
3148,3853,2025-02-18 01:38:21.859145856,3,support,detractor,188
2341,2877,2025-02-18 02:18:24.280204642,7,support,passive,37
247,296,2025-02-18 03:32:55.953507255,9,support,promoter,192
2139,2600,2025-02-18 04:15:05.062640120,9,support,promoter,86
736,889,2025-02-18 04:54:05.617983021,9,app_quality,promoter,174
6442,7849,2025-02-18 06:15:04.542891595,9,support,promoter,58
1444,1743,2025-02-18 09:08:34.450091583,10,product,promoter,175
916,1100,2025-02-18 13:24:46.452768871,5,fees,detractor,173
5789,7105,2025-02-18 18:05:21.631056624,10,app_quality,promoter,76
1576,1890,2025-02-18 18:09:02.997087998,7,fees,passive,22
5088,6223,2025-02-18 19:22:35.674693579,8,product,passive,24
4930,6020,2025-02-18 22:24:38.539658422,10,product,promoter,102
3386,4140,2025-02-18 22:46:50.313030974,10,trust,promoter,151
908,1088,2025-02-19 01:27:45.772780754,5,support,detractor,77
6362,7756,2025-02-19 03:11:07.054906188,10,product,promoter,113
217,259,2025-02-19 04:12:21.554181993,6,trust,detractor,113
745,898,2025-02-19 12:34:28.199683542,10,trust,promoter,8
5857,7191,2025-02-19 14:08:09.194612565,9,app_quality,promoter,113
4858,5914,2025-02-19 16:02:50.690289840,10,product,promoter,104
1870,2259,2025-02-19 17:33:48.441140043,2,product,detractor,118
2305,2832,2025-02-19 18:12:29.684353052,8,onboarding,passive,34
4672,5687,2025-02-20 01:04:22.118593212,6,product,detractor,34
196,234,2025-02-20 03:59:09.953816887,9,support,promoter,48
5274,6450,2025-02-20 04:40:17.061589919,0,fees,detractor,118
562,689,2025-02-20 05:10:15.248798659,10,trust,promoter,1
3146,3849,2025-02-20 07:28:21.678849364,10,product,promoter,142
5374,6578,2025-02-20 08:17:40.431810900,4,onboarding,detractor,3
3872,4727,2025-02-20 08:41:14.168690583,1,support,detractor,17
6028,7383,2025-02-20 09:58:06.956167042,8,product,passive,35
204,243,2025-02-20 11:59:23.832230447,4,trust,detractor,41
3990,4872,2025-02-20 20:21:12.180750238,8,fees,passive,35
3217,3943,2025-02-20 22:46:06.511284609,2,product,detractor,107
1003,1208,2025-02-20 23:28:16.921164299,4,app_quality,detractor,139
748,903,2025-02-20 23:44:53.600747519,8,fees,passive,23
185,223,2025-02-21 00:18:11.561648045,10,trust,promoter,189
2106,2560,2025-02-21 03:11:07.900454284,10,product,promoter,168
2105,2560,2025-02-21 04:17:28.876245204,8,onboarding,passive,15
314,370,2025-02-21 05:35:46.419816416,7,app_quality,passive,39
2090,2541,2025-02-21 06:34:03.825686798,8,onboarding,passive,32
4496,5496,2025-02-21 07:31:55.792589759,10,trust,promoter,53
6360,7754,2025-02-21 08:35:11.196291909,8,trust,passive,32
3048,3737,2025-02-21 11:20:18.106722951,10,product,promoter,72
6050,7406,2025-02-21 12:17:00.989600081,10,support,promoter,13
3922,4791,2025-02-21 13:11:08.666291515,2,trust,detractor,198
3330,4076,2025-02-21 13:28:19.067165250,5,fees,detractor,133
458,558,2025-02-21 15:48:50.542391738,8,trust,passive,10
2086,2535,2025-02-21 18:05:04.482442288,10,support,promoter,193
2998,3671,2025-02-21 20:43:00.469682423,10,app_quality,promoter,127
5264,6442,2025-02-21 23:18:36.114827664,6,product,detractor,90
1696,2044,2025-02-22 00:44:10.015944351,2,app_quality,detractor,72
413,503,2025-02-22 04:07:40.499042854,8,product,passive,39
4558,5563,2025-02-22 05:24:23.365177738,10,app_quality,promoter,43
3283,4023,2025-02-22 06:23:49.634226029,7,app_quality,passive,11
4173,5072,2025-02-22 14:33:36.624847317,9,app_quality,promoter,141
5510,6745,2025-02-22 16:18:46.842393409,10,onboarding,promoter,34
6396,7794,2025-02-22 19:07:25.384563321,1,support,detractor,6
1809,2191,2025-02-22 21:03:24.571586093,8,onboarding,passive,18
3446,4218,2025-02-22 21:57:36.578759256,3,fees,detractor,90
701,851,2025-02-23 00:29:36.286543599,8,trust,passive,6
329,403,2025-02-23 04:05:50.501536275,1,support,detractor,63
2914,3568,2025-02-23 08:02:06.338251224,3,support,detractor,180
294,345,2025-02-23 13:14:51.454195869,8,trust,passive,7
5038,6166,2025-02-23 14:27:35.154331194,9,support,promoter,198
6088,7452,2025-02-23 15:08:23.042749159,8,trust,passive,27
1064,1285,2025-02-23 19:39:31.713544906,10,app_quality,promoter,145
5398,6610,2025-02-23 23:39:38.997488908,10,app_quality,promoter,52
452,548,2025-02-24 03:52:58.500807274,10,trust,promoter,47
487,588,2025-02-24 04:25:01.748485865,8,fees,passive,30
2378,2929,2025-02-24 09:24:23.729899426,8,product,passive,19
5582,6829,2025-02-24 11:38:29.900413325,6,product,detractor,142
3271,4012,2025-02-24 13:02:38.276337416,2,onboarding,detractor,88
1222,1453,2025-02-24 14:34:40.090176500,8,app_quality,passive,7
4643,5651,2025-02-24 16:08:48.899921458,4,product,detractor,189
1684,2030,2025-02-24 17:04:05.174402021,6,trust,detractor,152
4088,4981,2025-02-24 17:05:47.268943679,8,onboarding,passive,5
1177,1403,2025-02-24 17:10:31.187944626,8,onboarding,passive,3
1205,1435,2025-02-24 18:13:55.197739104,2,onboarding,detractor,125
1194,1420,2025-02-24 18:51:44.533969286,7,fees,passive,6
6,4,2025-02-24 19:20:55.207958628,6,support,detractor,84
3808,4648,2025-02-25 01:22:37.621676435,5,fees,detractor,89
3759,4590,2025-02-25 02:39:40.640372907,9,app_quality,promoter,67
6074,7435,2025-02-25 04:57:32.484432153,7,support,passive,30
3312,4053,2025-02-25 06:00:50.048917234,10,trust,promoter,141
5376,6579,2025-02-25 06:24:44.733922655,8,app_quality,passive,36
6408,7806,2025-02-25 08:30:48.563756144,7,fees,passive,1
788,950,2025-02-25 12:59:00.860280080,7,fees,passive,39
6203,7573,2025-02-25 14:59:24.655744884,2,product,detractor,31
3124,3830,2025-02-25 15:01:27.953298672,8,trust,passive,27
1109,1336,2025-02-25 15:30:18.334315679,2,product,detractor,186
2109,2565,2025-02-25 16:52:55.626484874,8,onboarding,passive,5
3295,4032,2025-02-25 17:04:45.401588682,9,app_quality,promoter,33
292,344,2025-02-25 17:24:21.001249097,9,support,promoter,161
5096,6231,2025-02-25 17:36:52.647722138,8,fees,passive,17
142,181,2025-02-26 04:45:07.040610861,0,fees,detractor,177
2492,3050,2025-02-26 05:36:33.219521285,10,product,promoter,117
1897,2290,2025-02-26 09:43:06.869724729,6,support,detractor,9
489,590,2025-02-26 13:06:53.083907475,5,app_quality,detractor,106
459,559,2025-02-26 14:03:04.798101064,8,trust,passive,17
5426,6642,2025-02-26 22:30:39.471227700,6,fees,detractor,58
3085,3781,2025-02-26 23:15:44.441371630,8,onboarding,passive,15
3893,4752,2025-02-26 23:50:45.790651334,10,onboarding,promoter,56
3820,4660,2025-02-27 01:19:06.384060350,2,support,detractor,66
752,907,2025-02-27 01:36:31.258585586,10,trust,promoter,43
1014,1228,2025-02-27 05:56:31.676425598,8,product,passive,10
2382,2932,2025-02-27 14:43:35.952833677,10,trust,promoter,55
2524,3086,2025-02-27 16:11:02.817885459,9,app_quality,promoter,128
1179,1404,2025-02-27 16:42:27.897003933,6,app_quality,detractor,31
6206,7576,2025-02-28 02:09:15.429944384,10,app_quality,promoter,124
5222,6391,2025-02-28 02:39:28.576864016,6,onboarding,detractor,156
870,1040,2025-02-28 02:53:36.876397695,7,support,passive,35
2588,3165,2025-02-28 04:47:00.601218032,10,trust,promoter,180
6018,7375,2025-02-28 06:25:57.968215927,8,product,passive,5
3689,4497,2025-02-28 06:32:18.805063306,4,product,detractor,186
6354,7747,2025-02-28 10:52:10.515175533,6,product,detractor,31
4172,5071,2025-02-28 14:22:42.955214033,10,trust,promoter,95
2583,3160,2025-02-28 15:32:44.081368765,7,support,passive,16
5568,6813,2025-02-28 15:51:31.274029984,10,product,promoter,116
5053,6183,2025-02-28 17:09:46.546443544,10,onboarding,promoter,160
4621,5629,2025-02-28 19:11:02.700072830,4,app_quality,detractor,173
5670,6939,2025-03-01 00:15:47.719944083,6,onboarding,detractor,163
4572,5577,2025-03-01 05:15:52.122790327,10,app_quality,promoter,185
3984,4863,2025-03-01 08:36:36.309517009,10,app_quality,promoter,64
1043,1263,2025-03-01 11:05:16.703282423,8,product,passive,16
1284,1532,2025-03-01 12:23:05.828354911,8,trust,passive,33
2380,2931,2025-03-01 15:36:47.285865348,10,product,promoter,117
2013,2428,2025-03-01 22:34:21.256928160,4,trust,detractor,132
3350,4102,2025-03-02 00:12:47.970320780,10,product,promoter,75
4561,5566,2025-03-02 01:42:57.818424332,8,app_quality,passive,15
4418,5410,2025-03-02 02:10:27.520980657,10,onboarding,promoter,89
5641,6906,2025-03-02 07:50:31.501795675,4,fees,detractor,60
3744,4567,2025-03-02 07:51:55.993398082,10,product,promoter,36
1705,2055,2025-03-02 07:54:13.200386748,8,product,passive,39
374,450,2025-03-02 08:06:48.345098607,4,product,detractor,55
3073,3770,2025-03-02 10:49:42.961715466,6,product,detractor,63
5080,6215,2025-03-02 11:04:04.274809014,10,product,promoter,97
5645,6909,2025-03-02 11:08:04.317955699,10,support,promoter,19
852,1022,2025-03-02 18:11:15.972765581,2,app_quality,detractor,4
5234,6403,2025-03-02 23:50:58.449449477,8,product,passive,39
3186,3900,2025-03-03 01:43:41.181259932,9,support,promoter,92
6167,7529,2025-03-03 06:07:21.066914461,7,fees,passive,4
1613,1946,2025-03-03 06:35:11.276054067,8,fees,passive,31
3529,4313,2025-03-03 07:37:53.256147234,10,product,promoter,123
4991,6095,2025-03-03 08:26:57.175639301,10,product,promoter,115
832,999,2025-03-03 09:45:56.604280783,10,product,promoter,62
4074,4962,2025-03-03 17:30:22.557953756,9,support,promoter,41
3180,3893,2025-03-03 18:32:42.324115479,3,app_quality,detractor,39
877,1048,2025-03-04 00:09:27.553417824,8,support,passive,27
4584,5587,2025-03-04 00:36:19.192304021,6,trust,detractor,113
2695,3318,2025-03-04 05:41:39.331886354,10,product,promoter,121
1676,2019,2025-03-04 05:47:39.843247392,2,support,detractor,107
5468,6692,2025-03-04 13:29:41.182075317,8,fees,passive,8
1546,1855,2025-03-04 15:09:44.810103415,6,fees,detractor,54
5849,7180,2025-03-04 15:20:12.402175750,10,product,promoter,149
5086,6222,2025-03-04 16:00:30.136215977,6,fees,detractor,132
3982,4861,2025-03-04 19:38:17.689428453,10,product,promoter,185
2246,2742,2025-03-04 21:40:50.015626815,5,fees,detractor,55
2237,2729,2025-03-05 00:22:53.310427682,9,support,promoter,156
4863,5923,2025-03-05 05:25:32.117167030,10,product,promoter,165
3477,4249,2025-03-05 06:40:58.285292111,8,fees,passive,28
5943,7298,2025-03-05 10:34:32.386756445,4,product,detractor,51
6001,7358,2025-03-05 13:21:11.330147064,8,fees,passive,11
4580,5584,2025-03-05 13:37:59.529776885,6,trust,detractor,135
6465,7886,2025-03-05 16:05:59.330894714,6,fees,detractor,102
4061,4949,2025-03-05 16:09:12.318915147,8,onboarding,passive,39
3068,3764,2025-03-05 20:59:33.670137770,4,product,detractor,6
3169,3877,2025-03-05 21:51:08.649972429,4,product,detractor,163
2483,3042,2025-03-06 03:50:01.924953982,10,app_quality,promoter,23
5630,6896,2025-03-06 07:06:03.246888332,8,trust,passive,32
4587,5592,2025-03-06 07:19:21.012146823,10,app_quality,promoter,198
6137,7499,2025-03-06 09:29:54.405376774,10,app_quality,promoter,127
3869,4721,2025-03-06 10:58:35.681886871,6,onboarding,detractor,15
4108,5005,2025-03-06 13:14:51.568343998,8,trust,passive,34
1834,2220,2025-03-06 13:31:43.752048916,10,product,promoter,104
2335,2867,2025-03-06 14:19:59.550879976,10,onboarding,promoter,184
3942,4814,2025-03-06 23:01:17.233183444,8,onboarding,passive,2
3849,4700,2025-03-07 03:39:58.964409325,8,support,passive,23
1562,1869,2025-03-07 04:24:53.226395979,7,support,passive,25
5769,7077,2025-03-07 04:57:53.509435963,5,fees,detractor,166
267,315,2025-03-07 05:53:23.965784419,8,app_quality,passive,31
615,745,2025-03-07 08:41:38.793813213,10,app_quality,promoter,116
4439,5436,2025-03-07 11:53:34.919465498,9,app_quality,promoter,83
274,322,2025-03-07 11:54:28.653783243,8,product,passive,24
3568,4361,2025-03-07 17:09:19.196613581,4,product,detractor,22
3976,4853,2025-03-07 17:54:41.897986781,6,product,detractor,111
1293,1543,2025-03-07 20:22:27.732368570,5,fees,detractor,165
4069,4959,2025-03-07 21:44:11.681133711,10,trust,promoter,180
6014,7370,2025-03-07 22:17:26.204504959,2,support,detractor,175
5323,6509,2025-03-08 00:56:01.298321949,8,trust,passive,35
3706,4515,2025-03-08 05:06:14.943807694,6,fees,detractor,88
4778,5798,2025-03-08 05:12:01.953524816,8,app_quality,passive,37
5586,6835,2025-03-08 09:11:12.167394282,10,trust,promoter,197
755,911,2025-03-08 09:37:30.676260527,0,onboarding,detractor,27
805,967,2025-03-08 10:41:03.036494745,10,onboarding,promoter,20
3034,3712,2025-03-08 10:58:17.251652657,10,product,promoter,62
3403,4167,2025-03-08 11:24:08.380446174,3,fees,detractor,25
915,1099,2025-03-08 13:20:41.529263124,8,onboarding,passive,36
3427,4199,2025-03-08 21:32:51.446339877,6,trust,detractor,171
4270,5203,2025-03-08 23:09:30.010744733,9,app_quality,promoter,186
724,879,2025-03-09 00:56:11.630624579,10,product,promoter,126
5123,6275,2025-03-09 02:00:01.133251859,9,app_quality,promoter,100
3518,4301,2025-03-09 05:04:58.590886203,7,fees,passive,23
3908,4772,2025-03-09 09:17:06.782690860,6,onboarding,detractor,134
3289,4028,2025-03-09 23:56:07.452765061,10,support,promoter,154
3458,4230,2025-03-10 02:01:09.514241339,10,trust,promoter,176
4992,6095,2025-03-10 03:28:12.424496200,8,fees,passive,23
227,272,2025-03-10 03:41:07.670406972,2,trust,detractor,30
302,356,2025-03-10 06:15:08.612141126,4,onboarding,detractor,151
1522,1829,2025-03-10 06:24:10.765185520,10,support,promoter,171
370,446,2025-03-10 08:32:08.388249377,6,fees,detractor,93
3128,3832,2025-03-10 14:10:46.660427690,2,product,detractor,58
6090,7454,2025-03-10 18:11:25.932124150,9,app_quality,promoter,103
6230,7603,2025-03-10 19:32:09.855882551,2,trust,detractor,70
4191,5092,2025-03-10 19:51:16.326761523,9,support,promoter,63
3364,4120,2025-03-10 21:32:11.437006781,5,app_quality,detractor,192
5945,7303,2025-03-10 22:18:14.624567464,4,onboarding,detractor,192
883,1059,2025-03-11 00:19:48.693278058,10,app_quality,promoter,66
6055,7410,2025-03-11 02:32:54.733593710,7,support,passive,21
1383,1660,2025-03-11 03:53:47.912618149,10,app_quality,promoter,100
6429,7833,2025-03-11 05:42:50.041854924,6,onboarding,detractor,60
730,885,2025-03-11 06:00:04.048060311,8,support,passive,12
3784,4625,2025-03-11 06:33:51.184439441,1,fees,detractor,152
4387,5359,2025-03-11 09:43:41.749852454,10,support,promoter,125
3177,3890,2025-03-11 10:17:27.268373751,1,app_quality,detractor,73
490,591,2025-03-11 11:08:40.978383236,6,fees,detractor,131
4583,5587,2025-03-11 11:23:17.239548206,6,fees,detractor,174
4424,5419,2025-03-11 13:05:29.423968944,10,onboarding,promoter,183
3602,4406,2025-03-11 13:16:49.970275792,6,support,detractor,158
1638,1975,2025-03-11 14:36:46.828865013,5,fees,detractor,6
5321,6508,2025-03-11 16:34:39.530026531,6,fees,detractor,194
4257,5186,2025-03-11 22:35:32.537511421,10,product,promoter,122
2034,2461,2025-03-12 00:09:38.536401818,7,fees,passive,26
4341,5299,2025-03-12 02:16:36.440570369,6,fees,detractor,184
871,1043,2025-03-12 07:34:00.127019130,10,product,promoter,5
6343,7734,2025-03-12 11:17:28.816720791,6,support,detractor,126
512,616,2025-03-12 17:24:22.553166225,8,trust,passive,8
1579,1892,2025-03-12 17:41:18.777115927,8,product,passive,30
5600,6852,2025-03-12 22:56:22.555629121,7,fees,passive,0
432,530,2025-03-13 02:45:47.591621752,8,app_quality,passive,14
6109,7471,2025-03-13 08:03:01.750044029,8,trust,passive,31
2475,3035,2025-03-13 09:06:36.461602010,9,app_quality,promoter,86
2976,3649,2025-03-13 09:38:26.703882965,6,fees,detractor,156
3341,4092,2025-03-13 20:03:38.697493455,10,app_quality,promoter,49
2671,3286,2025-03-13 20:10:40.078619512,8,trust,passive,29
3723,4536,2025-03-14 01:27:14.416837983,4,trust,detractor,51
1784,2165,2025-03-14 02:57:12.107243269,4,trust,detractor,41
3353,4105,2025-03-14 04:12:38.455422667,8,fees,passive,23
6503,7930,2025-03-14 05:06:45.010643898,10,app_quality,promoter,109
4151,5051,2025-03-14 05:27:37.174022225,0,fees,detractor,135
5543,6783,2025-03-14 14:06:09.086309110,6,support,detractor,181
5442,6656,2025-03-14 14:41:41.307590005,10,product,promoter,146
777,937,2025-03-14 16:30:45.652577304,10,app_quality,promoter,150
2485,3043,2025-03-14 18:55:25.614979648,4,trust,detractor,142
6350,7739,2025-03-14 19:22:01.678554822,9,support,promoter,57
282,330,2025-03-14 23:22:12.300269600,8,fees,passive,0
6116,7475,2025-03-14 23:29:00.336001130,10,app_quality,promoter,89
2591,3168,2025-03-14 23:33:59.470509890,8,onboarding,passive,1
1248,1484,2025-03-15 00:16:25.367122433,10,product,promoter,123
1105,1329,2025-03-15 00:37:51.003862320,10,app_quality,promoter,67
2092,2542,2025-03-15 01:43:37.554600345,6,trust,detractor,28
3865,4719,2025-03-15 05:48:00.599557475,4,app_quality,detractor,140
6026,7382,2025-03-15 08:50:27.473407687,8,product,passive,31
5166,6327,2025-03-15 09:16:17.105362296,10,product,promoter,70
2181,2655,2025-03-15 10:15:22.070759011,2,trust,detractor,70
2171,2642,2025-03-15 10:22:57.769980309,1,fees,detractor,120
5132,6283,2025-03-15 11:05:54.474137361,6,product,detractor,163
3771,4610,2025-03-15 12:03:08.779775817,10,app_quality,promoter,35
4370,5338,2025-03-15 13:44:31.927124797,6,fees,detractor,84
4515,5521,2025-03-15 17:20:08.305014333,6,trust,detractor,68
4772,5793,2025-03-15 21:02:58.779103248,2,product,detractor,83
3206,3930,2025-03-15 22:32:40.503091254,5,fees,detractor,165
311,367,2025-03-16 00:50:19.515487824,6,onboarding,detractor,10
3429,4201,2025-03-16 11:35:57.403729262,10,app_quality,promoter,140
5551,6795,2025-03-16 19:08:40.455837018,8,trust,passive,0
4132,5032,2025-03-16 20:29:33.888450494,7,fees,passive,2
2688,3311,2025-03-16 22:33:28.235251768,3,app_quality,detractor,177
4350,5306,2025-03-16 22:48:54.564515974,4,product,detractor,63
5055,6185,2025-03-17 00:04:58.539468167,8,product,passive,16
6526,7949,2025-03-17 00:09:40.152257521,10,app_quality,promoter,26
5618,6883,2025-03-17 05:02:55.000169188,0,fees,detractor,173
2236,2729,2025-03-17 12:44:21.051781160,6,support,detractor,122
2418,2974,2025-03-17 14:15:58.722130949,10,product,promoter,127
259,309,2025-03-17 15:44:39.693286469,7,fees,passive,3
6271,7646,2025-03-17 18:35:59.433992243,10,product,promoter,4
1224,1455,2025-03-18 01:48:56.770789101,8,support,passive,0
1086,1309,2025-03-18 02:54:33.113777423,6,onboarding,detractor,153
2392,2944,2025-03-18 03:57:16.769772823,0,fees,detractor,74
1963,2373,2025-03-18 07:46:35.559491424,10,product,promoter,59
687,837,2025-03-18 07:53:02.096123951,1,fees,detractor,68
1835,2223,2025-03-18 08:38:21.087570557,1,app_quality,detractor,37
3162,3871,2025-03-18 09:30:49.024292425,8,trust,passive,26
719,875,2025-03-18 10:30:45.415004564,10,support,promoter,44
2442,3003,2025-03-18 12:00:20.994222012,10,product,promoter,117
1083,1307,2025-03-18 13:00:07.620193612,10,product,promoter,115
2811,3436,2025-03-18 19:13:26.900009872,10,product,promoter,29
1539,1848,2025-03-18 19:24:46.218414962,4,app_quality,detractor,136
5944,7299,2025-03-18 19:46:36.775047426,4,product,detractor,146
3104,3807,2025-03-18 21:35:45.203830025,4,onboarding,detractor,86
1206,1435,2025-03-18 23:19:50.988599765,6,trust,detractor,118
2271,2789,2025-03-18 23:23:40.568897765,8,trust,passive,5
6223,7598,2025-03-19 00:27:11.149609789,7,fees,passive,28
4882,5961,2025-03-19 04:03:53.864279398,8,onboarding,passive,37
5825,7153,2025-03-19 04:39:48.167181714,10,trust,promoter,20
347,424,2025-03-19 05:59:27.375408772,10,app_quality,promoter,59
2320,2845,2025-03-19 10:34:13.094722303,10,product,promoter,11
2275,2791,2025-03-19 14:39:07.418854336,0,fees,detractor,175
3257,3995,2025-03-19 19:36:50.681310857,7,fees,passive,20
4035,4922,2025-03-19 23:01:22.522866222,10,product,promoter,47
387,462,2025-03-20 01:47:14.870734172,6,trust,detractor,99
3417,4183,2025-03-20 03:04:02.039574247,8,trust,passive,13
5804,7128,2025-03-20 04:02:31.755443363,8,app_quality,passive,27
1143,1371,2025-03-20 10:42:53.864175784,10,onboarding,promoter,105
72,85,2025-03-20 14:44:19.919441757,5,fees,detractor,92
349,427,2025-03-20 16:09:06.290479624,10,trust,promoter,132
1415,1704,2025-03-20 16:28:26.270361572,9,support,promoter,163
2031,2458,2025-03-20 19:27:17.394258896,4,product,detractor,67
6263,7640,2025-03-20 19:48:51.772542552,10,product,promoter,8
6272,7649,2025-03-21 00:03:27.329298062,7,support,passive,24
1863,2251,2025-03-21 00:14:31.864255535,10,app_quality,promoter,162
3599,4400,2025-03-21 05:43:34.361529761,10,trust,promoter,35
5432,6646,2025-03-21 06:10:36.965681091,8,product,passive,6
1462,1768,2025-03-21 08:16:07.767624241,2,product,detractor,144
5423,6639,2025-03-21 11:53:20.936189198,10,product,promoter,157
6529,7951,2025-03-21 12:02:36.608224891,10,product,promoter,22
1626,1956,2025-03-21 14:10:20.166100020,10,product,promoter,95
2705,3330,2025-03-21 14:57:59.638401768,10,app_quality,promoter,62
4885,5966,2025-03-21 15:11:48.422834174,2,product,detractor,34
841,1009,2025-03-21 15:32:27.110406143,10,app_quality,promoter,193
2845,3474,2025-03-21 16:29:06.576580498,4,app_quality,detractor,193
4016,4896,2025-03-21 17:42:50.973683365,0,onboarding,detractor,21
3012,3687,2025-03-21 18:42:12.585490355,10,product,promoter,52
351,429,2025-03-21 19:38:44.543183821,9,support,promoter,27
1135,1365,2025-03-21 20:33:08.817914819,10,trust,promoter,21
342,415,2025-03-22 01:51:16.255945941,10,trust,promoter,7
6422,7825,2025-03-22 05:32:46.215783977,0,support,detractor,164
767,926,2025-03-22 07:33:14.985080789,2,fees,detractor,18
3824,4665,2025-03-22 07:45:36.786023547,8,trust,passive,3
2289,2807,2025-03-22 08:20:47.203162437,8,onboarding,passive,5
3442,4216,2025-03-22 10:29:44.596141854,9,app_quality,promoter,124
5477,6697,2025-03-22 10:53:42.213515599,8,onboarding,passive,34
2749,3374,2025-03-22 20:00:51.567468425,0,onboarding,detractor,188
2538,3103,2025-03-22 20:41:21.333480541,9,support,promoter,126
5084,6221,2025-03-22 23:10:38.625087437,6,fees,detractor,67
5049,6177,2025-03-22 23:43:36.469259256,9,support,promoter,134
2506,3062,2025-03-23 05:17:42.871838899,8,onboarding,passive,29
1077,1296,2025-03-23 06:51:38.941796790,4,onboarding,detractor,30
5751,7051,2025-03-23 07:48:04.228109236,8,fees,passive,9
378,454,2025-03-23 08:49:28.131183410,8,support,passive,9
1427,1718,2025-03-23 08:50:39.532569086,10,trust,promoter,165
2793,3417,2025-03-23 12:28:18.301629633,6,onboarding,detractor,6
4719,5741,2025-03-23 15:15:22.271519111,8,product,passive,18
2156,2623,2025-03-23 17:17:23.874838656,8,product,passive,28
6142,7504,2025-03-23 18:22:21.476762109,8,product,passive,23
1875,2264,2025-03-23 19:25:31.254262924,8,fees,passive,1
3604,4407,2025-03-24 07:01:28.600029874,8,support,passive,26
3666,4475,2025-03-24 08:39:17.586271621,6,product,detractor,38
3157,3865,2025-03-24 14:00:40.020209357,9,support,promoter,95
5232,6400,2025-03-24 14:14:35.288182487,6,onboarding,detractor,48
1115,1341,2025-03-24 14:16:33.903455753,8,trust,passive,28
6552,7977,2025-03-24 17:26:42.070746238,10,app_quality,promoter,173
2643,3255,2025-03-24 23:31:09.810470890,10,trust,promoter,46
2936,3591,2025-03-25 00:35:25.575133358,10,product,promoter,44
1843,2232,2025-03-25 01:50:52.144411263,3,app_quality,detractor,56
3654,4460,2025-03-25 02:45:08.797975588,10,trust,promoter,23
964,1161,2025-03-25 03:09:49.911469073,6,support,detractor,64
3472,4245,2025-03-25 03:38:06.826852420,8,fees,passive,35
624,761,2025-03-25 06:31:14.919945916,7,fees,passive,28
3580,4379,2025-03-25 10:52:40.091713242,4,product,detractor,189
5657,6925,2025-03-25 12:13:29.821220411,8,product,passive,25
2089,2540,2025-03-25 14:36:30.420802166,10,app_quality,promoter,17
1560,1868,2025-03-25 15:47:03.412238193,7,fees,passive,33
1629,1961,2025-03-25 16:44:32.753205496,10,trust,promoter,8
1857,2245,2025-03-25 17:21:11.233502127,10,onboarding,promoter,29
714,869,2025-03-25 23:39:07.049573167,10,product,promoter,171
4356,5311,2025-03-26 03:44:48.725355638,10,support,promoter,40
3565,4359,2025-03-26 05:24:11.856102546,10,app_quality,promoter,124
5562,6806,2025-03-26 07:19:32.160681131,7,support,passive,29
1739,2115,2025-03-26 09:34:17.036391250,8,onboarding,passive,11
1826,2211,2025-03-26 11:28:02.154146833,2,trust,detractor,81
3885,4744,2025-03-26 12:48:58.755942895,10,onboarding,promoter,75
1262,1512,2025-03-26 13:12:14.794292001,6,product,detractor,99
929,1124,2025-03-26 13:51:00.404894632,2,onboarding,detractor,20
4080,4967,2025-03-26 15:30:30.672888932,10,product,promoter,160
2336,2869,2025-03-26 17:24:11.720994122,0,fees,detractor,6
5942,7297,2025-03-26 20:43:17.608649059,2,product,detractor,182
974,1180,2025-03-27 00:04:02.680532785,5,app_quality,detractor,160
4476,5473,2025-03-27 03:56:37.215374945,10,app_quality,promoter,31
5885,7224,2025-03-27 05:52:02.214291915,9,support,promoter,90
4152,5053,2025-03-27 07:14:30.677564575,9,app_quality,promoter,2
3790,4631,2025-03-27 14:18:32.762275715,10,app_quality,promoter,56
773,933,2025-03-27 17:37:15.948828220,6,onboarding,detractor,189
4065,4955,2025-03-27 23:17:21.267597886,8,product,passive,10
4854,5910,2025-03-27 23:59:46.993817083,10,app_quality,promoter,56
3142,3845,2025-03-28 00:12:48.728007662,6,fees,detractor,137
