user_id,jtbd_segment,cohort,group,logins_per_week,tx_per_month,balance_eur,converted,upgrade_reason
39397,digital_newcomers,Growth,treatment,2.5,4,384.91,0,none
39398,digital_newcomers,Growth,treatment,3.1,4,355.07,1,cashback
39399,digital_newcomers,Power,treatment,1.0,5,375.96,0,none
39400,digital_newcomers,Power,treatment,2.1,7,200.57,1,support
39401,digital_newcomers,Dormant,treatment,2.0,3,469.64,0,none
39402,digital_newcomers,Casual,treatment,2.2,8,670.17,0,none
39403,digital_newcomers,Power,treatment,2.0,5,528.8,0,none
39404,digital_newcomers,Growth,treatment,2.1,5,11.4,1,support
39405,digital_newcomers,Casual,treatment,3.0,5,380.9,0,none
39406,digital_newcomers,Casual,treatment,2.2,1,536.46,0,none
39407,digital_newcomers,Casual,treatment,3.0,4,256.62,0,none
39408,digital_newcomers,Casual,treatment,3.7,4,183.44,0,none
39409,digital_newcomers,Casual,treatment,0.8,11,231.71,0,none
39410,digital_newcomers,Dormant,treatment,2.6,6,193.94,0,none
39411,digital_newcomers,Casual,treatment,1.0,4,383.58,0,none
39412,digital_newcomers,Power,treatment,3.2,4,21.98,0,none
39413,digital_newcomers,Casual,treatment,2.6,4,314.43,0,none
39414,digital_newcomers,Casual,treatment,3.7,9,590.64,0,none
39415,digital_newcomers,Power,treatment,2.6,7,430.43,0,none
39416,digital_newcomers,Casual,treatment,2.1,4,394.44,0,none
39417,digital_newcomers,Growth,treatment,1.1,12,428.94,1,support
39418,digital_newcomers,Casual,treatment,1.7,6,226.25,0,none
39419,digital_newcomers,Growth,treatment,2.3,9,283.56,1,cashback
39420,digital_newcomers,Dormant,treatment,2.8,8,346.41,0,none
39421,digital_newcomers,Power,treatment,3.0,3,562.0,0,none
39422,digital_newcomers,Dormant,treatment,2.3,8,620.6,0,none
39423,digital_newcomers,Power,treatment,2.4,9,296.0,0,none
39424,digital_newcomers,Power,treatment,0.7,9,425.25,0,none
39425,digital_newcomers,Casual,treatment,2.8,4,366.01,0,none
39426,digital_newcomers,Dormant,treatment,2.3,3,235.38,0,none
39427,digital_newcomers,Growth,treatment,3.0,10,376.63,0,none
39428,digital_newcomers,Power,treatment,3.4,6,446.61,0,none
39429,digital_newcomers,Casual,treatment,1.0,10,317.92,0,none
39430,digital_newcomers,Power,treatment,2.0,9,360.94,0,none
39431,digital_newcomers,Casual,treatment,1.6,4,272.28,0,none
39432,digital_newcomers,Dormant,treatment,3.4,11,227.55,0,none
39433,digital_newcomers,Dormant,treatment,3.7,8,455.82,0,none
39434,digital_newcomers,Dormant,treatment,2.7,3,271.97,0,none
39435,digital_newcomers,Growth,treatment,3.7,3,481.05,0,none
39436,digital_newcomers,Growth,treatment,3.1,7,157.07,0,none
39437,digital_newcomers,Casual,treatment,3.0,6,343.45,0,none
39438,digital_newcomers,Casual,treatment,3.3,5,338.55,0,none
39439,digital_newcomers,Casual,treatment,2.2,11,544.49,0,none
39440,digital_newcomers,Dormant,treatment,2.8,4,177.3,0,none
39441,digital_newcomers,Growth,treatment,1.6,7,528.49,0,none
39442,digital_newcomers,Growth,treatment,1.3,5,233.37,0,none
39443,digital_newcomers,Growth,treatment,2.2,8,322.95,0,none
39444,digital_newcomers,Power,treatment,3.2,8,289.82,0,none
39445,digital_newcomers,Casual,treatment,1.3,4,385.16,0,none
39446,digital_newcomers,Growth,treatment,1.6,4,364.06,1,premium_features
39447,digital_newcomers,Dormant,treatment,4.3,6,298.35,0,none
39448,digital_newcomers,Power,treatment,1.5,9,623.93,0,none
39449,digital_newcomers,Casual,treatment,1.7,9,377.1,0,none
39450,digital_newcomers,Casual,treatment,2.4,5,464.46,0,none
39451,digital_newcomers,Power,treatment,3.6,2,458.01,0,none
39452,digital_newcomers,Dormant,treatment,1.7,6,410.76,0,none
39453,digital_newcomers,Casual,treatment,2.2,8,213.57,0,none
39454,digital_newcomers,Growth,treatment,2.2,5,60.28,0,none
39455,digital_newcomers,Casual,treatment,2.4,6,143.9,0,none
39456,digital_newcomers,Casual,treatment,2.1,7,26.06,0,none
39457,digital_newcomers,Casual,treatment,1.1,11,471.29,0,none
39458,digital_newcomers,Dormant,treatment,1.4,8,399.41,0,none
39459,digital_newcomers,Casual,treatment,1.9,3,360.03,0,none
39460,digital_newcomers,Casual,treatment,2.0,4,499.24,0,none
39461,digital_newcomers,Growth,treatment,3.4,3,710.08,0,none
39462,digital_newcomers,Power,treatment,3.0,5,187.24,0,none
39463,digital_newcomers,Dormant,treatment,2.3,3,226.07,0,none
39464,digital_newcomers,Dormant,treatment,3.1,6,336.69,0,none
39465,digital_newcomers,Casual,treatment,4.7,4,424.23,0,none
39466,digital_newcomers,Growth,treatment,2.2,4,406.19,0,none
39467,digital_newcomers,Growth,treatment,2.4,6,56.95,0,none
39468,digital_newcomers,Growth,treatment,1.6,5,334.03,0,none
39469,digital_newcomers,Growth,treatment,4.1,11,392.54,0,none
39470,digital_newcomers,Casual,treatment,1.4,2,352.83,0,none
39471,digital_newcomers,Casual,treatment,4.1,11,89.76,0,none
39472,digital_newcomers,Growth,treatment,2.4,9,478.46,0,none
39473,digital_newcomers,Power,treatment,2.4,4,529.3,0,none
39474,digital_newcomers,Casual,treatment,3.0,5,150.19,0,none
39475,digital_newcomers,Power,treatment,2.0,4,322.21,0,none
39476,digital_newcomers,Casual,treatment,1.5,14,449.33,0,none
39477,digital_newcomers,Casual,treatment,1.7,4,630.13,0,none
39478,digital_newcomers,Casual,treatment,3.9,2,299.3,0,none
39479,digital_newcomers,Growth,treatment,3.4,6,224.81,0,none
39480,digital_newcomers,Growth,treatment,3.5,3,199.51,0,none
39481,digital_newcomers,Growth,treatment,3.0,6,358.27,0,none
39482,digital_newcomers,Growth,treatment,0.5,5,259.23,0,none
39483,digital_newcomers,Dormant,treatment,1.2,2,362.83,0,none
39484,digital_newcomers,Growth,treatment,2.6,5,435.31,1,support
39485,digital_newcomers,Growth,treatment,2.9,5,486.82,0,none
39486,digital_newcomers,Casual,treatment,3.3,5,387.68,0,none
39487,digital_newcomers,Growth,treatment,3.1,7,335.37,0,none
39488,digital_newcomers,Casual,treatment,3.1,8,420.97,0,none
39489,digital_newcomers,Power,treatment,3.0,7,360.99,0,none
39490,digital_newcomers,Dormant,treatment,3.4,9,232.84,0,none
39491,digital_newcomers,Growth,treatment,2.0,6,212.82,0,none
39492,digital_newcomers,Power,treatment,3.2,2,0.0,0,none
39493,digital_newcomers,Casual,treatment,1.7,7,142.82,0,none
39494,digital_newcomers,Growth,treatment,2.0,10,389.87,0,none
39495,digital_newcomers,Power,treatment,2.9,5,210.15,0,none
39496,digital_newcomers,Casual,treatment,3.0,7,264.37,0,none
39497,digital_newcomers,Dormant,treatment,3.1,6,281.26,0,none
39498,digital_newcomers,Casual,treatment,3.9,2,443.81,0,none
39499,digital_newcomers,Growth,treatment,2.1,6,471.68,0,none
39500,digital_newcomers,Power,treatment,2.4,8,400.64,0,none
39501,digital_newcomers,Dormant,treatment,3.5,4,193.54,0,none
39502,digital_newcomers,Growth,treatment,2.1,4,213.65,0,none
39503,digital_newcomers,Growth,treatment,3.6,6,114.26,0,none
39504,digital_newcomers,Growth,treatment,2.9,6,439.03,0,none
39505,digital_newcomers,Power,treatment,2.2,7,182.29,0,none
39506,digital_newcomers,Casual,treatment,0.7,5,482.63,0,none
39507,digital_newcomers,Dormant,treatment,4.2,5,345.9,0,none
39508,digital_newcomers,Growth,treatment,3.2,7,315.13,0,none
39509,digital_newcomers,Dormant,treatment,5.7,4,127.2,0,none
39510,digital_newcomers,Growth,treatment,3.4,2,558.2,0,none
39511,digital_newcomers,Casual,treatment,2.7,7,200.81,0,none
39512,digital_newcomers,Casual,treatment,2.7,3,611.9,1,support
39513,digital_newcomers,Dormant,treatment,4.9,3,191.13,0,none
39514,digital_newcomers,Dormant,treatment,2.5,11,275.33,0,none
39515,digital_newcomers,Growth,treatment,3.1,4,338.52,0,none
39516,digital_newcomers,Growth,treatment,2.6,3,281.45,0,none
39517,digital_newcomers,Dormant,treatment,1.4,8,220.32,0,none
39518,digital_newcomers,Growth,treatment,3.8,8,170.86,0,none
39519,digital_newcomers,Casual,treatment,2.7,11,163.57,0,none
39520,digital_newcomers,Growth,treatment,2.8,11,269.64,0,none
39521,digital_newcomers,Casual,treatment,2.5,3,349.8,0,none
39522,digital_newcomers,Dormant,treatment,2.3,6,300.76,0,none
39523,digital_newcomers,Growth,treatment,1.9,7,285.01,0,none
39524,digital_newcomers,Growth,treatment,3.1,11,328.79,0,none
39525,digital_newcomers,Growth,treatment,1.5,4,316.34,0,none
39526,digital_newcomers,Growth,treatment,1.3,9,99.87,0,none
39527,digital_newcomers,Dormant,treatment,3.7,5,433.23,0,none
39528,digital_newcomers,Casual,treatment,3.3,5,108.45,0,none
39529,digital_newcomers,Casual,treatment,2.6,2,377.26,0,none
39530,digital_newcomers,Growth,treatment,3.5,5,599.28,0,none
39531,digital_newcomers,Casual,treatment,3.9,4,481.81,0,none
39532,digital_newcomers,Growth,treatment,3.3,8,395.15,0,none
39533,digital_newcomers,Dormant,treatment,2.5,5,193.89,0,none
39534,digital_newcomers,Casual,treatment,0.3,7,343.96,0,none
39535,digital_newcomers,Casual,treatment,3.3,4,320.28,0,none
39536,digital_newcomers,Growth,treatment,0.7,6,282.17,0,none
39537,digital_newcomers,Dormant,treatment,2.9,5,40.58,0,none
39538,digital_newcomers,Casual,treatment,3.7,7,395.04,0,none
39539,digital_newcomers,Growth,treatment,6.0,9,360.0,0,none
39540,digital_newcomers,Casual,treatment,2.7,6,318.79,0,none
39541,digital_newcomers,Growth,treatment,3.0,4,114.88,0,none
39542,digital_newcomers,Casual,treatment,1.7,4,569.97,0,none
39543,digital_newcomers,Power,treatment,3.0,10,98.14,0,none
39544,digital_newcomers,Growth,treatment,3.9,6,141.53,0,none
39545,digital_newcomers,Casual,treatment,0.9,5,515.43,0,none
39546,digital_newcomers,Growth,treatment,3.4,6,240.19,0,none
39547,digital_newcomers,Casual,treatment,1.9,5,415.06,0,none
39548,digital_newcomers,Dormant,treatment,2.3,1,184.14,0,none
39549,digital_newcomers,Power,treatment,1.3,11,244.6,0,none
39550,digital_newcomers,Power,treatment,2.1,5,665.96,0,none
39551,digital_newcomers,Casual,treatment,2.0,7,289.44,0,none
39552,digital_newcomers,Dormant,treatment,2.4,4,646.91,0,none
39553,digital_newcomers,Power,treatment,2.1,8,273.29,0,none
39554,digital_newcomers,Power,treatment,4.1,8,423.78,0,none
39555,digital_newcomers,Casual,treatment,1.3,6,155.91,0,none
39556,digital_newcomers,Growth,treatment,2.2,4,352.86,0,none
39557,digital_newcomers,Casual,treatment,3.3,4,233.52,0,none
39558,digital_newcomers,Growth,treatment,4.3,7,412.99,0,none
39559,digital_newcomers,Casual,treatment,2.1,7,154.0,0,none
39560,digital_newcomers,Growth,treatment,3.8,2,384.02,0,none
39561,digital_newcomers,Power,treatment,2.8,6,424.74,0,none
39562,digital_newcomers,Casual,treatment,2.4,6,569.06,0,none
39563,digital_newcomers,Power,treatment,2.3,6,398.01,0,none
39564,digital_newcomers,Growth,treatment,3.1,3,441.25,1,premium_features
39565,digital_newcomers,Growth,treatment,0.9,18,254.85,0,none
39566,digital_newcomers,Growth,treatment,1.4,9,155.34,0,none
39567,digital_newcomers,Casual,treatment,3.6,1,208.92,0,none
39568,digital_newcomers,Casual,treatment,4.3,7,305.06,0,none
39569,digital_newcomers,Dormant,treatment,2.2,5,362.15,0,none
39570,digital_newcomers,Growth,treatment,2.2,4,165.2,0,none
39571,digital_newcomers,Dormant,treatment,0.0,8,92.91,0,none
39572,digital_newcomers,Power,treatment,3.7,10,468.74,0,none
39573,digital_newcomers,Growth,treatment,3.1,6,144.83,0,none
39574,digital_newcomers,Power,treatment,1.0,3,361.82,0,none
39575,digital_newcomers,Growth,treatment,2.2,13,380.14,0,none
39576,digital_newcomers,Growth,treatment,4.4,9,226.92,0,none
39577,digital_newcomers,Growth,treatment,2.0,7,332.24,0,none
39578,digital_newcomers,Casual,treatment,3.5,1,262.54,0,none
39579,digital_newcomers,Casual,treatment,2.8,5,311.28,0,none
39580,digital_newcomers,Dormant,treatment,2.9,5,563.63,0,none
39581,digital_newcomers,Dormant,treatment,4.0,8,75.24,0,none
39582,digital_newcomers,Power,treatment,1.7,6,485.67,0,none
39583,digital_newcomers,Casual,treatment,1.9,7,190.48,0,none
39584,digital_newcomers,Casual,treatment,2.3,8,574.09,0,none
39585,digital_newcomers,Growth,treatment,4.6,7,297.99,0,none
39586,digital_newcomers,Power,treatment,1.3,5,150.72,0,none
39587,digital_newcomers,Casual,treatment,4.2,8,304.92,0,none
39588,digital_newcomers,Dormant,treatment,3.0,8,360.02,0,none
39589,digital_newcomers,Power,treatment,3.1,6,29.91,0,none
39590,digital_newcomers,Growth,treatment,3.1,8,415.75,0,none
39591,digital_newcomers,Dormant,treatment,0.7,5,550.9,0,none
39592,digital_newcomers,Casual,treatment,1.7,7,140.79,0,none
39593,digital_newcomers,Dormant,treatment,1.5,6,538.06,0,none
39594,digital_newcomers,Dormant,treatment,3.2,6,98.65,0,none
39595,digital_newcomers,Casual,treatment,2.0,8,370.0,0,none
39596,digital_newcomers,Dormant,treatment,3.5,9,340.12,0,none
39597,digital_newcomers,Growth,treatment,1.9,9,275.07,0,none
39598,digital_newcomers,Dormant,treatment,1.7,3,367.92,0,none
39599,digital_newcomers,Growth,treatment,4.6,7,250.71,0,none
39600,digital_newcomers,Growth,treatment,3.0,3,274.47,0,none
39601,digital_newcomers,Casual,treatment,2.3,4,543.26,0,none
39602,digital_newcomers,Casual,treatment,0.9,3,427.42,0,none
39603,digital_newcomers,Power,treatment,2.4,7,99.26,0,none
39604,digital_newcomers,Dormant,treatment,3.4,7,320.25,0,none
39605,digital_newcomers,Growth,treatment,2.2,6,128.02,0,none
39606,digital_newcomers,Dormant,treatment,2.0,9,0.0,0,none
39607,digital_newcomers,Growth,treatment,2.9,2,362.31,0,none
39608,digital_newcomers,Casual,treatment,2.0,8,313.43,0,none
39609,digital_newcomers,Growth,treatment,2.3,4,280.52,0,none
39610,digital_newcomers,Power,treatment,2.5,7,305.51,0,none
39611,digital_newcomers,Casual,treatment,2.1,6,162.63,0,none
39612,digital_newcomers,Growth,treatment,1.9,6,334.22,0,none
39613,digital_newcomers,Casual,treatment,3.1,4,394.84,0,none
39614,digital_newcomers,Dormant,treatment,2.0,6,276.57,0,none
39615,digital_newcomers,Casual,treatment,2.2,6,100.14,0,none
39616,digital_newcomers,Casual,treatment,2.6,6,283.6,0,none
39617,digital_newcomers,Power,treatment,4.0,5,381.95,0,none
39618,digital_newcomers,Casual,treatment,2.2,4,503.06,0,none
39619,digital_newcomers,Dormant,treatment,3.0,8,394.17,0,none
39620,digital_newcomers,Dormant,treatment,0.3,4,191.63,0,none
39621,digital_newcomers,Dormant,treatment,1.9,6,305.16,0,none
39622,digital_newcomers,Casual,treatment,2.8,9,333.39,0,none
39623,digital_newcomers,Dormant,treatment,3.0,3,265.08,0,none
39624,digital_newcomers,Power,treatment,4.3,5,398.01,0,none
39625,digital_newcomers,Casual,treatment,5.6,6,307.88,0,none
39626,digital_newcomers,Dormant,treatment,0.8,3,490.34,0,none
39627,digital_newcomers,Growth,treatment,2.8,5,73.04,0,none
39628,digital_newcomers,Casual,treatment,2.2,3,322.3,0,none
39629,digital_newcomers,Growth,treatment,2.8,5,212.48,0,none
39630,digital_newcomers,Casual,treatment,2.9,4,350.55,0,none
39631,digital_newcomers,Dormant,treatment,1.7,6,442.63,0,none
39632,digital_newcomers,Power,treatment,3.6,9,276.96,1,premium_features
39633,digital_newcomers,Casual,treatment,2.4,4,260.35,0,none
39634,digital_newcomers,Casual,treatment,4.0,5,410.82,0,none
39635,digital_newcomers,Casual,treatment,3.6,4,329.66,0,none
39636,digital_newcomers,Dormant,treatment,3.6,8,259.56,0,none
39637,digital_newcomers,Casual,treatment,2.8,6,248.7,0,none
39638,digital_newcomers,Power,treatment,3.4,7,516.28,0,none
39639,digital_newcomers,Casual,treatment,1.6,3,460.26,0,none
39640,digital_newcomers,Casual,treatment,2.8,13,315.99,0,none
39641,digital_newcomers,Dormant,treatment,2.8,3,252.03,0,none
39642,digital_newcomers,Casual,treatment,0.9,7,12.69,0,none
39643,digital_newcomers,Casual,treatment,3.9,3,266.71,0,none
39644,digital_newcomers,Growth,treatment,2.9,7,160.17,0,none
39645,digital_newcomers,Casual,treatment,2.6,5,259.96,0,none
39646,digital_newcomers,Dormant,treatment,2.3,8,184.37,0,none
39647,digital_newcomers,Casual,treatment,3.6,15,321.11,0,none
39648,digital_newcomers,Dormant,treatment,1.8,5,282.4,0,none
39649,digital_newcomers,Casual,treatment,2.6,3,588.71,0,none
39650,digital_newcomers,Growth,treatment,2.9,6,426.03,0,none
39651,digital_newcomers,Growth,treatment,2.0,6,18.15,0,none
39652,digital_newcomers,Casual,treatment,4.4,7,119.49,0,none
39653,digital_newcomers,Casual,treatment,2.0,4,520.22,0,none
39654,digital_newcomers,Casual,treatment,2.0,9,217.67,0,none
39655,digital_newcomers,Growth,treatment,3.7,2,261.09,0,none
39656,digital_newcomers,Growth,treatment,1.9,2,40.17,0,none
39657,digital_newcomers,Growth,treatment,1.5,8,442.88,0,none
39658,digital_newcomers,Casual,treatment,1.0,5,416.69,1,premium_features
39659,digital_newcomers,Casual,treatment,2.1,1,0.0,0,none
39660,digital_newcomers,Dormant,treatment,0.8,4,155.2,0,none
39661,digital_newcomers,Casual,treatment,0.8,7,177.03,0,none
39662,digital_newcomers,Dormant,treatment,1.4,7,85.87,0,none
39663,digital_newcomers,Growth,treatment,3.4,4,233.95,0,none
39664,digital_newcomers,Power,treatment,2.0,10,543.44,0,none
39665,digital_newcomers,Dormant,treatment,2.0,7,489.56,0,none
39666,digital_newcomers,Casual,treatment,0.6,6,688.3,0,none
39667,digital_newcomers,Growth,treatment,2.4,8,390.47,0,none
39668,digital_newcomers,Growth,treatment,2.1,2,325.22,0,none
39669,digital_newcomers,Growth,treatment,2.7,3,159.76,0,none
39670,digital_newcomers,Power,treatment,4.4,7,292.34,1,support
39671,digital_newcomers,Growth,treatment,3.0,12,596.7,1,premium_features
39672,digital_newcomers,Power,treatment,2.6,11,166.49,0,none
39673,digital_newcomers,Growth,treatment,1.6,5,0.0,0,none
39674,digital_newcomers,Casual,treatment,2.2,5,319.61,0,none
39675,digital_newcomers,Growth,treatment,2.1,5,492.38,0,none
39676,digital_newcomers,Power,treatment,2.7,6,38.54,0,none
39677,digital_newcomers,Growth,treatment,2.9,6,311.84,0,none
39678,digital_newcomers,Growth,treatment,3.2,0,289.25,0,none
39679,digital_newcomers,Power,treatment,2.4,8,629.3,1,support
39680,digital_newcomers,Casual,treatment,2.8,3,132.68,0,none
39681,digital_newcomers,Growth,treatment,2.0,6,478.43,0,none
39682,digital_newcomers,Power,treatment,1.5,6,237.84,0,none
39683,digital_newcomers,Casual,treatment,4.1,8,131.42,0,none
39684,digital_newcomers,Casual,treatment,2.3,4,250.57,0,none
39685,digital_newcomers,Casual,treatment,1.7,9,338.05,0,none
39686,digital_newcomers,Casual,treatment,3.1,3,202.51,0,none
39687,digital_newcomers,Casual,treatment,4.0,4,248.03,0,none
39688,digital_newcomers,Growth,treatment,4.0,8,482.89,0,none
39689,digital_newcomers,Growth,treatment,3.1,5,61.4,0,none
39690,digital_newcomers,Growth,treatment,4.0,2,479.78,0,none
39691,digital_newcomers,Casual,treatment,3.1,4,153.67,0,none
39692,digital_newcomers,Dormant,treatment,4.0,1,460.86,0,none
39693,digital_newcomers,Dormant,treatment,2.9,9,105.64,0,none
39694,digital_newcomers,Casual,treatment,2.3,7,323.09,0,none
39695,digital_newcomers,Casual,treatment,3.0,4,110.83,0,none
39696,digital_newcomers,Casual,treatment,0.0,5,179.07,1,cashback
39697,digital_newcomers,Dormant,treatment,1.0,12,432.43,0,none
39698,digital_newcomers,Casual,treatment,3.8,2,322.28,0,none
39699,digital_newcomers,Growth,treatment,2.2,4,264.49,0,none
39700,digital_newcomers,Casual,treatment,2.2,12,631.66,0,none
39701,digital_newcomers,Dormant,treatment,4.4,5,315.15,0,none
39702,digital_newcomers,Casual,treatment,4.2,6,264.22,0,none
39703,digital_newcomers,Dormant,treatment,1.5,6,437.88,0,none
39704,digital_newcomers,Growth,treatment,0.0,6,326.58,0,none
39705,digital_newcomers,Dormant,treatment,3.0,3,255.8,0,none
39706,digital_newcomers,Casual,treatment,2.7,3,228.59,0,none
39707,digital_newcomers,Casual,treatment,2.7,8,136.16,0,none
39708,digital_newcomers,Growth,treatment,2.5,7,593.52,0,none
39709,digital_newcomers,Power,treatment,4.4,6,329.95,0,none
39710,digital_newcomers,Dormant,treatment,2.4,8,150.71,0,none
39711,digital_newcomers,Casual,treatment,2.6,8,446.53,0,none
39712,digital_newcomers,Growth,treatment,2.3,7,257.88,1,support
39713,digital_newcomers,Power,treatment,3.2,5,221.35,0,none
39714,digital_newcomers,Casual,treatment,1.6,7,208.7,0,none
39715,digital_newcomers,Dormant,treatment,1.9,5,261.19,0,none
39716,digital_newcomers,Casual,treatment,1.8,5,197.94,0,none
39717,digital_newcomers,Dormant,treatment,2.3,7,415.6,0,none
39718,digital_newcomers,Growth,treatment,1.6,6,451.13,1,support
39719,digital_newcomers,Power,treatment,4.0,4,546.81,0,none
39720,digital_newcomers,Growth,treatment,1.2,7,289.54,0,none
39721,digital_newcomers,Growth,treatment,1.9,3,552.26,0,none
39722,digital_newcomers,Casual,treatment,3.3,10,290.98,0,none
39723,digital_newcomers,Growth,treatment,3.4,5,358.14,0,none
39724,digital_newcomers,Power,treatment,2.8,5,299.82,0,none
39725,digital_newcomers,Growth,treatment,3.0,5,570.62,0,none
39726,digital_newcomers,Growth,treatment,3.0,6,258.16,0,none
39727,digital_newcomers,Casual,treatment,4.1,9,178.73,0,none
39728,digital_newcomers,Growth,treatment,2.6,9,476.49,0,none
39729,digital_newcomers,Power,treatment,2.1,4,192.31,0,none
39730,digital_newcomers,Casual,treatment,2.5,8,402.36,0,none
39731,digital_newcomers,Power,treatment,2.4,8,355.2,0,none
39732,digital_newcomers,Casual,treatment,1.8,6,176.11,0,none
39733,digital_newcomers,Growth,treatment,4.4,2,263.93,0,none
39734,digital_newcomers,Casual,treatment,3.1,5,148.47,0,none
39735,digital_newcomers,Growth,treatment,2.3,5,238.02,0,none
39736,digital_newcomers,Growth,treatment,1.6,5,322.22,0,none
39737,digital_newcomers,Dormant,treatment,3.7,7,64.11,0,none
39738,digital_newcomers,Casual,treatment,4.1,7,224.54,0,none
39739,digital_newcomers,Casual,treatment,2.1,8,305.15,0,none
39740,digital_newcomers,Growth,treatment,2.8,7,469.11,0,none
39741,digital_newcomers,Growth,treatment,2.3,4,136.46,0,none
39742,digital_newcomers,Growth,treatment,4.3,8,355.69,0,none
39743,digital_newcomers,Growth,treatment,2.1,3,508.69,0,none
39744,digital_newcomers,Casual,treatment,1.7,7,484.28,0,none
39745,digital_newcomers,Power,treatment,2.9,5,483.64,0,none
39746,digital_newcomers,Growth,treatment,0.7,9,157.25,0,none
39747,digital_newcomers,Growth,treatment,2.2,7,127.12,0,none
39748,digital_newcomers,Growth,treatment,1.6,7,0.0,0,none
39749,digital_newcomers,Casual,treatment,3.4,4,71.49,0,none
39750,digital_newcomers,Casual,treatment,3.6,7,362.04,0,none
39751,digital_newcomers,Dormant,treatment,1.2,11,318.42,0,none
39752,digital_newcomers,Power,treatment,3.2,5,445.31,0,none
39753,digital_newcomers,Growth,treatment,3.0,4,202.37,0,none
39754,digital_newcomers,Power,treatment,2.6,6,231.34,0,none
39755,digital_newcomers,Casual,treatment,3.7,1,407.71,0,none
39756,digital_newcomers,Dormant,treatment,3.3,6,206.93,0,none
39757,digital_newcomers,Growth,treatment,3.4,5,274.68,0,none
39758,digital_newcomers,Growth,treatment,1.9,5,361.79,0,none
39759,digital_newcomers,Power,treatment,4.0,7,232.91,0,none
39760,digital_newcomers,Casual,treatment,3.9,6,534.49,0,none
39761,digital_newcomers,Growth,treatment,2.2,7,458.48,0,none
39762,digital_newcomers,Casual,treatment,2.3,9,120.71,0,none
39763,digital_newcomers,Casual,treatment,2.1,5,280.07,0,none
39764,digital_newcomers,Dormant,treatment,3.4,6,347.14,0,none
39765,digital_newcomers,Growth,treatment,2.6,7,457.95,0,none
39766,digital_newcomers,Growth,treatment,1.7,6,462.35,1,support
39767,digital_newcomers,Casual,treatment,4.0,2,164.04,0,none
39768,digital_newcomers,Growth,treatment,2.4,6,293.58,0,none
39769,digital_newcomers,Casual,treatment,4.8,5,178.35,0,none
39770,digital_newcomers,Casual,treatment,3.6,6,198.84,0,none
39771,digital_newcomers,Casual,treatment,5.3,4,326.3,0,none
39772,digital_newcomers,Dormant,treatment,1.7,6,41.0,0,none
39773,digital_newcomers,Casual,treatment,1.6,4,269.84,0,none
39774,digital_newcomers,Growth,treatment,3.0,11,138.35,0,none
39775,digital_newcomers,Casual,treatment,2.4,2,480.72,0,none
39776,digital_newcomers,Casual,treatment,2.7,2,260.67,0,none
39777,digital_newcomers,Casual,treatment,0.9,8,405.98,0,none
39778,digital_newcomers,Dormant,treatment,2.0,2,261.69,0,none
39779,digital_newcomers,Power,treatment,3.4,1,440.62,0,none
39780,digital_newcomers,Power,treatment,2.3,5,541.18,0,none
39781,digital_newcomers,Growth,treatment,2.6,7,0.0,0,none
39782,digital_newcomers,Dormant,treatment,2.5,6,411.15,0,none
39783,digital_newcomers,Casual,treatment,2.5,3,234.17,0,none
39784,digital_newcomers,Casual,treatment,3.3,5,269.19,0,none
39785,digital_newcomers,Growth,treatment,2.5,4,318.22,0,none
39786,digital_newcomers,Growth,treatment,2.4,6,248.02,0,none
39787,digital_newcomers,Casual,treatment,1.4,15,521.83,0,none
39788,digital_newcomers,Dormant,treatment,2.7,2,249.98,0,none
39789,digital_newcomers,Casual,treatment,3.2,2,0.0,0,none
39790,digital_newcomers,Casual,treatment,2.5,5,195.86,0,none
39791,digital_newcomers,Casual,treatment,3.7,5,288.2,0,none
39792,digital_newcomers,Casual,treatment,3.6,4,369.69,0,none
39793,digital_newcomers,Dormant,treatment,2.7,8,241.46,0,none
39794,digital_newcomers,Casual,treatment,3.0,5,336.05,0,none
39795,digital_newcomers,Growth,treatment,2.8,6,0.0,0,none
39796,digital_newcomers,Casual,treatment,1.7,5,393.72,0,none
39797,digital_newcomers,Casual,treatment,2.6,7,365.88,1,premium_features
39798,digital_newcomers,Dormant,treatment,3.0,7,112.86,0,none
39799,digital_newcomers,Power,treatment,3.5,3,323.98,0,none
39800,digital_newcomers,Growth,treatment,1.1,3,736.11,0,none
39801,digital_newcomers,Power,treatment,2.5,4,511.35,0,none
39802,digital_newcomers,Growth,treatment,3.4,1,15.55,0,none
39803,digital_newcomers,Casual,treatment,4.0,5,364.06,0,none
39804,digital_newcomers,Casual,treatment,1.9,4,101.21,0,none
39805,digital_newcomers,Casual,treatment,3.7,7,209.36,0,none
39806,digital_newcomers,Growth,treatment,2.6,4,329.42,0,none
39807,digital_newcomers,Growth,treatment,2.5,4,204.07,0,none
39808,digital_newcomers,Casual,treatment,2.1,7,310.48,0,none
39809,digital_newcomers,Casual,treatment,2.0,4,99.28,0,none
39810,digital_newcomers,Dormant,treatment,2.5,4,253.08,0,none
39811,digital_newcomers,Growth,treatment,3.2,3,239.64,0,none
39812,digital_newcomers,Casual,treatment,3.3,5,383.69,0,none
39813,digital_newcomers,Power,treatment,3.0,4,105.83,0,none
39814,digital_newcomers,Casual,treatment,3.6,6,183.16,0,none
39815,digital_newcomers,Dormant,treatment,3.3,4,497.86,0,none
39816,digital_newcomers,Growth,treatment,2.1,7,230.18,0,none
39817,digital_newcomers,Growth,treatment,2.4,8,440.49,0,none
