customer_id,usage_frequency,avg_transaction_value,days_since_last_activity,support_tickets,device_error_rate,age,is_premium,customer_tenure_months,channel,churned
6931,0.4464,23.27,67,0,0.0767,58,0,14,website,0
6932,0.4363,27.71,62,1,0.112,64,0,20,website,0
6933,0.0969,14.14,31,0,0.0352,62,0,17,referral,1
6934,0.1706,69.36,74,2,0.1229,21,0,4,website,1
6935,0.0938,29.1,59,0,0.0273,67,0,9,google_play,0
6936,0.7113,26.9,67,1,0.3769,25,1,40,app_store,1
6937,0.5979,51.81,38,0,0.0436,23,0,20,google_play,0
6938,0.163,33.68,30,0,0.0904,31,0,46,google_play,0
6939,0.5219,15.96,82,0,0.5012,50,1,18,google_play,0
6940,0.422,25.08,60,0,0.0785,48,1,8,website,0
6941,0.0554,38.2,32,0,0.009,41,0,19,app_store,1
6942,0.437,26.75,33,0,0.0006,44,1,33,website,0
6943,0.101,10.0,57,0,0.4948,42,1,36,google_play,1
6944,0.2518,68.39,41,0,0.0879,50,0,8,website,0
6945,0.1344,28.71,1,0,0.4863,49,0,17,referral,0
6946,0.1338,19.46,7,1,0.3349,20,0,34,app_store,1
6947,0.2729,40.45,52,0,0.1732,65,0,41,referral,0
6948,0.2703,18.15,15,0,0.2887,24,0,9,website,0
6949,0.3114,8.77,69,1,0.3199,66,0,17,google_play,1
6950,0.4968,25.55,31,0,0.4561,65,0,26,referral,0
6951,0.2267,40.93,74,0,0.8137,47,0,29,app_store,1
6952,0.4133,21.19,70,0,0.2683,37,0,24,website,0
6953,0.055,21.77,78,2,0.1425,48,0,32,google_play,1
6954,0.4621,22.47,56,1,0.5729,24,0,19,google_play,1
6955,0.6099,23.81,45,1,0.1624,56,0,17,website,0
6956,0.4808,28.35,61,0,0.1761,33,0,22,google_play,0
6957,0.6486,44.71,52,2,0.0976,55,1,39,google_play,0
6958,0.3431,42.82,82,0,0.1562,45,0,36,google_play,0
6959,0.1695,106.08,28,0,0.2151,59,0,15,website,0
6960,0.4772,86.67,9,0,0.491,31,0,14,referral,0
6961,0.0437,13.99,85,1,0.1865,22,0,26,app_store,1
6962,0.1703,21.78,74,1,0.1051,64,0,3,app_store,0
6963,0.0962,42.35,56,0,0.1128,47,1,38,google_play,1
6964,0.1396,7.29,13,1,0.7606,37,0,40,referral,0
6965,0.3908,31.83,23,0,0.1672,56,0,14,app_store,0
6966,0.1904,14.02,28,1,0.5841,18,0,2,google_play,1
6967,0.2369,24.6,80,0,0.1166,30,0,21,google_play,0
6968,0.2436,25.75,32,0,0.216,40,0,8,referral,0
6969,0.0955,7.4,57,0,0.1711,52,0,34,google_play,1
6970,0.3516,138.74,84,0,0.0862,30,0,28,google_play,0
6971,0.2151,17.49,61,0,0.145,20,0,22,website,1
6972,0.458,69.85,50,3,0.2111,38,0,38,website,1
6973,0.2926,8.13,11,0,0.447,54,1,18,google_play,0
6974,0.2437,16.12,23,0,0.0584,49,0,12,referral,0
6975,0.2429,44.12,1,1,0.5069,41,0,16,app_store,1
6976,0.4973,21.3,14,0,0.1842,19,0,36,website,0
6977,0.4683,44.14,52,1,0.4453,52,0,40,website,1
6978,0.4658,39.31,60,2,0.184,24,0,39,google_play,0
6979,0.1122,14.1,15,0,0.2265,32,0,3,google_play,1
6980,0.5372,59.36,29,0,0.0287,36,0,3,google_play,0
6981,0.0483,37.67,61,0,0.0595,37,1,19,website,1
6982,0.2256,9.14,6,0,0.006,48,0,27,referral,0
6983,0.1834,27.04,54,0,0.2381,27,0,18,google_play,1
6984,0.1272,39.68,42,2,0.2729,64,1,32,google_play,1
6985,0.3516,23.43,29,0,0.2146,35,0,29,google_play,0
6986,0.1588,25.99,41,1,0.2212,57,0,30,website,1
6987,0.3114,35.3,39,1,0.4325,25,0,43,google_play,0
6988,0.2545,8.0,78,0,0.0162,27,0,36,app_store,0
6989,0.213,21.82,74,1,0.1682,61,1,34,referral,0
6990,0.2823,19.32,84,0,0.0525,62,0,4,google_play,0
6991,0.3433,42.62,61,1,0.1161,40,1,29,app_store,0
6992,0.483,16.92,43,0,0.0723,55,0,15,website,0
6993,0.0581,98.15,27,0,0.2438,23,0,39,referral,0
6994,0.0475,16.65,52,0,0.0548,21,1,37,referral,0
6995,0.132,11.4,45,0,0.2597,61,1,36,app_store,0
6996,0.2264,59.22,77,1,0.0867,56,0,46,website,0
6997,0.1782,38.02,40,0,0.2126,66,0,30,app_store,1
6998,0.2267,32.74,62,0,0.1443,25,0,1,app_store,1
6999,0.5736,21.07,4,1,0.0761,48,0,42,google_play,0
7000,0.0243,19.49,39,1,0.0544,29,1,7,app_store,1
7001,0.1294,34.4,32,1,0.0384,31,0,17,google_play,1
7002,0.2583,16.76,57,0,0.0812,23,0,45,app_store,0
7003,0.0445,86.68,10,2,0.38,57,0,25,google_play,1
7004,0.5615,29.46,12,0,0.2452,56,0,39,google_play,0
7005,0.823,20.63,15,0,0.0641,61,0,26,google_play,1
7006,0.0759,18.66,50,0,0.2364,63,0,14,website,1
7007,0.1299,10.63,30,0,0.0586,50,0,34,referral,0
7008,0.2799,40.89,7,0,0.2289,59,0,31,referral,0
7009,0.4008,14.33,89,0,0.3798,45,1,41,website,1
7010,0.2162,22.42,56,0,0.0518,28,0,15,app_store,0
7011,0.5356,145.94,53,2,0.0886,53,0,3,google_play,1
7012,0.5525,6.94,58,0,0.3496,53,0,20,google_play,0
7013,0.3498,22.88,27,0,0.0783,33,0,9,app_store,0
7014,0.341,9.41,2,0,0.0666,46,0,38,google_play,0
7015,0.1313,16.84,14,1,0.1142,58,1,14,referral,0
7016,0.1739,22.21,73,2,0.1726,41,0,39,website,1
7017,0.2135,9.85,34,0,0.0343,57,0,22,website,0
7018,0.1475,32.67,88,0,0.1228,29,1,36,google_play,1
7019,0.3957,68.57,24,1,0.0112,24,1,43,website,0
7020,0.1837,30.97,42,0,0.2944,44,1,10,google_play,0
7021,0.0869,44.18,78,1,0.0314,36,1,38,google_play,0
7022,0.1534,76.48,65,1,0.0467,38,0,20,website,0
7023,0.2939,37.52,47,1,0.1927,66,0,11,app_store,1
7024,0.626,4.72,52,0,0.1575,58,0,36,website,0
7025,0.5119,27.81,84,1,0.3185,19,0,33,app_store,1
7026,0.4826,4.26,44,1,0.0802,51,0,35,app_store,0
7027,0.183,14.8,29,1,0.1712,44,0,38,website,1
7028,0.2011,8.59,68,0,0.4844,39,1,31,google_play,1
7029,0.1304,29.7,11,0,0.0791,47,0,8,google_play,0
7030,0.38,13.09,3,0,0.0463,29,0,7,website,0
7031,0.0855,30.27,76,1,0.3403,45,0,18,app_store,1
7032,0.2243,42.39,81,1,0.2294,63,1,41,google_play,1
7033,0.1,12.54,57,1,0.0937,37,0,23,website,1
7034,0.3265,29.25,17,0,0.1095,22,0,8,google_play,0
7035,0.4709,3.92,62,2,0.2805,23,0,6,app_store,1
7036,0.1827,8.63,85,0,0.0989,61,0,29,app_store,1
7037,0.0555,59.58,13,0,0.1711,53,1,17,website,0
7038,0.4669,13.23,16,0,0.1547,69,0,30,google_play,0
7039,0.2176,16.99,28,0,0.3179,61,0,41,app_store,0
7040,0.2507,13.84,25,0,0.4313,58,0,15,google_play,0
7041,0.2191,7.29,5,1,0.6595,34,0,5,app_store,0
7042,0.3808,11.9,7,0,0.1255,68,1,11,google_play,0
7043,0.1557,24.43,24,2,0.1011,63,0,30,app_store,1
7044,0.0896,18.73,22,1,0.3634,61,1,7,app_store,1
7045,0.4629,52.0,60,0,0.4386,23,1,30,google_play,0
7046,0.0799,15.91,69,0,0.3531,32,0,3,app_store,1
7047,0.1629,24.33,72,0,0.1056,34,0,8,app_store,1
7048,0.262,16.76,79,0,0.0115,57,0,5,referral,0
7049,0.2435,47.17,84,0,0.3045,45,0,24,google_play,0
7050,0.5635,9.0,67,1,0.2306,30,1,34,google_play,1
7051,0.3069,34.27,31,0,0.2137,20,0,18,app_store,1
7052,0.5454,32.57,20,0,0.0663,58,0,28,website,0
7053,0.4814,13.81,23,2,0.3113,38,0,5,referral,1
7054,0.3962,22.88,64,1,0.127,39,0,6,app_store,1
7055,0.3244,32.16,76,1,0.0634,52,0,36,google_play,1
7056,0.1026,15.12,3,0,0.1004,33,0,39,app_store,1
7057,0.0301,14.9,32,1,0.4024,69,0,4,website,1
7058,0.4057,10.37,41,2,0.2409,44,0,20,website,1
7059,0.1075,101.05,36,0,0.0105,35,0,14,app_store,0
7060,0.4157,17.69,49,0,0.4395,23,0,27,google_play,1
7061,0.3663,10.4,19,1,0.4321,42,0,16,google_play,0
7062,0.0907,7.12,8,1,0.0708,48,0,6,website,0
7063,0.49,13.99,4,0,0.3236,36,0,32,google_play,0
7064,0.1531,29.57,0,3,0.0598,27,0,27,referral,1
7065,0.0332,20.52,17,1,0.185,67,0,41,app_store,0
7066,0.2325,31.36,68,1,0.2937,37,0,11,google_play,1
7067,0.1516,40.48,16,0,0.0352,57,0,30,website,0
7068,0.3941,22.07,34,0,0.6435,61,1,2,website,0
7069,0.2861,22.44,66,0,0.1877,53,0,9,referral,0
7070,0.0201,73.41,89,0,0.2288,60,0,24,referral,1
7071,0.1281,41.09,57,0,0.1915,61,0,28,google_play,0
7072,0.643,32.11,10,0,0.457,67,0,37,referral,0
7073,0.1692,19.29,5,0,0.2258,60,0,30,website,1
7074,0.2491,39.36,13,0,0.4487,44,0,21,referral,0
7075,0.0589,31.39,1,2,0.3365,67,0,5,website,1
7076,0.0412,30.58,18,1,0.1451,60,0,23,referral,1
7077,0.2896,40.53,42,2,0.1064,62,0,46,website,0
7078,0.1485,30.82,75,0,0.2156,37,0,22,referral,1
7079,0.1855,8.47,51,0,0.0675,33,0,31,app_store,0
7080,0.2441,25.49,77,1,0.1823,40,0,31,referral,1
7081,0.1408,11.24,60,0,0.1498,21,0,27,google_play,1
7082,0.2797,38.22,7,2,0.0513,49,0,44,google_play,1
7083,0.609,8.18,27,0,0.1079,22,1,4,website,0
7084,0.3055,24.0,43,0,0.2236,22,1,36,referral,0
7085,0.1534,25.55,50,1,0.0173,18,0,22,google_play,0
7086,0.0478,10.99,68,1,0.6566,61,0,32,referral,1
7087,0.4379,23.18,54,1,0.0556,42,0,3,website,0
7088,0.0224,41.99,70,0,0.6531,34,0,5,app_store,1
7089,0.0776,16.62,2,1,0.4125,45,0,10,google_play,1
7090,0.3634,30.04,31,0,0.2308,55,0,47,website,0
7091,0.4614,35.0,89,0,0.0852,32,0,44,google_play,1
7092,0.2288,11.62,12,0,0.3989,27,0,44,google_play,0
7093,0.3838,25.25,85,1,0.1693,59,0,34,website,1
7094,0.1313,21.17,30,2,0.0484,66,1,10,app_store,1
7095,0.0567,24.28,33,0,0.1903,55,0,22,website,0
7096,0.2645,7.98,9,1,0.2085,50,0,20,app_store,1
7097,0.5393,9.16,53,2,0.2041,21,0,41,google_play,1
7098,0.2632,57.63,22,1,0.0654,38,0,15,google_play,1
7099,0.3851,41.65,34,1,0.2186,46,0,6,referral,0
7100,0.6914,28.62,66,0,0.1966,65,0,28,website,0
7101,0.1222,46.12,75,0,0.2778,20,0,10,google_play,1
7102,0.1029,9.7,65,2,0.0054,35,0,17,google_play,1
7103,0.2593,20.93,8,1,0.3186,43,0,4,website,0
7104,0.2217,19.6,55,1,0.1303,58,0,9,app_store,1
7105,0.2779,14.31,15,0,0.218,69,0,17,app_store,0
7106,0.1331,11.09,83,0,0.298,21,0,28,app_store,1
7107,0.0241,61.64,65,0,0.0461,55,0,15,app_store,0
7108,0.1543,15.79,51,3,0.01,48,1,23,google_play,0
7109,0.1797,33.63,22,0,0.0806,54,0,22,google_play,0
7110,0.5136,30.96,89,0,0.024,64,0,7,website,0
7111,0.2208,51.0,88,1,0.2162,45,0,8,app_store,1
7112,0.6582,41.01,54,1,0.0287,67,0,11,website,0
7113,0.4833,19.78,75,0,0.1199,47,0,18,referral,0
7114,0.3251,10.12,63,1,0.2756,42,0,28,referral,1
7115,0.3637,45.82,74,1,0.0682,24,1,38,google_play,0
7116,0.6312,57.71,11,0,0.2264,65,0,33,website,0
7117,0.1149,137.58,15,2,0.2231,27,0,11,google_play,1
7118,0.36,48.65,25,0,0.4257,30,0,10,google_play,0
7119,0.4488,15.69,17,0,0.3977,20,0,22,google_play,0
7120,0.2892,17.18,64,0,0.469,53,0,15,website,1
7121,0.2093,5.73,73,0,0.0442,62,1,17,website,1
7122,0.4271,13.9,62,4,0.3776,34,0,6,website,1
7123,0.3469,10.09,38,0,0.1486,49,0,45,website,0
7124,0.4169,37.03,63,0,0.3447,47,0,26,website,0
7125,0.3132,47.96,67,1,0.4021,48,0,45,website,1
7126,0.306,119.19,7,0,0.3299,53,0,31,website,0
7127,0.299,212.97,56,1,0.0924,23,0,9,google_play,0
7128,0.2879,29.2,1,0,0.3992,64,1,5,referral,1
7129,0.3339,16.31,78,0,0.1337,36,0,10,app_store,0
7130,0.2046,18.66,3,0,0.7763,50,0,41,google_play,0
7131,0.0824,15.11,71,0,0.3053,59,0,38,google_play,1
7132,0.4125,126.54,5,0,0.4248,27,0,41,website,0
7133,0.5125,3.53,60,0,0.0158,22,0,4,google_play,0
7134,0.3089,76.26,6,0,0.107,55,0,17,app_store,0
7135,0.159,12.76,57,0,0.1267,42,1,36,website,0
7136,0.3635,18.66,20,0,0.1739,20,0,41,app_store,0
7137,0.5647,4.03,71,0,0.409,18,0,9,website,1
7138,0.025,51.34,88,1,0.3008,37,0,37,website,1
7139,0.1558,42.74,44,0,0.7678,66,0,24,google_play,1
7140,0.127,11.41,18,0,0.0845,49,0,11,referral,0
7141,0.0822,53.26,46,0,0.2238,68,0,32,referral,1
7142,0.3987,46.55,11,0,0.6882,40,0,33,app_store,0
7143,0.5297,16.93,84,0,0.0833,37,1,31,app_store,0
7144,0.2021,5.83,3,0,0.469,24,0,7,referral,0
7145,0.0753,21.04,71,0,0.0173,18,0,33,website,0
7146,0.2661,50.86,67,1,0.118,26,0,43,google_play,0
7147,0.3914,12.93,79,0,0.0034,26,0,30,app_store,0
7148,0.2035,52.3,70,0,0.1711,60,1,5,app_store,0
7149,0.3583,13.43,60,0,0.0533,26,0,33,app_store,0
7150,0.2472,23.03,18,0,0.1268,69,0,25,google_play,0
7151,0.4035,14.65,33,1,0.2249,31,0,14,app_store,1
7152,0.4567,27.37,50,1,0.2197,33,0,38,google_play,0
7153,0.4688,43.59,83,0,0.2972,35,0,9,website,0
7154,0.4096,76.82,53,0,0.1313,64,0,40,google_play,0
7155,0.6187,28.38,22,2,0.1955,58,0,42,website,0
7156,0.2566,8.24,31,0,0.1582,39,0,46,website,0
7157,0.2552,38.19,28,1,0.1403,32,0,17,google_play,0
7158,0.2185,19.92,61,1,0.1268,29,0,36,google_play,0
7159,0.2382,19.62,20,2,0.3985,52,0,2,app_store,0
7160,0.5711,26.42,89,0,0.0163,62,0,8,google_play,0
7161,0.2954,36.29,64,0,0.1603,56,0,34,google_play,0
7162,0.432,18.37,20,1,0.2368,58,0,42,website,0
7163,0.1684,36.84,52,0,0.3195,56,0,27,app_store,1
7164,0.4386,32.57,24,1,0.2747,40,0,19,app_store,0
7165,0.3598,36.86,51,1,0.0926,34,0,36,google_play,0
7166,0.1362,45.42,44,2,0.0413,21,0,8,google_play,0
7167,0.4955,5.24,63,0,0.0274,68,1,10,google_play,0
7168,0.1092,18.64,18,0,0.1358,23,0,1,website,1
7169,0.1093,22.05,74,0,0.0328,57,0,45,app_store,0
7170,0.4495,20.61,69,2,0.178,50,0,26,website,1
7171,0.1947,13.38,23,1,0.3188,42,0,3,google_play,0
7172,0.3224,15.54,74,1,0.0139,28,0,26,google_play,0
7173,0.1056,35.33,68,0,0.4516,56,0,15,website,1
7174,0.1178,33.87,29,3,0.2891,33,0,24,google_play,1
7175,0.2106,25.1,46,1,0.0047,31,0,46,google_play,0
7176,0.1253,12.15,0,1,0.2248,21,0,2,app_store,0
7177,0.1449,44.78,80,0,0.0463,43,0,1,website,0
7178,0.3017,42.57,61,1,0.0112,61,1,34,google_play,0
7179,0.5288,53.45,3,0,0.0013,59,0,31,website,0
7180,0.2129,14.19,68,0,0.1922,64,0,1,website,0
7181,0.1962,310.72,21,1,0.2374,24,0,1,app_store,0
7182,0.3964,28.62,45,1,0.0676,22,0,46,app_store,1
7183,0.2758,14.44,16,2,0.3021,19,0,5,app_store,0
7184,0.2448,129.71,1,0,0.0967,57,0,1,website,1
7185,0.1382,41.4,5,0,0.079,40,0,44,app_store,0
7186,0.1951,28.27,2,1,0.1626,69,0,37,app_store,0
7187,0.3932,30.77,60,0,0.2444,48,0,9,referral,0
7188,0.2484,60.2,84,0,0.082,23,1,34,app_store,0
7189,0.1041,29.27,71,0,0.2992,61,0,4,website,1
7190,0.4455,7.34,85,0,0.522,49,0,14,referral,1
7191,0.2881,24.23,47,1,0.0208,69,0,37,app_store,1
7192,0.1403,46.05,31,0,0.0896,54,0,46,app_store,1
7193,0.1928,23.73,75,0,0.2774,53,0,1,website,1
7194,0.4147,12.31,19,0,0.0181,56,1,36,google_play,0
7195,0.1319,23.92,57,4,0.0484,60,1,18,google_play,1
7196,0.2499,44.92,12,0,0.0239,38,0,46,app_store,0
7197,0.3779,59.93,58,0,0.064,37,0,36,google_play,0
7198,0.2747,11.29,22,1,0.0642,35,0,11,referral,0
7199,0.2677,10.76,20,1,0.1933,53,0,12,app_store,1
7200,0.1265,23.54,68,1,0.2635,54,0,6,website,1
7201,0.3271,15.1,86,1,0.2637,48,0,1,app_store,1
7202,0.3001,16.37,60,0,0.1204,38,0,17,referral,1
7203,0.0492,20.33,44,1,0.4335,26,0,1,google_play,1
7204,0.3358,41.94,64,3,0.1702,34,0,39,app_store,1
7205,0.5171,13.59,86,0,0.0525,31,0,8,website,0
7206,0.5311,10.84,71,0,0.1394,36,0,41,website,0
7207,0.2698,14.62,36,0,0.5902,46,0,47,app_store,0
7208,0.1935,8.51,49,1,0.01,47,0,36,referral,1
7209,0.4366,25.45,40,0,0.5088,68,1,31,google_play,0
7210,0.2277,26.48,46,1,0.2336,67,0,26,website,1
7211,0.176,49.75,63,2,0.1196,20,0,28,referral,1
7212,0.6164,11.69,19,0,0.4851,36,0,21,google_play,0
7213,0.0629,26.74,72,0,0.1745,24,0,3,website,1
7214,0.4954,31.01,45,0,0.1207,19,0,42,app_store,0
7215,0.2032,8.3,21,1,0.2731,31,0,45,app_store,0
7216,0.3622,28.6,81,0,0.4003,68,0,14,google_play,1
7217,0.2619,29.35,89,0,0.5357,55,0,27,website,1
7218,0.4037,22.43,48,1,0.1237,31,0,26,app_store,1
7219,0.2473,10.0,3,0,0.0613,39,0,11,app_store,0
7220,0.2171,23.26,52,3,0.0458,68,0,16,app_store,0
7221,0.3172,6.24,4,1,0.0759,37,0,2,google_play,1
7222,0.3696,30.8,77,1,0.214,62,0,33,app_store,1
7223,0.1901,41.23,10,0,0.2836,45,0,30,google_play,0
7224,0.1866,21.05,67,0,0.5586,56,0,23,referral,1
7225,0.4498,60.08,50,0,0.189,19,0,39,website,0
7226,0.1918,15.06,63,0,0.4181,42,0,18,google_play,1
7227,0.238,14.74,57,0,0.1093,69,0,17,google_play,1
7228,0.405,20.19,29,1,0.2853,69,0,33,website,1
7229,0.3869,119.64,80,1,0.2094,59,0,11,website,1
7230,0.4986,20.11,71,0,0.041,32,1,44,google_play,0
7231,0.1713,109.98,40,2,0.0683,43,0,10,app_store,0
7232,0.2759,23.88,77,0,0.5659,44,0,28,website,1
7233,0.3113,13.94,70,1,0.6464,60,1,44,app_store,0
7234,0.438,96.26,31,0,0.1362,27,0,20,google_play,1
7235,0.0895,27.92,55,1,0.4212,46,0,26,referral,1
7236,0.0857,19.97,16,1,0.0828,62,0,36,website,1
7237,0.0815,44.82,37,0,0.0297,20,0,20,google_play,0
7238,0.3896,58.74,35,0,0.0225,38,1,16,website,0
7239,0.3946,16.33,51,1,0.283,58,0,26,referral,0
7240,0.2732,46.12,29,0,0.0357,44,0,3,app_store,1
7241,0.0742,20.93,19,2,0.0465,65,0,19,app_store,1
7242,0.6251,12.34,33,1,0.2178,54,1,26,referral,0
7243,0.291,14.95,68,1,0.1696,54,0,14,referral,0
7244,0.2638,10.8,3,0,0.0966,54,0,2,website,0
7245,0.392,26.08,48,0,0.3472,23,1,2,google_play,0
7246,0.2398,26.14,50,0,0.1201,41,0,47,app_store,0
7247,0.1789,54.57,74,0,0.4281,63,1,47,google_play,1
7248,0.1315,45.06,18,0,0.1246,39,0,6,website,0
7249,0.3962,18.49,33,1,0.1974,39,0,32,app_store,0
7250,0.2553,21.43,3,0,0.3053,27,0,22,google_play,1
7251,0.3542,15.58,17,0,0.1788,56,0,11,app_store,0
7252,0.392,26.49,66,0,0.0921,52,0,28,website,0
7253,0.3919,21.02,43,0,0.3762,68,1,3,app_store,0
7254,0.5089,25.4,65,1,0.1729,33,0,34,google_play,0
7255,0.3075,68.27,44,0,0.3325,28,0,18,referral,0
7256,0.3388,70.79,64,0,0.1103,68,0,23,website,0
7257,0.5403,15.85,28,1,0.1376,35,0,33,website,0
7258,0.1619,42.26,52,0,0.2857,48,0,9,app_store,1
7259,0.1069,38.76,54,2,0.0882,21,0,20,google_play,1
7260,0.432,16.7,59,1,0.3537,26,0,1,referral,1
7261,0.3975,65.92,26,1,0.0963,61,0,23,app_store,0
7262,0.0588,8.71,28,0,0.16,56,0,3,app_store,1
7263,0.2235,52.09,53,0,0.1114,59,0,7,website,0
7264,0.2643,22.6,81,0,0.8173,52,0,42,google_play,0
7265,0.4385,11.59,47,0,0.0801,50,0,42,referral,0
7266,0.3362,21.57,39,0,0.097,50,0,15,app_store,0
7267,0.1359,91.34,1,1,0.146,61,0,37,app_store,0
7268,0.496,142.25,7,1,0.1123,48,0,11,app_store,0
7269,0.4503,14.22,60,0,0.0811,29,0,35,google_play,0
7270,0.1148,23.87,13,0,0.2355,49,0,1,website,1
7271,0.6486,21.54,36,0,0.0994,27,0,32,google_play,0
7272,0.3441,24.21,8,2,0.2363,67,0,47,google_play,1
7273,0.4266,76.51,72,0,0.0429,46,0,39,app_store,0
7274,0.315,18.66,21,1,0.2947,55,0,15,referral,0
7275,0.3213,14.19,65,0,0.297,30,0,45,app_store,1
7276,0.3701,17.97,43,0,0.011,63,0,24,google_play,0
7277,0.3923,21.52,71,2,0.0489,30,0,14,referral,0
7278,0.4764,42.06,42,1,0.0447,41,0,8,app_store,1
7279,0.351,26.79,23,0,0.0865,55,1,7,app_store,0
7280,0.2903,39.09,86,3,0.0765,21,1,18,app_store,1
7281,0.1902,51.47,67,1,0.0429,29,0,23,website,0
7282,0.0907,20.15,57,0,0.0475,23,0,9,google_play,1
7283,0.4188,23.36,59,0,0.4283,18,0,9,app_store,1
7284,0.4046,34.6,78,3,0.3675,40,0,3,app_store,1
7285,0.4845,15.94,82,1,0.128,62,1,9,google_play,0
7286,0.5776,25.31,14,0,0.1148,42,0,26,google_play,0
7287,0.214,51.47,58,0,0.0914,68,0,27,app_store,0
7288,0.0646,26.72,82,0,0.0354,21,0,11,website,0
7289,0.1954,59.9,10,0,0.1787,20,0,20,google_play,0
7290,0.1675,12.97,76,0,0.1414,25,0,43,website,0
7291,0.5416,31.08,48,1,0.6478,36,1,24,website,1
7292,0.2506,36.77,6,1,0.2367,19,0,44,referral,0
7293,0.7902,30.62,57,1,0.007,54,0,37,website,0
7294,0.3036,20.05,28,1,0.3049,21,0,25,website,0
7295,0.3783,8.84,82,0,0.1992,18,0,34,google_play,0
7296,0.4366,53.67,81,1,0.1447,26,1,46,google_play,0
7297,0.0466,9.14,25,2,0.0355,26,0,25,website,1
7298,0.0153,9.63,74,1,0.4397,24,1,4,google_play,1
7299,0.149,36.85,32,1,0.097,43,0,32,google_play,0
7300,0.3607,18.95,18,0,0.2459,27,0,26,website,0
7301,0.2322,27.13,74,0,0.4073,32,0,8,app_store,0
7302,0.194,9.99,42,0,0.1954,31,0,28,google_play,0
7303,0.4763,30.09,54,1,0.0746,43,0,32,app_store,0
7304,0.1783,44.05,24,3,0.2018,29,0,7,website,0
7305,0.0624,8.22,40,0,0.4161,42,0,5,google_play,0
7306,0.2257,29.27,74,0,0.2333,26,0,2,website,1
7307,0.133,46.14,64,1,0.1701,21,0,1,referral,1
7308,0.3146,9.64,88,0,0.293,43,0,41,app_store,1
7309,0.1383,27.15,2,1,0.4035,44,0,21,google_play,0
7310,0.4999,25.43,72,0,0.0848,54,0,13,website,0
7311,0.4515,31.49,34,0,0.1207,42,0,42,app_store,0
7312,0.1279,20.27,65,1,0.2235,33,0,37,google_play,1
7313,0.0888,8.85,37,0,0.1822,51,0,31,app_store,1
7314,0.3387,18.58,15,2,0.0688,25,0,29,google_play,0
7315,0.0997,16.63,7,1,0.1456,35,0,47,website,0
7316,0.2928,23.39,89,0,0.3164,35,0,47,referral,1
7317,0.0745,57.03,86,1,0.2153,44,0,1,app_store,1
7318,0.3395,8.67,29,1,0.5949,22,0,14,app_store,1
7319,0.5155,48.06,88,1,0.2054,36,0,26,website,0
7320,0.2735,84.58,71,0,0.0535,60,1,6,app_store,0
7321,0.1135,81.04,53,0,0.3003,31,0,11,google_play,1
7322,0.0834,85.92,46,2,0.3101,52,0,34,google_play,1
7323,0.3335,28.07,30,1,0.0456,58,1,31,website,0
7324,0.0542,25.8,75,1,0.3148,53,0,1,google_play,1
7325,0.1913,6.92,58,1,0.4063,28,1,18,referral,1
7326,0.0724,21.07,81,1,0.1185,65,0,36,app_store,0
7327,0.0493,54.21,83,0,0.3267,36,0,41,google_play,1
7328,0.0098,9.07,82,1,0.6673,19,1,38,website,1
7329,0.3498,13.44,78,0,0.4072,69,0,47,google_play,1
7330,0.1088,26.49,57,0,0.057,54,0,28,website,0
7331,0.243,7.71,29,2,0.2427,66,1,11,google_play,1
7332,0.3485,87.92,40,0,0.1986,52,0,37,website,0
7333,0.2943,36.91,64,0,0.1784,20,1,23,app_store,0
7334,0.3631,31.2,49,0,0.0146,33,0,40,google_play,0
7335,0.2027,43.22,13,0,0.1946,26,1,25,website,0
7336,0.2995,19.35,67,0,0.3858,38,0,47,google_play,1
7337,0.6006,29.84,60,1,0.0588,65,0,28,google_play,0
7338,0.504,12.38,23,0,0.1456,56,0,27,google_play,0
7339,0.3263,4.85,21,0,0.0484,52,0,2,google_play,0
7340,0.1089,23.98,65,1,0.121,40,1,26,website,1
7341,0.3508,74.25,72,1,0.23,55,0,47,app_store,0
7342,0.2214,79.22,87,2,0.0844,55,0,15,google_play,1
7343,0.1722,21.5,62,1,0.1497,32,0,15,referral,1
7344,0.1702,20.21,66,0,0.3249,29,0,14,app_store,1
7345,0.3461,8.26,1,1,0.0426,46,0,20,app_store,0
7346,0.2303,51.6,44,0,0.3029,28,0,6,google_play,1
7347,0.367,32.99,50,1,0.1331,22,0,42,app_store,0
7348,0.192,21.49,9,1,0.1868,63,0,9,app_store,0
7349,0.4346,6.17,40,2,0.1001,34,0,21,app_store,0
7350,0.1069,6.95,6,0,0.2266,38,1,29,google_play,1
7351,0.3777,26.86,84,0,0.2096,49,0,26,google_play,0
7352,0.3832,8.33,12,0,0.1245,33,0,39,app_store,0
7353,0.5295,35.76,49,0,0.065,19,0,26,google_play,0
7354,0.1651,37.0,66,0,0.1547,49,0,26,google_play,0
7355,0.4348,9.77,10,0,0.0351,20,1,30,app_store,0
7356,0.4616,25.38,33,0,0.2813,38,0,35,app_store,0
7357,0.1933,12.71,71,1,0.0624,60,0,30,website,0
7358,0.1841,47.42,46,1,0.0708,20,0,28,website,0
7359,0.371,245.56,79,0,0.1398,55,0,16,app_store,0
7360,0.2069,22.57,10,2,0.7005,27,0,43,google_play,0
7361,0.6253,69.02,49,1,0.3189,60,0,3,google_play,1
7362,0.1546,50.37,57,1,0.1286,57,0,7,website,1
7363,0.4089,23.24,78,2,0.1798,36,0,14,website,1
