user_id,jtbd_segment,cohort,months_since_signup,logins_per_week,tx_per_month,balance_eur,offer_channel,converted,upgrade_reason
19100,digital_newcomers,Casual,24,3.2,6,511.13,push,0,none
19101,digital_newcomers,Growth,15,4.0,8,68.24,in_app,0,none
19102,digital_newcomers,Casual,22,3.7,11,219.65,email,0,none
19103,digital_newcomers,Dormant,17,0.8,10,474.86,in_app,0,none
19104,digital_newcomers,Casual,17,4.8,5,475.84,email,0,none
19105,digital_newcomers,Casual,5,1.4,4,255.3,in_app,0,none
19106,digital_newcomers,Casual,5,2.3,3,339.59,in_app,0,none
19107,digital_newcomers,Casual,3,4.7,4,116.17,email,0,none
19108,digital_newcomers,Casual,10,3.1,6,336.18,email,0,none
19109,digital_newcomers,Growth,21,2.8,7,157.0,none,0,none
19110,digital_newcomers,Dormant,14,2.8,10,455.86,email,0,none
19111,digital_newcomers,Dormant,14,2.2,14,118.79,push,0,none
19112,digital_newcomers,Casual,15,4.2,4,308.77,email,1,support
19113,digital_newcomers,Dormant,2,2.6,5,136.36,push,0,none
19114,digital_newcomers,Casual,7,2.0,5,382.22,email,0,none
19115,digital_newcomers,Casual,22,3.5,6,276.16,none,0,none
19116,digital_newcomers,Dormant,19,2.6,2,283.78,push,0,none
19117,digital_newcomers,Growth,24,1.8,5,66.88,none,0,none
19118,digital_newcomers,Casual,19,2.4,2,329.0,email,0,none
19119,digital_newcomers,Casual,3,1.0,11,197.08,in_app,0,none
19120,digital_newcomers,Dormant,22,2.5,3,329.84,in_app,0,none
19121,digital_newcomers,Dormant,3,2.6,4,318.06,email,0,none
19122,digital_newcomers,Casual,7,2.7,5,424.83,none,0,none
19123,digital_newcomers,Growth,23,1.4,7,404.37,email,0,none
19124,digital_newcomers,Casual,21,3.5,4,163.22,push,0,none
19125,digital_newcomers,Casual,5,0.7,5,184.61,none,0,none
19126,digital_newcomers,Casual,13,2.4,4,458.76,email,0,none
19127,digital_newcomers,Casual,8,3.9,9,437.97,in_app,0,none
19128,digital_newcomers,Casual,16,3.0,6,0.0,push,0,none
19129,digital_newcomers,Growth,24,1.5,3,292.19,email,0,none
19130,digital_newcomers,Dormant,17,3.1,7,27.5,email,0,none
19131,digital_newcomers,Casual,19,1.9,5,426.57,in_app,0,none
19132,digital_newcomers,Dormant,3,2.4,6,254.18,in_app,0,none
19133,digital_newcomers,Growth,24,3.2,4,536.94,in_app,0,none
19134,digital_newcomers,Casual,12,2.8,5,347.37,email,0,none
19135,digital_newcomers,Casual,4,3.3,7,411.4,in_app,0,none
19136,digital_newcomers,Dormant,15,1.9,6,187.94,email,0,none
19137,digital_newcomers,Dormant,16,4.3,7,538.73,push,0,none
19138,digital_newcomers,Dormant,23,1.7,7,202.37,push,0,none
19139,digital_newcomers,Casual,20,2.2,4,268.12,none,0,none
19140,digital_newcomers,Power,5,2.5,4,163.68,in_app,0,none
19141,digital_newcomers,Dormant,7,2.5,5,265.67,push,0,none
19142,digital_newcomers,Growth,21,1.5,8,0.0,push,0,none
19143,digital_newcomers,Power,18,1.4,6,234.8,push,0,none
19144,digital_newcomers,Dormant,16,2.4,11,139.31,email,0,none
19145,digital_newcomers,Dormant,9,4.2,5,359.04,push,0,none
19146,digital_newcomers,Casual,10,3.4,5,294.06,email,0,none
19147,digital_newcomers,Casual,1,2.0,3,473.48,none,0,none
19148,digital_newcomers,Dormant,11,3.0,5,581.93,none,0,none
19149,digital_newcomers,Casual,15,5.2,8,371.82,in_app,0,none
19150,digital_newcomers,Casual,14,5.4,3,280.37,in_app,0,none
19151,digital_newcomers,Dormant,8,2.1,6,283.72,push,0,none
19152,digital_newcomers,Casual,4,1.4,2,476.68,in_app,0,none
19153,digital_newcomers,Dormant,6,2.9,9,322.51,none,0,none
19154,digital_newcomers,Dormant,24,1.0,6,378.08,push,0,none
19155,digital_newcomers,Casual,13,2.2,7,57.88,push,0,none
19156,digital_newcomers,Casual,18,3.7,3,121.87,none,0,none
19157,digital_newcomers,Casual,20,5.2,13,378.51,email,0,none
19158,digital_newcomers,Casual,22,2.5,7,335.42,email,0,none
19159,digital_newcomers,Dormant,19,2.3,6,411.29,push,0,none
19160,digital_newcomers,Casual,19,1.6,10,0.0,email,0,none
19161,digital_newcomers,Growth,13,0.6,5,493.4,in_app,0,none
19162,digital_newcomers,Dormant,14,1.8,8,251.13,none,0,none
19163,digital_newcomers,Dormant,18,2.0,4,286.05,push,0,none
19164,digital_newcomers,Dormant,4,2.8,9,345.93,in_app,0,none
19165,digital_newcomers,Casual,18,0.9,4,345.95,email,0,none
19166,digital_newcomers,Dormant,12,3.8,8,448.66,in_app,0,none
19167,digital_newcomers,Casual,8,2.0,5,531.95,email,0,none
19168,digital_newcomers,Dormant,20,1.9,7,73.51,in_app,0,none
19169,digital_newcomers,Casual,12,2.3,3,511.48,none,0,none
19170,digital_newcomers,Casual,16,0.3,5,397.12,none,0,none
19171,digital_newcomers,Dormant,1,3.6,5,182.21,in_app,0,none
19172,digital_newcomers,Casual,1,2.1,7,207.56,push,0,none
19173,digital_newcomers,Casual,17,3.7,5,524.05,email,0,none
19174,digital_newcomers,Dormant,3,2.1,4,284.66,push,0,none
19175,digital_newcomers,Dormant,6,2.2,2,508.69,none,0,none
19176,digital_newcomers,Dormant,4,0.6,8,386.21,none,0,none
19177,digital_newcomers,Casual,13,2.0,5,392.52,in_app,0,none
19178,digital_newcomers,Casual,10,2.5,11,321.04,email,0,none
19179,digital_newcomers,Growth,16,2.9,6,236.4,push,0,none
19180,digital_newcomers,Dormant,16,1.5,7,176.69,in_app,0,none
19181,digital_newcomers,Dormant,14,1.6,6,375.53,push,0,none
19182,digital_newcomers,Dormant,5,2.6,7,259.98,push,0,none
19183,digital_newcomers,Casual,14,1.9,6,499.58,in_app,0,none
19184,digital_newcomers,Casual,12,1.0,7,150.22,push,0,none
19185,digital_newcomers,Dormant,11,4.5,8,0.0,none,0,none
19186,digital_newcomers,Casual,2,4.3,6,148.96,email,0,none
19187,digital_newcomers,Dormant,9,5.1,6,308.28,push,0,none
19188,digital_newcomers,Dormant,21,2.4,4,87.22,push,0,none
19189,digital_newcomers,Dormant,20,3.0,5,403.9,in_app,0,none
19190,digital_newcomers,Casual,7,3.2,6,403.12,email,1,support
19191,digital_newcomers,Growth,16,3.7,5,313.38,in_app,1,premium_features
19192,digital_newcomers,Casual,11,2.0,9,166.45,in_app,0,none
19193,digital_newcomers,Casual,1,1.1,6,458.52,push,0,none
19194,digital_newcomers,Growth,19,3.1,7,497.25,push,0,none
19195,digital_newcomers,Casual,9,1.7,5,437.15,in_app,0,none
19196,digital_newcomers,Dormant,4,2.3,7,496.11,in_app,0,none
19197,digital_newcomers,Dormant,3,2.7,4,388.2,email,0,none
19198,digital_newcomers,Casual,11,3.6,3,232.37,push,0,none
19199,digital_newcomers,Growth,3,2.4,5,215.68,email,0,none
19200,digital_newcomers,Dormant,17,4.0,7,292.81,email,0,none
19201,digital_newcomers,Casual,21,2.2,3,474.49,push,0,none
19202,digital_newcomers,Casual,19,1.4,6,587.56,email,0,none
19203,digital_newcomers,Growth,24,2.7,8,173.48,email,0,none
19204,digital_newcomers,Dormant,20,3.6,4,153.59,in_app,0,none
19205,digital_newcomers,Casual,23,1.9,2,295.74,none,0,none
19206,digital_newcomers,Casual,7,3.8,9,239.32,none,0,none
19207,digital_newcomers,Growth,13,2.9,6,144.27,in_app,0,none
19208,digital_newcomers,Casual,15,2.9,5,549.54,email,0,none
19209,digital_newcomers,Dormant,1,2.9,3,369.54,in_app,0,none
19210,digital_newcomers,Casual,9,1.2,3,289.7,email,0,none
19211,digital_newcomers,Dormant,7,1.7,5,141.6,email,0,none
19212,digital_newcomers,Dormant,7,0.5,12,450.19,in_app,0,none
19213,digital_newcomers,Dormant,21,3.8,5,157.7,push,0,none
19214,digital_newcomers,Casual,10,2.3,4,391.92,none,0,none
19215,digital_newcomers,Dormant,1,3.1,9,304.34,push,0,none
19216,digital_newcomers,Casual,20,2.0,8,347.9,email,0,none
19217,digital_newcomers,Casual,18,2.4,5,315.43,in_app,0,none
19218,digital_newcomers,Dormant,2,2.2,3,174.63,email,0,none
19219,digital_newcomers,Dormant,20,3.6,6,643.34,in_app,0,none
19220,digital_newcomers,Casual,17,4.1,11,189.49,in_app,0,none
19221,digital_newcomers,Casual,7,3.5,4,390.92,in_app,0,none
19222,digital_newcomers,Dormant,5,3.3,8,661.68,email,0,none
19223,digital_newcomers,Casual,2,1.4,9,242.26,email,0,none
19224,digital_newcomers,Casual,23,1.3,7,193.37,none,0,none
19225,digital_newcomers,Casual,14,3.0,4,89.57,push,0,none
19226,digital_newcomers,Casual,23,1.9,10,522.89,email,0,none
19227,digital_newcomers,Dormant,4,5.0,7,323.33,none,0,none
19228,digital_newcomers,Casual,10,2.5,4,411.52,email,0,none
19229,digital_newcomers,Casual,14,1.2,4,175.11,in_app,0,none
19230,digital_newcomers,Dormant,15,1.6,3,531.56,none,0,none
19231,digital_newcomers,Dormant,7,2.2,4,361.28,push,0,none
19232,digital_newcomers,Casual,1,1.0,4,460.77,push,0,none
19233,digital_newcomers,Casual,15,2.0,5,384.04,email,0,none
19234,digital_newcomers,Dormant,4,3.7,7,52.45,email,0,none
19235,digital_newcomers,Dormant,16,3.3,3,244.34,email,0,none
19236,digital_newcomers,Growth,17,3.0,7,323.28,email,0,none
19237,digital_newcomers,Dormant,3,1.9,7,223.31,email,0,none
19238,digital_newcomers,Casual,3,2.9,7,145.66,email,0,none
19239,digital_newcomers,Dormant,1,2.9,7,209.74,in_app,0,none
19240,digital_newcomers,Casual,23,3.9,7,514.33,push,0,none
19241,digital_newcomers,Casual,24,2.9,5,149.15,in_app,0,none
19242,digital_newcomers,Casual,4,2.5,5,378.75,push,0,none
19243,digital_newcomers,Casual,16,2.3,3,370.87,none,0,none
19244,digital_newcomers,Casual,24,2.6,4,330.76,push,0,none
19245,digital_newcomers,Growth,24,3.5,2,48.6,email,0,none
19246,digital_newcomers,Dormant,11,3.3,3,420.74,in_app,0,none
19247,digital_newcomers,Dormant,2,1.8,4,241.4,in_app,0,none
19248,digital_newcomers,Dormant,12,2.5,7,259.81,none,0,none
19249,digital_newcomers,Dormant,7,0.8,9,466.0,email,0,none
19250,digital_newcomers,Dormant,22,0.4,5,397.26,none,0,none
19251,digital_newcomers,Casual,21,0.9,4,187.48,none,0,none
19252,digital_newcomers,Growth,10,1.2,4,265.65,in_app,0,none
19253,digital_newcomers,Casual,11,3.4,2,398.8,email,0,none
19254,digital_newcomers,Dormant,7,2.5,3,440.21,email,0,none
19255,digital_newcomers,Growth,23,2.0,4,61.69,in_app,0,none
19256,digital_newcomers,Casual,19,1.3,2,353.31,in_app,0,none
19257,digital_newcomers,Growth,2,1.5,8,325.34,in_app,0,none
19258,digital_newcomers,Casual,12,1.7,11,90.17,none,0,none
19259,digital_newcomers,Casual,22,3.3,7,365.25,in_app,0,none
19260,digital_newcomers,Dormant,7,1.2,3,332.86,in_app,0,none
19261,digital_newcomers,Dormant,20,1.8,6,305.19,none,0,none
19262,digital_newcomers,Casual,6,1.3,6,313.01,in_app,0,none
19263,digital_newcomers,Casual,14,2.6,3,0.0,none,0,none
19264,digital_newcomers,Casual,12,3.9,8,239.01,in_app,0,none
19265,digital_newcomers,Casual,1,2.0,8,532.69,push,0,none
19266,digital_newcomers,Casual,10,2.9,6,407.59,in_app,0,none
19267,digital_newcomers,Dormant,12,2.4,5,114.41,push,0,none
19268,digital_newcomers,Casual,20,2.4,6,553.9,email,0,none
19269,digital_newcomers,Dormant,4,1.5,6,206.1,push,0,none
19270,digital_newcomers,Dormant,13,0.0,0,206.11,push,0,none
19271,digital_newcomers,Casual,15,1.4,13,166.49,email,0,none
19272,digital_newcomers,Casual,13,3.2,8,44.19,none,0,none
19273,digital_newcomers,Dormant,10,3.8,8,396.64,email,0,none
19274,digital_newcomers,Power,7,2.3,5,382.06,none,0,none
19275,digital_newcomers,Casual,5,1.2,5,0.0,in_app,0,none
19276,digital_newcomers,Dormant,13,2.4,4,193.24,in_app,0,none
19277,digital_newcomers,Dormant,14,3.5,11,429.31,email,0,none
19278,digital_newcomers,Dormant,11,2.9,9,438.17,in_app,0,none
19279,digital_newcomers,Casual,24,3.3,10,181.8,email,0,none
19280,digital_newcomers,Growth,24,1.8,6,202.53,email,0,none
19281,digital_newcomers,Casual,24,2.7,9,318.38,in_app,0,none
19282,digital_newcomers,Growth,18,1.8,6,0.0,email,0,none
19283,digital_newcomers,Casual,7,3.2,5,134.04,in_app,0,none
19284,digital_newcomers,Dormant,9,1.0,4,247.77,none,0,none
19285,digital_newcomers,Casual,16,2.8,5,316.17,email,0,none
19286,digital_newcomers,Dormant,11,2.1,8,428.07,in_app,0,none
19287,digital_newcomers,Dormant,12,4.1,8,520.05,in_app,0,none
19288,digital_newcomers,Growth,23,3.8,5,472.18,email,0,none
19289,digital_newcomers,Casual,14,5.1,7,192.78,in_app,0,none
19290,digital_newcomers,Casual,2,3.0,6,232.8,none,0,none
19291,digital_newcomers,Growth,2,3.4,11,242.39,push,0,none
19292,digital_newcomers,Growth,10,4.3,8,162.47,none,0,none
19293,digital_newcomers,Dormant,13,3.2,8,213.92,in_app,0,none
19294,digital_newcomers,Growth,19,4.5,9,476.61,push,0,none
19295,digital_newcomers,Casual,17,4.2,3,390.28,in_app,0,none
19296,digital_newcomers,Dormant,4,2.0,7,316.88,in_app,0,none
19297,digital_newcomers,Dormant,16,1.2,5,300.7,in_app,0,none
19298,digital_newcomers,Dormant,23,1.7,9,167.82,email,0,none
19299,digital_newcomers,Casual,21,0.3,2,182.66,push,0,none
19300,digital_newcomers,Casual,10,2.4,1,241.92,none,0,none
19301,digital_newcomers,Casual,23,5.1,4,321.16,email,0,none
19302,digital_newcomers,Casual,18,0.5,6,365.87,in_app,0,none
19303,digital_newcomers,Dormant,1,1.4,5,467.09,email,0,none
19304,digital_newcomers,Dormant,21,3.2,8,264.65,email,0,none
19305,digital_newcomers,Casual,18,5.7,6,316.46,none,0,none
19306,digital_newcomers,Casual,2,2.8,8,394.54,in_app,0,none
19307,digital_newcomers,Growth,12,2.3,4,616.78,none,0,none
19308,digital_newcomers,Dormant,10,0.7,5,0.0,push,0,none
19309,digital_newcomers,Casual,20,2.4,9,566.73,none,0,none
19310,digital_newcomers,Growth,22,1.2,6,153.98,email,0,none
19311,digital_newcomers,Casual,21,2.8,5,655.61,none,0,none
19312,digital_newcomers,Casual,15,2.6,9,508.34,in_app,0,none
19313,digital_newcomers,Casual,13,1.5,7,419.5,in_app,0,none
19314,digital_newcomers,Growth,16,1.7,6,342.49,in_app,0,none
19315,digital_newcomers,Dormant,3,2.2,2,61.58,none,0,none
19316,digital_newcomers,Dormant,16,0.1,7,223.11,email,0,none
19317,digital_newcomers,Dormant,9,4.3,9,273.04,email,0,none
19318,digital_newcomers,Dormant,1,2.8,8,324.74,email,0,none
19319,digital_newcomers,Dormant,24,2.9,4,685.44,in_app,0,none
19320,digital_newcomers,Dormant,17,3.3,4,593.6,email,0,none
19321,digital_newcomers,Growth,18,2.1,3,252.16,in_app,0,none
19322,digital_newcomers,Casual,1,3.6,4,266.26,push,0,none
19323,digital_newcomers,Casual,6,2.4,10,216.23,email,0,none
19324,digital_newcomers,Casual,9,1.8,8,156.01,in_app,0,none
19325,digital_newcomers,Dormant,1,1.1,9,177.62,email,0,none
19326,digital_newcomers,Casual,20,4.5,5,344.61,none,0,none
19327,digital_newcomers,Casual,2,0.2,4,532.99,email,0,none
19328,digital_newcomers,Dormant,18,2.9,5,54.77,push,0,none
19329,digital_newcomers,Casual,12,3.4,6,218.12,none,0,none
19330,digital_newcomers,Casual,20,1.9,7,105.46,in_app,0,none
19331,digital_newcomers,Casual,5,2.7,8,428.97,email,0,none
19332,digital_newcomers,Growth,18,2.0,5,343.31,in_app,0,none
19333,digital_newcomers,Dormant,15,2.3,4,229.51,none,0,none
19334,digital_newcomers,Casual,11,2.5,10,242.68,email,0,none
19335,digital_newcomers,Casual,23,2.1,8,389.45,in_app,0,none
19336,digital_newcomers,Growth,18,3.2,7,511.95,email,0,none
19337,digital_newcomers,Casual,23,2.8,5,387.89,in_app,0,none
19338,digital_newcomers,Casual,11,0.5,5,458.05,none,0,none
19339,digital_newcomers,Dormant,16,0.0,10,6.82,push,0,none
19340,digital_newcomers,Casual,17,3.2,6,433.7,push,0,none
19341,digital_newcomers,Casual,3,2.8,7,470.57,in_app,0,none
19342,digital_newcomers,Dormant,2,2.0,5,166.87,push,0,none
19343,digital_newcomers,Dormant,10,1.9,8,333.25,in_app,0,none
19344,digital_newcomers,Dormant,5,0.4,5,542.95,email,0,none
19345,digital_newcomers,Casual,22,3.1,7,344.99,push,0,none
19346,digital_newcomers,Dormant,3,3.1,6,279.8,push,0,none
19347,digital_newcomers,Casual,8,2.1,7,319.4,none,0,none
19348,digital_newcomers,Casual,5,2.8,8,129.39,push,0,none
19349,digital_newcomers,Casual,6,2.0,12,304.52,in_app,0,none
19350,digital_newcomers,Dormant,15,3.1,8,600.43,in_app,0,none
19351,digital_newcomers,Dormant,13,0.8,5,87.29,in_app,0,none
19352,digital_newcomers,Dormant,4,2.7,0,321.98,in_app,0,none
19353,digital_newcomers,Dormant,23,2.4,7,322.24,none,0,none
19354,digital_newcomers,Dormant,10,3.0,4,421.01,email,0,none
19355,digital_newcomers,Dormant,10,5.1,3,229.55,email,0,none
19356,digital_newcomers,Dormant,4,2.7,5,164.2,none,0,none
19357,digital_newcomers,Dormant,13,2.2,4,167.33,in_app,0,none
19358,digital_newcomers,Dormant,13,1.1,7,186.64,email,0,none
19359,digital_newcomers,Growth,13,1.8,0,82.67,email,0,none
19360,digital_newcomers,Casual,18,1.7,8,119.93,none,0,none
19361,digital_newcomers,Casual,22,0.6,9,127.07,push,0,none
19362,digital_newcomers,Casual,17,1.1,3,554.82,in_app,0,none
19363,digital_newcomers,Growth,23,3.4,3,293.09,email,0,none
19364,digital_newcomers,Growth,21,1.4,3,0.0,in_app,0,none
19365,digital_newcomers,Dormant,22,2.7,8,238.66,none,0,none
19366,digital_newcomers,Dormant,2,2.9,7,603.16,none,0,none
19367,digital_newcomers,Casual,2,1.5,2,271.0,email,0,none
19368,digital_newcomers,Dormant,14,2.5,5,200.22,in_app,0,none
19369,digital_newcomers,Casual,21,2.0,6,0.0,email,0,none
19370,digital_newcomers,Dormant,2,1.1,4,312.71,none,0,none
19371,digital_newcomers,Casual,13,2.5,8,215.12,none,0,none
19372,digital_newcomers,Growth,11,1.8,2,488.83,in_app,0,none
19373,digital_newcomers,Growth,9,3.3,5,267.7,none,0,none
19374,digital_newcomers,Dormant,4,2.8,2,0.0,none,0,none
19375,digital_newcomers,Casual,18,1.4,2,394.7,email,0,none
19376,digital_newcomers,Casual,1,3.0,2,370.88,email,0,none
19377,digital_newcomers,Dormant,9,2.8,9,412.96,push,0,none
19378,digital_newcomers,Casual,23,1.6,5,219.09,email,0,none
19379,digital_newcomers,Dormant,22,3.3,5,229.49,none,0,none
19380,digital_newcomers,Growth,1,1.5,11,402.11,email,0,none
19381,digital_newcomers,Dormant,11,2.8,2,118.52,in_app,0,none
19382,digital_newcomers,Power,20,1.1,9,534.23,email,0,none
19383,digital_newcomers,Dormant,8,0.0,6,293.73,push,0,none
19384,digital_newcomers,Dormant,1,2.1,3,225.7,email,0,none
19385,digital_newcomers,Growth,5,3.5,3,258.47,push,1,cashback
19386,digital_newcomers,Dormant,2,2.6,8,390.75,in_app,0,none
19387,digital_newcomers,Casual,9,1.9,9,323.77,in_app,0,none
19388,digital_newcomers,Growth,13,1.7,6,203.75,email,0,none
19389,digital_newcomers,Dormant,7,3.4,6,442.28,push,0,none
19390,digital_newcomers,Dormant,9,1.5,6,337.62,push,0,none
19391,digital_newcomers,Casual,15,2.4,6,228.34,email,0,none
19392,digital_newcomers,Dormant,16,1.9,9,181.27,in_app,0,none
19393,digital_newcomers,Casual,20,1.6,8,333.5,none,0,none
19394,digital_newcomers,Growth,17,2.1,6,264.15,push,0,none
19395,digital_newcomers,Dormant,9,1.8,9,231.49,email,0,none
19396,digital_newcomers,Growth,17,2.7,4,252.63,email,0,none
19397,digital_newcomers,Casual,13,3.2,4,179.37,none,0,none
19398,digital_newcomers,Growth,24,2.9,3,235.47,none,0,none
19399,digital_newcomers,Casual,17,4.1,4,184.65,push,0,none
19400,digital_newcomers,Growth,5,1.4,7,422.31,in_app,0,none
19401,digital_newcomers,Casual,24,0.7,5,364.31,in_app,0,none
19402,digital_newcomers,Casual,2,3.6,8,345.7,in_app,0,none
19403,digital_newcomers,Dormant,9,3.2,4,627.51,email,0,none
19404,digital_newcomers,Growth,11,1.4,5,309.86,email,0,none
19405,digital_newcomers,Dormant,1,3.8,11,295.93,none,0,none
19406,digital_newcomers,Dormant,9,1.7,6,221.01,email,0,none
19407,digital_newcomers,Dormant,3,2.1,4,147.24,push,0,none
19408,digital_newcomers,Casual,4,2.9,6,251.15,push,0,none
19409,digital_newcomers,Dormant,11,4.3,5,213.58,email,0,none
19410,digital_newcomers,Growth,16,3.0,4,431.21,in_app,1,premium_features
19411,digital_newcomers,Dormant,8,2.2,6,501.86,in_app,0,none
19412,digital_newcomers,Dormant,10,3.1,5,437.22,in_app,0,none
19413,digital_newcomers,Dormant,16,1.3,6,342.85,push,0,none
19414,digital_newcomers,Casual,6,2.9,4,420.11,in_app,0,none
19415,digital_newcomers,Casual,14,2.4,5,220.29,none,0,none
19416,digital_newcomers,Growth,23,3.4,7,451.8,in_app,0,none
19417,digital_newcomers,Casual,14,0.5,4,279.43,in_app,0,none
19418,digital_newcomers,Growth,24,0.6,6,524.95,none,0,none
19419,digital_newcomers,Casual,6,2.1,6,525.54,in_app,0,none
19420,digital_newcomers,Dormant,12,0.7,7,101.23,email,0,none
19421,digital_newcomers,Dormant,4,2.7,5,146.94,push,0,none
19422,digital_newcomers,Growth,6,4.1,4,197.71,in_app,0,none
19423,digital_newcomers,Dormant,19,1.9,5,526.43,email,0,none
19424,digital_newcomers,Dormant,2,3.0,4,267.69,in_app,0,none
19425,digital_newcomers,Casual,16,1.4,6,335.18,in_app,0,none
19426,digital_newcomers,Growth,8,0.0,2,185.97,email,0,none
19427,digital_newcomers,Casual,10,4.3,3,231.53,push,0,none
19428,digital_newcomers,Casual,15,2.9,8,354.26,email,0,none
19429,digital_newcomers,Casual,6,2.7,6,267.77,email,0,none
19430,digital_newcomers,Dormant,1,2.6,9,328.66,push,0,none
19431,digital_newcomers,Dormant,2,1.9,6,404.77,email,0,none
19432,digital_newcomers,Dormant,21,2.4,8,417.16,in_app,0,none
19433,digital_newcomers,Casual,16,1.1,5,138.34,push,0,none
19434,digital_newcomers,Growth,13,1.4,1,54.47,push,0,none
19435,digital_newcomers,Dormant,10,1.1,7,341.2,none,0,none
19436,digital_newcomers,Casual,17,1.0,5,429.05,email,0,none
19437,digital_newcomers,Casual,23,4.2,3,287.49,in_app,0,none
19438,digital_newcomers,Growth,5,2.9,4,388.07,none,0,none
19439,digital_newcomers,Dormant,10,3.4,9,394.68,none,0,none
19440,digital_newcomers,Casual,19,0.0,4,277.61,push,0,none
19441,digital_newcomers,Dormant,6,2.2,9,245.31,none,0,none
19442,digital_newcomers,Casual,18,3.0,6,185.52,email,0,none
19443,digital_newcomers,Power,15,3.5,7,230.38,in_app,0,none
19444,digital_newcomers,Casual,6,4.3,6,581.6,email,0,none
19445,digital_newcomers,Casual,11,4.2,9,277.37,in_app,0,none
19446,digital_newcomers,Growth,23,1.7,5,87.13,push,0,none
19447,digital_newcomers,Casual,2,2.6,4,132.55,in_app,0,none
19448,digital_newcomers,Dormant,12,3.3,8,399.28,none,0,none
19449,digital_newcomers,Casual,24,2.4,7,389.1,none,0,none
19450,digital_newcomers,Casual,14,3.8,6,85.71,email,0,none
19451,digital_newcomers,Dormant,4,4.2,8,304.82,in_app,0,none
19452,digital_newcomers,Casual,11,1.0,3,524.6,in_app,0,none
19453,digital_newcomers,Growth,10,2.3,6,385.03,push,0,none
19454,digital_newcomers,Dormant,16,4.1,8,456.98,email,0,none
19455,digital_newcomers,Casual,10,2.4,7,242.16,none,0,none
19456,digital_newcomers,Casual,10,3.6,10,304.05,none,0,none
19457,digital_newcomers,Growth,3,2.8,7,133.24,email,0,none
19458,digital_newcomers,Growth,4,1.5,10,427.45,push,0,none
19459,digital_newcomers,Dormant,4,5.7,2,240.16,push,0,none
19460,digital_newcomers,Casual,19,2.9,3,315.89,email,0,none
19461,digital_newcomers,Casual,19,3.2,12,482.1,none,0,none
19462,digital_newcomers,Casual,10,3.4,7,154.48,none,0,none
19463,digital_newcomers,Dormant,13,4.4,8,73.89,push,0,none
19464,digital_newcomers,Casual,8,0.9,8,407.6,push,0,none
19465,digital_newcomers,Casual,3,3.8,6,0.0,in_app,0,none
19466,digital_newcomers,Dormant,1,2.6,8,266.13,in_app,0,none
19467,digital_newcomers,Casual,14,3.9,12,226.84,push,0,none
19468,digital_newcomers,Growth,3,2.7,5,345.49,none,0,none
19469,digital_newcomers,Casual,21,2.6,4,685.21,email,0,none
19470,digital_newcomers,Growth,18,1.8,3,226.88,none,0,none
19471,digital_newcomers,Dormant,12,2.1,4,459.65,none,0,none
19472,digital_newcomers,Dormant,9,1.4,6,383.45,push,0,none
19473,digital_newcomers,Dormant,11,0.5,10,337.76,push,0,none
19474,digital_newcomers,Dormant,6,3.3,5,345.62,email,0,none
19475,digital_newcomers,Dormant,14,2.3,3,425.06,in_app,0,none
19476,digital_newcomers,Dormant,1,0.8,9,137.62,email,0,none
19477,digital_newcomers,Dormant,10,2.7,5,407.83,in_app,1,premium_features
19478,digital_newcomers,Dormant,23,3.9,3,0.0,push,0,none
19479,digital_newcomers,Dormant,13,0.8,7,568.31,none,0,none
19480,digital_newcomers,Dormant,18,2.6,9,352.26,email,0,none
19481,digital_newcomers,Casual,20,0.2,3,170.68,email,0,none
19482,digital_newcomers,Dormant,14,0.6,4,465.82,email,0,none
19483,digital_newcomers,Dormant,15,2.8,3,358.03,push,0,none
19484,digital_newcomers,Power,8,2.5,7,472.04,in_app,0,none
19485,digital_newcomers,Growth,21,2.0,2,409.78,none,0,none
19486,digital_newcomers,Growth,24,2.8,5,123.16,none,0,none
19487,digital_newcomers,Dormant,12,2.2,6,453.19,none,0,none
19488,digital_newcomers,Dormant,5,3.3,6,252.98,email,0,none
19489,digital_newcomers,Casual,5,2.6,5,0.0,email,0,none
19490,digital_newcomers,Casual,11,2.2,4,145.5,email,0,none
19491,digital_newcomers,Dormant,20,2.3,6,428.5,push,0,none
19492,digital_newcomers,Casual,17,1.8,7,408.51,push,0,none
19493,digital_newcomers,Casual,3,2.4,2,146.33,email,0,none
19494,digital_newcomers,Dormant,17,3.3,6,171.89,in_app,0,none
19495,digital_newcomers,Growth,2,2.6,6,670.84,none,0,none
19496,digital_newcomers,Dormant,1,1.5,10,280.27,email,0,none
19497,digital_newcomers,Casual,20,2.6,3,514.51,email,0,none
19498,digital_newcomers,Casual,4,1.8,3,410.2,none,0,none
19499,digital_newcomers,Casual,5,1.9,7,186.32,push,0,none
19500,digital_newcomers,Casual,14,4.5,7,188.45,email,0,none
19501,digital_newcomers,Casual,3,1.7,3,572.53,email,1,premium_features
19502,digital_newcomers,Casual,16,3.0,7,160.42,none,0,none
19503,digital_newcomers,Growth,18,4.0,4,247.83,push,0,none
19504,digital_newcomers,Dormant,13,3.0,6,306.21,in_app,0,none
19505,digital_newcomers,Casual,15,2.4,6,379.3,in_app,0,none
19506,digital_newcomers,Casual,19,3.3,4,224.23,none,0,none
19507,digital_newcomers,Dormant,17,1.8,4,163.26,none,0,none
19508,digital_newcomers,Dormant,18,3.3,3,624.01,in_app,0,none
19509,digital_newcomers,Casual,17,1.2,10,293.31,none,0,none
