user_id,segment,channel,cac_eur,monthly_arpu_eur,contribution_margin,monthly_churn_rate,months_retained,ltv_eur
7627,digital_newcomers,partner,59.76,2.05,0.7,0.054,13,18.66
7628,digital_newcomers,in_app,33.37,2.15,0.7,0.06,3,4.53
7629,digital_newcomers,paid_social,65.47,3.72,0.7,0.063,4,10.41
7630,digital_newcomers,in_app,34.16,3.48,0.7,0.06,2,4.87
7631,digital_newcomers,assisted,146.33,3.36,0.7,0.045,60,141.1
7632,digital_newcomers,partner,60.21,4.04,0.7,0.054,56,158.26
7633,digital_newcomers,in_app,34.49,3.62,0.7,0.06,8,20.26
7634,digital_newcomers,partner,47.64,3.19,0.7,0.054,7,15.62
7635,digital_newcomers,in_app,37.46,3.72,0.7,0.06,2,5.2
7636,digital_newcomers,partner,58.42,2.64,0.7,0.054,13,24.06
7637,digital_newcomers,paid_social,70.19,3.15,0.7,0.063,43,94.78
7638,digital_newcomers,partner,56.8,5.0,0.7,0.054,24,83.93
7639,digital_newcomers,paid_social,60.8,4.08,0.7,0.063,28,79.97
7640,digital_newcomers,partner,44.92,3.71,0.7,0.054,7,18.16
7641,digital_newcomers,in_app,34.93,3.8,0.7,0.06,60,159.55
7642,digital_newcomers,assisted,122.02,3.47,0.7,0.045,15,36.41
7643,digital_newcomers,referral,24.61,4.57,0.7,0.051,20,63.94
7644,digital_newcomers,partner,52.87,4.33,0.7,0.054,9,27.28
7645,digital_newcomers,assisted,117.12,2.38,0.7,0.045,15,24.95
7646,digital_newcomers,partner,53.09,1.34,0.7,0.054,9,8.45
7647,digital_newcomers,assisted,116.77,3.15,0.7,0.045,10,22.02
7648,digital_newcomers,paid_social,73.92,5.72,0.7,0.063,17,68.05
7649,digital_newcomers,in_app,35.68,3.61,0.7,0.06,31,78.23
7650,digital_newcomers,in_app,35.36,4.09,0.7,0.06,27,77.37
7651,digital_newcomers,partner,55.26,4.2,0.7,0.054,14,41.15
7652,digital_newcomers,partner,43.87,2.57,0.7,0.054,3,5.39
7653,digital_newcomers,partner,59.78,3.79,0.7,0.054,20,53.03
7654,digital_newcomers,assisted,119.99,2.46,0.7,0.045,40,68.96
7655,digital_newcomers,referral,24.33,4.03,0.7,0.051,28,78.93
7656,digital_newcomers,in_app,35.01,2.08,0.7,0.06,3,4.37
7657,digital_newcomers,assisted,115.09,3.55,0.7,0.045,34,84.44
7658,digital_newcomers,assisted,111.89,3.54,0.7,0.045,33,81.69
7659,digital_newcomers,assisted,115.72,3.82,0.7,0.045,46,122.89
7660,digital_newcomers,partner,52.91,2.65,0.7,0.054,26,48.3
7661,digital_newcomers,assisted,111.26,4.29,0.7,0.045,17,51.06
7662,digital_newcomers,partner,54.7,3.58,0.7,0.054,7,17.53
7663,digital_newcomers,assisted,111.37,3.62,0.7,0.045,17,43.03
7664,digital_newcomers,assisted,125.73,4.24,0.7,0.045,47,139.44
7665,digital_newcomers,in_app,31.16,4.44,0.7,0.06,17,52.84
7666,digital_newcomers,paid_social,72.93,3.3,0.7,0.063,6,13.86
7667,digital_newcomers,assisted,114.08,3.56,0.7,0.045,14,34.85
7668,digital_newcomers,assisted,127.62,3.46,0.7,0.045,36,87.16
7669,digital_newcomers,partner,52.51,3.3,0.7,0.054,25,57.75
7670,digital_newcomers,in_app,38.97,3.16,0.7,0.06,4,8.84
7671,digital_newcomers,referral,24.47,3.89,0.7,0.051,15,40.86
7672,digital_newcomers,referral,28.46,3.51,0.7,0.051,41,100.66
7673,digital_newcomers,referral,26.87,4.92,0.7,0.051,60,206.5
7674,digital_newcomers,paid_social,59.43,3.76,0.7,0.063,60,157.99
7675,digital_newcomers,assisted,111.83,3.52,0.7,0.045,19,46.85
7676,digital_newcomers,assisted,132.29,2.82,0.7,0.045,25,49.31
7677,digital_newcomers,partner,45.9,3.41,0.7,0.054,25,59.69
7678,digital_newcomers,partner,52.58,3.79,0.7,0.054,5,13.26
7679,digital_newcomers,assisted,113.43,4.39,0.7,0.045,25,76.85
7680,digital_newcomers,paid_social,73.08,3.19,0.7,0.063,49,109.48
7681,digital_newcomers,in_app,36.41,3.79,0.7,0.06,18,47.81
7682,digital_newcomers,paid_social,72.55,3.3,0.7,0.063,4,9.25
7683,digital_newcomers,paid_social,72.85,3.24,0.7,0.063,2,4.53
7684,digital_newcomers,referral,23.24,3.52,0.7,0.051,11,27.09
7685,digital_newcomers,paid_social,77.56,3.66,0.7,0.063,36,92.29
7686,digital_newcomers,in_app,33.64,2.46,0.7,0.06,1,1.72
7687,digital_newcomers,partner,54.99,4.32,0.7,0.054,16,48.38
7688,digital_newcomers,in_app,37.47,4.72,0.7,0.06,10,33.05
7689,digital_newcomers,paid_social,64.78,2.78,0.7,0.063,19,37.01
7690,digital_newcomers,in_app,37.46,3.42,0.7,0.06,2,4.78
7691,digital_newcomers,in_app,31.13,2.83,0.7,0.06,15,29.71
7692,digital_newcomers,assisted,125.17,3.6,0.7,0.045,4,10.07
7693,digital_newcomers,in_app,33.22,2.96,0.7,0.06,34,70.49
7694,digital_newcomers,partner,51.48,3.27,0.7,0.054,7,16.04
7695,digital_newcomers,referral,23.65,2.21,0.7,0.051,16,24.74
7696,digital_newcomers,in_app,35.85,2.72,0.7,0.06,23,43.83
7697,digital_newcomers,referral,23.48,3.42,0.7,0.051,1,2.39
7698,digital_newcomers,assisted,120.67,3.77,0.7,0.045,43,113.48
7699,digital_newcomers,in_app,40.68,3.28,0.7,0.06,15,34.45
7700,digital_newcomers,assisted,123.25,3.89,0.7,0.045,12,32.66
7701,digital_newcomers,partner,56.53,5.14,0.7,0.054,4,14.4
7702,digital_newcomers,assisted,102.69,2.8,0.7,0.045,5,9.79
7703,digital_newcomers,referral,26.27,3.09,0.7,0.051,19,41.06
7704,digital_newcomers,assisted,125.29,3.92,0.7,0.045,11,30.21
7705,digital_newcomers,partner,56.34,4.1,0.7,0.054,21,60.28
7706,digital_newcomers,paid_social,55.88,5.17,0.7,0.063,3,10.85
7707,digital_newcomers,partner,52.21,2.71,0.7,0.054,11,20.86
7708,digital_newcomers,paid_social,74.36,2.36,0.7,0.063,2,3.3
7709,digital_newcomers,partner,52.51,3.69,0.7,0.054,26,67.19
7710,digital_newcomers,assisted,125.62,3.46,0.7,0.045,8,19.39
7711,digital_newcomers,in_app,33.83,3.9,0.7,0.06,13,35.45
7712,digital_newcomers,partner,48.14,2.55,0.7,0.054,43,76.68
7713,digital_newcomers,paid_social,61.02,4.18,0.7,0.063,6,17.54
7714,digital_newcomers,partner,49.19,4.37,0.7,0.054,20,61.19
7715,digital_newcomers,in_app,34.43,3.71,0.7,0.06,8,20.77
7716,digital_newcomers,partner,49.77,2.97,0.7,0.054,6,12.47
7717,digital_newcomers,in_app,35.73,4.08,0.7,0.06,8,22.83
7718,digital_newcomers,assisted,132.81,3.09,0.7,0.045,24,51.92
7719,digital_newcomers,referral,28.42,2.77,0.7,0.051,36,69.91
7720,digital_newcomers,assisted,105.64,4.15,0.7,0.045,2,5.81
7721,digital_newcomers,in_app,35.3,1.95,0.7,0.06,28,38.3
7722,digital_newcomers,assisted,123.21,3.5,0.7,0.045,34,83.31
7723,digital_newcomers,partner,54.13,2.52,0.7,0.054,22,38.77
7724,digital_newcomers,in_app,35.87,3.65,0.7,0.06,60,153.33
7725,digital_newcomers,partner,50.09,5.17,0.7,0.054,15,54.24
7726,digital_newcomers,in_app,33.54,2.67,0.7,0.06,8,14.92
7727,digital_newcomers,in_app,39.37,2.52,0.7,0.06,6,10.56
7728,digital_newcomers,assisted,123.29,3.27,0.7,0.045,60,137.45
7729,digital_newcomers,in_app,35.67,3.95,0.7,0.06,17,47.01
7730,digital_newcomers,partner,58.26,3.4,0.7,0.054,44,104.65
7731,digital_newcomers,referral,25.39,2.68,0.7,0.051,14,26.29
7732,digital_newcomers,assisted,119.64,4.71,0.7,0.045,3,9.89
7733,digital_newcomers,partner,54.75,2.57,0.7,0.054,52,93.39
7734,digital_newcomers,in_app,33.75,3.15,0.7,0.06,4,8.83
7735,digital_newcomers,paid_social,66.32,2.76,0.7,0.063,33,63.75
7736,digital_newcomers,paid_social,63.06,2.84,0.7,0.063,58,115.27
7737,digital_newcomers,in_app,32.7,4.23,0.7,0.06,9,26.63
7738,digital_newcomers,assisted,116.89,4.16,0.7,0.045,27,78.53
7739,digital_newcomers,partner,63.21,2.36,0.7,0.054,6,9.9
7740,digital_newcomers,assisted,117.97,3.41,0.7,0.045,34,81.21
7741,digital_newcomers,in_app,28.27,4.18,0.7,0.06,51,149.35
7742,digital_newcomers,assisted,130.39,2.79,0.7,0.045,1,1.95
7743,digital_newcomers,paid_social,66.71,3.27,0.7,0.063,25,57.22
7744,digital_newcomers,assisted,113.51,4.73,0.7,0.045,9,29.78
7745,digital_newcomers,assisted,125.79,2.11,0.7,0.045,4,5.91
7746,digital_newcomers,in_app,35.76,3.51,0.7,0.06,49,120.56
7747,digital_newcomers,assisted,116.33,2.35,0.7,0.045,29,47.79
7748,digital_newcomers,assisted,116.15,2.48,0.7,0.045,12,20.84
7749,digital_newcomers,referral,27.23,3.71,0.7,0.051,3,7.79
7750,digital_newcomers,paid_social,66.82,3.54,0.7,0.063,19,47.02
7751,digital_newcomers,partner,51.26,1.9,0.7,0.054,14,18.59
7752,digital_newcomers,partner,58.29,4.44,0.7,0.054,29,90.04
7753,digital_newcomers,assisted,125.81,2.99,0.7,0.045,6,12.56
7754,digital_newcomers,referral,24.81,3.64,0.7,0.051,60,152.71
7755,digital_newcomers,partner,45.42,4.07,0.7,0.054,18,51.29
7756,digital_newcomers,referral,22.96,3.18,0.7,0.051,12,26.72
7757,digital_newcomers,partner,57.29,1.96,0.7,0.054,8,10.98
7758,digital_newcomers,paid_social,80.32,3.01,0.7,0.063,1,2.11
7759,digital_newcomers,in_app,28.61,1.76,0.7,0.06,38,46.91
7760,digital_newcomers,in_app,33.67,3.96,0.7,0.06,9,24.96
7761,digital_newcomers,partner,48.05,4.38,0.7,0.054,37,113.34
7762,digital_newcomers,partner,59.57,1.46,0.7,0.054,8,8.2
7763,digital_newcomers,partner,58.67,3.15,0.7,0.054,26,57.33
7764,digital_newcomers,referral,22.59,5.74,0.7,0.051,11,44.21
7765,digital_newcomers,assisted,116.48,4.46,0.7,0.045,13,40.54
7766,digital_newcomers,assisted,107.73,1.16,0.7,0.045,36,29.16
7767,digital_newcomers,partner,58.43,4.47,0.7,0.054,5,15.65
7768,digital_newcomers,assisted,125.01,3.31,0.7,0.045,1,2.32
7769,digital_newcomers,assisted,112.2,3.35,0.7,0.045,10,23.48
7770,digital_newcomers,referral,28.36,3.83,0.7,0.051,11,29.51
7771,digital_newcomers,in_app,35.75,3.51,0.7,0.06,15,36.88
7772,digital_newcomers,assisted,109.14,2.89,0.7,0.045,55,111.45
7773,digital_newcomers,in_app,35.52,3.72,0.7,0.06,6,15.62
7774,digital_newcomers,assisted,118.76,4.66,0.7,0.045,13,42.41
7775,digital_newcomers,paid_social,69.9,2.0,0.7,0.063,3,4.19
7776,digital_newcomers,referral,23.84,3.41,0.7,0.051,38,90.83
7777,digital_newcomers,partner,56.3,5.52,0.7,0.054,1,3.87
7778,digital_newcomers,in_app,34.65,2.43,0.7,0.06,11,18.72
7779,digital_newcomers,partner,54.54,3.78,0.7,0.054,20,52.91
7780,digital_newcomers,partner,49.97,2.82,0.7,0.054,34,67.22
7781,digital_newcomers,partner,46.95,4.64,0.7,0.054,5,16.22
7782,digital_newcomers,paid_social,72.05,3.53,0.7,0.063,25,61.79
7783,digital_newcomers,paid_social,75.39,2.72,0.7,0.063,60,114.25
7784,digital_newcomers,referral,24.57,4.1,0.7,0.051,52,149.11
7785,digital_newcomers,in_app,34.28,2.16,0.7,0.06,7,10.6
7786,digital_newcomers,assisted,126.03,4.18,0.7,0.045,30,87.85
7787,digital_newcomers,referral,26.07,2.77,0.7,0.051,18,34.87
7788,digital_newcomers,partner,67.79,2.65,0.7,0.054,17,31.5
7789,digital_newcomers,partner,52.09,5.21,0.7,0.054,34,123.99
7790,digital_newcomers,paid_social,78.38,2.79,0.7,0.063,3,5.85
7791,digital_newcomers,in_app,35.25,2.97,0.7,0.06,3,6.23
7792,digital_newcomers,paid_social,63.41,2.22,0.7,0.063,17,26.41
7793,digital_newcomers,referral,27.27,3.86,0.7,0.051,4,10.82
7794,digital_newcomers,partner,57.01,1.92,0.7,0.054,22,29.62
7795,digital_newcomers,in_app,37.84,2.66,0.7,0.06,17,31.64
7796,digital_newcomers,assisted,117.6,2.93,0.7,0.045,24,49.22
7797,digital_newcomers,paid_social,63.22,3.24,0.7,0.063,6,13.6
7798,digital_newcomers,assisted,140.47,3.24,0.7,0.045,20,45.36
7799,digital_newcomers,in_app,34.47,2.25,0.7,0.06,48,75.49
7800,digital_newcomers,in_app,37.12,3.32,0.7,0.06,18,41.78
7801,digital_newcomers,assisted,107.32,4.0,0.7,0.045,8,22.39
7802,digital_newcomers,assisted,112.84,1.91,0.7,0.045,17,22.78
7803,digital_newcomers,partner,55.83,3.36,0.7,0.054,24,56.38
7804,digital_newcomers,partner,54.65,2.21,0.7,0.054,6,9.3
7805,digital_newcomers,paid_social,71.07,4.31,0.7,0.063,43,129.81
7806,digital_newcomers,assisted,114.88,4.76,0.7,0.045,60,200.08
7807,digital_newcomers,partner,57.59,2.71,0.7,0.054,9,17.09
7808,digital_newcomers,partner,51.34,2.27,0.7,0.054,27,42.87
7809,digital_newcomers,assisted,119.77,2.33,0.7,0.045,25,40.86
7810,digital_newcomers,partner,45.87,4.05,0.7,0.054,7,19.84
7811,digital_newcomers,paid_social,75.22,6.08,0.7,0.063,14,59.6
7812,digital_newcomers,in_app,34.62,4.78,0.7,0.06,40,133.94
7813,digital_newcomers,paid_social,73.45,4.55,0.7,0.063,1,3.19
7814,digital_newcomers,partner,53.87,4.15,0.7,0.054,42,122.01
7815,digital_newcomers,assisted,105.96,4.85,0.7,0.045,14,47.51
7816,digital_newcomers,assisted,124.37,2.95,0.7,0.045,60,123.84
7817,digital_newcomers,partner,54.63,3.55,0.7,0.054,5,12.44
7818,digital_newcomers,assisted,129.7,2.95,0.7,0.045,19,39.29
7819,digital_newcomers,assisted,125.25,3.6,0.7,0.045,40,100.85
7820,digital_newcomers,referral,26.65,4.6,0.7,0.051,12,38.62
7821,digital_newcomers,assisted,117.83,3.54,0.7,0.045,10,24.8
7822,digital_newcomers,referral,27.9,3.9,0.7,0.051,5,13.66
7823,digital_newcomers,referral,24.74,3.01,0.7,0.051,1,2.11
7824,digital_newcomers,in_app,36.11,4.78,0.7,0.06,13,43.5
7825,digital_newcomers,partner,48.63,3.37,0.7,0.054,8,18.87
7826,digital_newcomers,in_app,35.15,2.33,0.7,0.06,4,6.52
7827,digital_newcomers,partner,55.41,3.56,0.7,0.054,6,14.94
7828,digital_newcomers,assisted,122.34,3.1,0.7,0.045,14,30.42
7829,digital_newcomers,partner,54.95,3.08,0.7,0.054,46,99.08
7830,digital_newcomers,assisted,130.22,3.61,0.7,0.045,20,50.59
7831,digital_newcomers,partner,56.76,4.62,0.7,0.054,60,194.17
7832,digital_newcomers,in_app,36.27,3.31,0.7,0.06,4,9.26
7833,digital_newcomers,in_app,38.11,1.5,0.7,0.06,25,26.26
7834,digital_newcomers,assisted,119.7,4.44,0.7,0.045,60,186.53
7835,digital_newcomers,assisted,114.04,2.94,0.7,0.045,26,53.54
7836,digital_newcomers,assisted,104.34,2.48,0.7,0.045,11,19.08
7837,digital_newcomers,paid_social,74.31,2.57,0.7,0.063,9,16.17
7838,digital_newcomers,partner,50.46,5.76,0.7,0.054,10,40.33
7839,digital_newcomers,partner,49.08,2.82,0.7,0.054,4,7.9
7840,digital_newcomers,assisted,118.8,4.33,0.7,0.045,4,12.13
7841,digital_newcomers,in_app,32.87,1.97,0.7,0.06,23,31.68
7842,digital_newcomers,partner,48.03,3.53,0.7,0.054,16,39.54
7843,digital_newcomers,assisted,113.74,3.2,0.7,0.045,28,62.8
7844,digital_newcomers,partner,54.92,3.77,0.7,0.054,9,23.74
7845,digital_newcomers,in_app,33.14,2.65,0.7,0.06,13,24.1
7846,digital_newcomers,partner,47.67,1.58,0.7,0.054,18,19.95
7847,digital_newcomers,paid_social,63.24,3.46,0.7,0.063,51,123.69
7848,digital_newcomers,paid_social,59.44,3.97,0.7,0.063,39,108.34
7849,digital_newcomers,referral,23.76,2.93,0.7,0.051,2,4.1
7850,digital_newcomers,paid_social,70.25,3.11,0.7,0.063,26,56.57
7851,digital_newcomers,in_app,34.2,2.56,0.7,0.06,21,37.58
7852,digital_newcomers,partner,55.59,4.87,0.7,0.054,1,3.41
7853,digital_newcomers,in_app,32.98,3.62,0.7,0.06,60,152.07
7854,digital_newcomers,referral,29.17,3.79,0.7,0.051,2,5.31
7855,digital_newcomers,referral,26.44,4.03,0.7,0.051,10,28.22
7856,digital_newcomers,referral,22.99,2.81,0.7,0.051,10,19.69
7857,digital_newcomers,in_app,37.06,3.98,0.7,0.06,14,39.05
7858,digital_newcomers,paid_social,67.52,3.26,0.7,0.063,19,43.33
7859,digital_newcomers,partner,60.68,2.42,0.7,0.054,17,28.85
7860,digital_newcomers,referral,25.08,2.68,0.7,0.051,19,35.68
7861,digital_newcomers,referral,26.95,4.06,0.7,0.051,15,42.59
7862,digital_newcomers,paid_social,58.82,2.24,0.7,0.063,21,32.9
7863,digital_newcomers,partner,60.35,2.15,0.7,0.054,6,9.01
7864,digital_newcomers,assisted,110.18,3.39,0.7,0.045,21,49.87
7865,digital_newcomers,assisted,116.64,2.52,0.7,0.045,60,105.84
7866,digital_newcomers,assisted,125.45,3.64,0.7,0.045,49,124.88
7867,digital_newcomers,assisted,115.29,3.86,0.7,0.045,27,72.99
7868,digital_newcomers,partner,54.97,3.69,0.7,0.054,3,7.74
7869,digital_newcomers,assisted,120.8,3.22,0.7,0.045,9,20.29
7870,digital_newcomers,paid_social,65.62,3.91,0.7,0.063,31,84.76
7871,digital_newcomers,partner,55.15,1.97,0.7,0.054,6,8.29
7872,digital_newcomers,partner,52.93,4.58,0.7,0.054,10,32.07
7873,digital_newcomers,in_app,38.47,2.28,0.7,0.06,35,55.78
7874,digital_newcomers,partner,58.47,5.03,0.7,0.054,15,52.86
7875,digital_newcomers,in_app,35.14,3.77,0.7,0.06,9,23.76
7876,digital_newcomers,in_app,35.07,3.93,0.7,0.06,33,90.69
7877,digital_newcomers,partner,56.08,3.57,0.7,0.054,19,47.46
7878,digital_newcomers,partner,54.9,3.24,0.7,0.054,9,20.44
7879,digital_newcomers,partner,55.88,3.65,0.7,0.054,10,25.52
7880,digital_newcomers,partner,57.03,4.36,0.7,0.054,4,12.21
7881,digital_newcomers,referral,27.5,5.1,0.7,0.051,4,14.27
7882,digital_newcomers,partner,51.7,4.12,0.7,0.054,43,123.88
7883,digital_newcomers,partner,59.17,2.77,0.7,0.054,53,102.74
7884,digital_newcomers,partner,58.54,4.65,0.7,0.054,10,32.54
7885,digital_newcomers,assisted,99.68,3.65,0.7,0.045,5,12.77
7886,digital_newcomers,assisted,119.61,3.67,0.7,0.045,1,2.57
7887,digital_newcomers,referral,22.85,3.59,0.7,0.051,13,32.69
7888,digital_newcomers,assisted,108.91,2.77,0.7,0.045,25,48.4
7889,digital_newcomers,in_app,36.48,2.53,0.7,0.06,25,44.36
7890,digital_newcomers,paid_social,67.75,2.63,0.7,0.063,24,44.26
7891,digital_newcomers,in_app,35.37,2.45,0.7,0.06,2,3.44
7892,digital_newcomers,partner,53.95,2.15,0.7,0.054,2,3.01
7893,digital_newcomers,partner,59.55,4.74,0.7,0.054,2,6.63
7894,digital_newcomers,in_app,35.03,3.05,0.7,0.06,3,6.41
7895,digital_newcomers,in_app,33.78,2.76,0.7,0.06,9,17.4
7896,digital_newcomers,paid_social,70.64,1.78,0.7,0.063,2,2.5
7897,digital_newcomers,partner,61.41,2.13,0.7,0.054,7,10.42
7898,digital_newcomers,assisted,130.69,2.84,0.7,0.045,11,21.83
7899,digital_newcomers,partner,58.58,3.74,0.7,0.054,20,52.4
7900,digital_newcomers,paid_social,69.91,3.63,0.7,0.063,18,45.78
7901,digital_newcomers,referral,20.1,3.76,0.7,0.051,3,7.9
7902,digital_newcomers,paid_social,72.8,4.36,0.7,0.063,10,30.55
7903,digital_newcomers,in_app,33.72,4.81,0.7,0.06,7,23.59
7904,digital_newcomers,paid_social,82.32,3.35,0.7,0.063,17,39.91
7905,digital_newcomers,referral,24.33,3.36,0.7,0.051,8,18.84
7906,digital_newcomers,paid_social,63.83,3.43,0.7,0.063,11,26.4
7907,digital_newcomers,paid_social,68.81,3.31,0.7,0.063,16,37.1
7908,digital_newcomers,in_app,38.92,2.99,0.7,0.06,22,46.04
7909,digital_newcomers,paid_social,66.76,4.73,0.7,0.063,8,26.47
7910,digital_newcomers,referral,22.61,3.0,0.7,0.051,5,10.5
7911,digital_newcomers,in_app,32.37,2.43,0.7,0.06,16,27.22
7912,digital_newcomers,referral,24.04,4.15,0.7,0.051,29,84.28
7913,digital_newcomers,in_app,33.72,3.24,0.7,0.06,12,27.18
7914,digital_newcomers,in_app,31.94,4.46,0.7,0.06,36,112.33
7915,digital_newcomers,in_app,43.09,4.57,0.7,0.06,28,89.57
7916,digital_newcomers,partner,47.66,3.31,0.7,0.054,10,23.15
7917,digital_newcomers,in_app,37.3,1.94,0.7,0.06,23,31.3
7918,digital_newcomers,paid_social,62.77,3.4,0.7,0.063,18,42.86
7919,digital_newcomers,referral,23.16,3.29,0.7,0.051,12,27.65
7920,digital_newcomers,partner,51.83,2.54,0.7,0.054,5,8.9
7921,digital_newcomers,paid_social,72.82,3.39,0.7,0.063,18,42.77
7922,digital_newcomers,in_app,35.45,3.6,0.7,0.06,35,88.31
7923,digital_newcomers,partner,55.29,4.19,0.7,0.054,6,17.61
7924,digital_newcomers,referral,24.48,2.29,0.7,0.051,26,41.69
7925,digital_newcomers,in_app,37.29,3.38,0.7,0.06,21,49.67
7926,digital_newcomers,in_app,36.97,4.32,0.7,0.06,10,30.27
7927,digital_newcomers,partner,55.52,3.83,0.7,0.054,18,48.27
7928,digital_newcomers,partner,58.56,3.29,0.7,0.054,21,48.33
7929,digital_newcomers,paid_social,75.36,3.11,0.7,0.063,10,21.8
7930,digital_newcomers,paid_social,73.69,4.54,0.7,0.063,40,127.09
7931,digital_newcomers,partner,55.37,4.51,0.7,0.054,5,15.78
7932,digital_newcomers,paid_social,79.51,3.81,0.7,0.063,4,10.68
7933,digital_newcomers,partner,63.43,3.03,0.7,0.054,2,4.24
7934,digital_newcomers,assisted,113.66,1.82,0.7,0.045,1,1.27
7935,digital_newcomers,in_app,33.96,3.4,0.7,0.06,20,47.6
7936,digital_newcomers,assisted,128.6,3.42,0.7,0.045,18,43.11
7937,digital_newcomers,assisted,118.32,1.42,0.7,0.045,32,31.91
7938,digital_newcomers,paid_social,65.35,3.35,0.7,0.063,13,30.44
7939,digital_newcomers,referral,23.01,2.09,0.7,0.051,29,42.33
7940,digital_newcomers,partner,58.05,3.74,0.7,0.054,26,68.11
7941,digital_newcomers,partner,53.92,3.35,0.7,0.054,60,140.86
7942,digital_newcomers,referral,27.36,3.05,0.7,0.051,39,83.38
7943,digital_newcomers,referral,27.11,2.1,0.7,0.051,5,7.34
7944,digital_newcomers,partner,54.74,4.1,0.7,0.054,8,22.94
7945,digital_newcomers,partner,53.69,2.28,0.7,0.054,6,9.57
7946,digital_newcomers,referral,24.34,4.05,0.7,0.051,3,8.5
7947,digital_newcomers,referral,24.12,3.74,0.7,0.051,48,125.58
7948,digital_newcomers,paid_social,75.87,2.55,0.7,0.063,4,7.14
7949,digital_newcomers,partner,57.93,2.5,0.7,0.054,33,57.77
7950,digital_newcomers,paid_social,68.17,2.43,0.7,0.063,1,1.7
7951,digital_newcomers,paid_social,68.09,2.37,0.7,0.063,2,3.31
7952,digital_newcomers,partner,61.83,3.85,0.7,0.054,60,161.52
7953,digital_newcomers,assisted,118.42,5.06,0.7,0.045,38,134.47
7954,digital_newcomers,referral,25.82,4.53,0.7,0.051,6,19.02
7955,digital_newcomers,paid_social,71.71,1.97,0.7,0.063,10,13.8
7956,digital_newcomers,assisted,105.45,2.9,0.7,0.045,51,103.49
7957,digital_newcomers,assisted,134.79,3.96,0.7,0.045,58,160.61
7958,digital_newcomers,in_app,36.97,2.82,0.7,0.06,10,19.74
7959,digital_newcomers,in_app,33.72,2.56,0.7,0.06,10,17.94
7960,digital_newcomers,assisted,125.13,3.07,0.7,0.045,18,38.67
7961,digital_newcomers,partner,59.43,2.81,0.7,0.054,13,25.61
7962,digital_newcomers,assisted,129.99,3.89,0.7,0.045,13,35.36
7963,digital_newcomers,paid_social,67.12,3.97,0.7,0.063,30,83.28
7964,digital_newcomers,in_app,30.79,4.25,0.7,0.06,6,17.85
7965,digital_newcomers,partner,49.83,2.55,0.7,0.054,11,19.6
7966,digital_newcomers,paid_social,72.09,4.08,0.7,0.063,19,54.32
7967,digital_newcomers,referral,27.07,2.62,0.7,0.051,35,64.08
7968,digital_newcomers,paid_social,65.52,3.48,0.7,0.063,15,36.58
7969,digital_newcomers,assisted,113.16,2.78,0.7,0.045,14,27.29
7970,digital_newcomers,assisted,123.02,1.2,0.7,0.045,9,7.57
7971,digital_newcomers,partner,52.9,4.3,0.7,0.054,36,108.35
7972,digital_newcomers,assisted,121.16,3.47,0.7,0.045,13,31.6
7973,digital_newcomers,in_app,36.08,3.7,0.7,0.06,1,2.59
7974,digital_newcomers,referral,20.22,2.78,0.7,0.051,2,3.89
7975,digital_newcomers,partner,56.63,3.89,0.7,0.054,9,24.48
7976,digital_newcomers,in_app,36.7,2.39,0.7,0.06,5,8.38
7977,digital_newcomers,referral,26.61,4.54,0.7,0.051,1,3.18
7978,digital_newcomers,referral,27.45,3.01,0.7,0.051,24,50.58
7979,digital_newcomers,assisted,104.31,3.13,0.7,0.045,8,17.55
7980,digital_newcomers,paid_social,80.66,2.88,0.7,0.063,1,2.02
7981,digital_newcomers,in_app,40.26,3.41,0.7,0.06,18,42.99
7982,digital_newcomers,paid_social,68.13,3.29,0.7,0.063,6,13.83
7983,digital_newcomers,in_app,41.32,3.52,0.7,0.06,10,24.65
7984,digital_newcomers,referral,23.42,4.41,0.7,0.051,10,30.89
7985,digital_newcomers,assisted,144.16,1.85,0.7,0.045,24,31.06
7986,digital_newcomers,in_app,32.13,3.13,0.7,0.06,14,30.64
7987,digital_newcomers,assisted,140.25,2.7,0.7,0.045,5,9.43
7988,digital_newcomers,paid_social,73.73,4.34,0.7,0.063,40,121.39
7989,digital_newcomers,assisted,124.9,2.42,0.7,0.045,10,16.97
7990,digital_newcomers,partner,56.46,4.59,0.7,0.054,1,3.21
7991,digital_newcomers,referral,21.85,3.69,0.7,0.051,37,95.67
7992,digital_newcomers,referral,25.52,4.95,0.7,0.051,27,93.62
7993,digital_newcomers,in_app,36.29,2.98,0.7,0.06,12,25.02
7994,digital_newcomers,in_app,34.57,3.6,0.7,0.06,17,42.85
7995,digital_newcomers,in_app,30.42,4.7,0.7,0.06,5,16.44
7996,digital_newcomers,paid_social,74.32,3.93,0.7,0.063,1,2.75
7997,digital_newcomers,partner,61.87,2.43,0.7,0.054,44,74.85
7998,digital_newcomers,referral,23.38,2.56,0.7,0.051,32,57.45
7999,digital_newcomers,paid_social,68.04,3.31,0.7,0.063,2,4.64
8000,digital_newcomers,partner,58.92,3.11,0.7,0.054,30,65.28
8001,digital_newcomers,assisted,123.45,4.43,0.7,0.045,29,90.01
8002,digital_newcomers,assisted,120.41,2.47,0.7,0.045,11,18.99
8003,digital_newcomers,in_app,34.56,2.62,0.7,0.06,1,1.83
8004,digital_newcomers,in_app,33.8,3.53,0.7,0.06,19,46.97
8005,digital_newcomers,partner,61.08,4.12,0.7,0.054,8,23.09
